   0.0000000000000000        4.8541707507961286E-004
   5.0251256281407036E-003   4.7953549439034199E-004
   1.0050251256281407E-002   4.5512801592634017E-004
   1.5075376884422110E-002   4.1518848317117368E-004
   2.0100502512562814E-002   3.6442685685675856E-004
   2.5125628140703515E-002   3.0853216206395837E-004
   3.0150753768844220E-002   2.5340211989171495E-004
   3.5175879396984931E-002   2.0453289035215095E-004
   4.0201005025125629E-002   1.6668913921963531E-004
   4.5226130653266333E-002   1.4386817149645461E-004
   5.0251256281407031E-002   1.3946833600734710E-004
   5.5276381909547735E-002   1.5650347324918081E-004
   6.0301507537688440E-002   1.9769144796491676E-004
   6.5326633165829137E-002   2.6528973685059686E-004
   7.0351758793969862E-002   3.6064378106552162E-004
   7.5376884422110546E-002   4.8353105723426094E-004
   8.0402010050251257E-002   6.3149291011517278E-004
   8.5427135678391969E-002   7.9941034205485728E-004
   9.0452261306532666E-002   9.7956742360575961E-004
   9.5477386934673378E-002   1.1623426827155896E-003
  0.10050251256281406        1.3374900315994971E-003
  0.10552763819095477        1.4957649642853956E-003
  0.11055276381909547        1.6304904896976605E-003
  0.11557788944723617        1.7386110354072762E-003
  0.12060301507537688        1.8208899747090043E-003
  0.12562814070351760        1.8811505664447889E-003
  0.13065326633165827        1.9247654722413876E-003
  0.13567839195979900        1.9568561325980882E-003
  0.14070351758793972        1.9807680797602556E-003
  0.14572864321608042        1.9972934406271205E-003
  0.15075376884422109        2.0048483115806788E-003
  0.15577889447236182        2.0004813861300027E-003
  0.16080402010050251        1.9813202478281867E-003
  0.16582914572864321        1.9459534554949480E-003
  0.17085427135678394        1.8953274601548711E-003
  0.17587939698492464        1.8329529718837478E-003
  0.18090452261306533        1.7644596811505926E-003
  0.18592964824120606        1.6967083039777233E-003
  0.19095477386934676        1.6367143078272442E-003
  0.19597989949748743        1.5905788519882404E-003
  0.20100502512562812        1.5625297514841273E-003
  0.20603015075376885        1.5541219103460810E-003
  0.21105527638190955        1.5636640820336641E-003
  0.21608040201005024        1.5859996179804253E-003
  0.22110552763819094        1.6128066009424252E-003
  0.22613065326633164        1.6335355487241080E-003
  0.23115577889447234        1.6369548066233074E-003
  0.23618090452261309        1.6130699190488515E-003
  0.24120603015075376        1.5550100829386112E-003
