#       # k              E            BS weight       TS weight
      2.1264981     -0.8530891       0.0529209       0.0545341
      2.1515572     -0.8537449       0.0576353       0.0652268
      2.1766162     -0.8540257       0.0612144       0.0734814
      2.2016753     -0.8540823       0.0635910       0.0783244
      2.2267344     -0.8540509       0.0649674       0.0808401
      2.2517935     -0.8540108       0.0656170       0.0820363
      2.2768525     -0.8539949       0.0657961       0.0823916
      2.2768525     -0.8539949       0.0657961       0.0823916
      2.3092146     -0.8538042       0.0628287       0.0787106
      2.3415767     -0.8538497       0.0528177       0.0691173
      2.3739388     -0.8566704       0.0380315       0.0694493
      2.4063009     -0.8637428       0.0334519       0.1951439
      2.4386630     -0.8695361       0.0435793       0.0914379
      2.4710251     -0.8730191       0.0148024       0.0140437
      2.5033871     -0.8751896       0.0412624       0.0685614
      2.5357492     -0.8772010       0.0027211       0.0010474
      2.5681113     -0.8797555       0.0042797       0.0086538
      2.6004734     -0.8825577       0.0455641       0.1282831
      2.6328355     -0.8851186       0.0417032       0.0829463
      2.6651976     -0.8887343       0.0270882       0.0102646
      2.6975597     -0.8902551       0.0994872       0.0817324
      2.7299217     -0.8925417       0.0203681       0.0222251
      2.7622838     -0.8936213       0.0368112       0.0645752
      2.7946459     -0.8966714       0.0308594       0.0581378
      2.8270080     -0.8988434       0.0299575       0.0572669
      2.8593701     -0.9002243       0.0271586       0.0505818
      2.8917322     -0.9017303       0.0462506       0.0613795
      2.9240943     -0.9003296       0.0400402       0.0531087
      2.9564564     -0.8956241       0.0195622       0.0210777
      2.9888184     -0.8889506       0.0340082       0.1199566
      3.0211805     -0.8861024       0.0031400       0.0086345
      3.0535426     -0.8850854       0.0039904       0.0224763
      3.0859047     -0.8848664       0.0047444       0.0281378
 
      0.0000000     -0.8464070       0.0410995       0.0592913
      0.0204780     -0.8473548       0.0287024       0.0388140
      0.0409560     -0.8494579       0.0170711       0.0207030
      0.0614339     -0.8497048       0.0286713       0.0407029
      0.0819119     -0.8499743       0.0334233       0.0706074
      0.1023899     -0.8529065       0.0199526       0.3576414
      0.1228679     -0.8589561       0.0146820       0.3160181
      0.1433459     -0.8658263       0.0098480       0.2035057
      0.1638238     -0.8724485       0.0252770       0.1207606
      0.1843018     -0.8788926       0.0117169       0.1097712
      0.2047798     -0.8860630       0.0154591       0.0252908
      0.2252578     -0.8935083       0.0219580       0.1649865
      0.2457358     -0.9008901       0.0108458       0.0252265
      0.2662137     -0.9074071       0.0404212       0.1547317
      0.2866917     -0.9132855       0.0086266       0.0580412
      0.3071697     -0.9158602       0.0885523       0.1346214
      0.3276477     -0.9189598       0.4554724       0.0614590
      0.3481256     -0.9228302       0.1903537       0.0882636
      0.3686036     -0.9247997       0.0670269       0.0980134
      0.3890816     -0.9259812       0.0503674       0.0902738
      0.4095596     -0.9267805       0.0482871       0.0818177
      0.4300376     -0.9273558       0.0499453       0.0758170
      0.4505155     -0.9277096       0.0525940       0.0723535
      0.4709935     -0.9278504       0.0554700       0.0701561
      0.4914715     -0.9278720       0.0582272       0.0685541
      0.5119495     -0.9278685       0.0594773       0.0679023
      0.5119495     -0.9278685       0.0594773       0.0679023
      0.5370086     -0.9276858       0.0590331       0.0678193
      0.5620676     -0.9271632       0.0576942       0.0675247
      0.5871267     -0.9263721       0.0554813       0.0668805
      0.6121858     -0.9254187       0.0525133       0.0656591
      0.6372448     -0.9244266       0.0490225       0.0635614
      0.6623039     -0.9235168       0.0452883       0.0602735
      0.6873630     -0.9227962       0.0415549       0.0556032
      0.7124221     -0.9223832       0.0378636       0.0496216
      0.7374811     -0.9225564       0.0321319       0.0410922
      0.7625402     -0.9240034       0.0194879       0.0255351
      0.7875993     -0.9257530       0.2055556       0.0419993
      0.8126583     -0.9260276       0.0183979       0.0385044
      0.8377174     -0.9251421       0.0799856       0.0992354
      0.8627765     -0.9237194       0.0172241       0.0133126
      0.8878356     -0.9214725       0.0346775       0.0475919
      0.9128946     -0.9184058       0.0312548       0.1127817
      0.9379537     -0.9147671       0.0287779       0.0298155
      0.9630128     -0.9094222       0.0334168       0.1499740
      0.9880718     -0.9049222       0.0326937       0.0401003
      1.0131309     -0.8989760       0.0227859       0.1311290
      1.0381900     -0.8944799       0.0287713       0.0476179
      1.0632491     -0.8896493       0.0318830       0.1279660
      1.0883081     -0.8869972       0.0129359       0.0592881
      1.1133672     -0.8842783       0.0107624       0.0694699
      1.1384263     -0.8833323       0.0083468       0.0681621
      1.1384263     -0.8833323       0.0083468       0.0681621
      1.1589042     -0.8827958       0.0085265       0.0758613
      1.1793822     -0.8812870       0.0108474       0.1081218
      1.1998602     -0.8792833       0.0267745       0.1602126
      1.2203382     -0.8770151       0.0107118       0.0512275
      1.2408162     -0.8737984       0.0041477       0.0282738
      1.2612941     -0.8705337       0.0044042       0.0202937
      1.2817721     -0.8679655       0.0078456       0.0066903
      1.3022501     -0.8671760       0.0178503       0.0188494
      1.3227281     -0.8670235       0.0056689       0.0108025
      1.3432061     -0.8674908       0.0110182       0.0119794
      1.3636840     -0.8664371       0.0291172       0.0228334
      1.3841620     -0.8626596       0.0202478       0.0257491
      1.4046400     -0.8597351       0.0085622       0.0097984
      1.4251180     -0.8557410       0.0074692       0.0074219
      1.4455960     -0.8507475       0.0030457       0.0079498
      1.4660739     -0.8455368       0.0135728       0.0284974
      1.4865519     -0.8413101       0.0356923       0.0681170
      1.5070299     -0.8372842       0.0310441       0.0817508
      1.5275079     -0.8338315       0.0289974       0.0596779
      1.5479859     -0.8296284       0.0368861       0.0268935
      1.5684638     -0.8281049       0.0559626       0.0496131
      1.5889418     -0.8283355       0.0417520       0.1074495
      1.6094198     -0.8302746       0.0300278       0.1315472
      1.6298978     -0.8324958       0.0246268       0.1423995
      1.6503757     -0.8334881       0.0227932       0.1466919
      1.6503757     -0.8334881       0.0227932       0.1466919
      1.6754348     -0.8338459       0.0255600       0.1295256
      1.7004939     -0.8352066       0.0323716       0.0977849
      1.7255530     -0.8369007       0.0358439       0.0701634
      1.7506120     -0.8374972       0.0353243       0.0530469
      1.7756711     -0.8377227       0.0390856       0.0510908
      1.8007302     -0.8379552       0.0426872       0.0529071
      1.8257892     -0.8381750       0.0450344       0.0551808
      1.8508483     -0.8383675       0.0462555       0.0568221
      1.8759074     -0.8385427       0.0465171       0.0573958
      1.9009665     -0.8387370       0.0459991       0.0567972
      1.9260255     -0.8390059       0.0448868       0.0550920
      1.9510846     -0.8394120       0.0433565       0.0524355
      1.9761437     -0.8400085       0.0415829       0.0490413
      2.0012027     -0.8408236       0.0397790       0.0452034
      2.0262618     -0.8418451       0.0382660       0.0413913
      2.0513209     -0.8430080       0.0375094       0.0383879
      2.0763800     -0.8441878       0.0379457       0.0372785
      2.1014390     -0.8452155       0.0395258       0.0390033
      2.1264981     -0.8459369       0.0415308       0.0434916
      2.1515572     -0.8463041       0.0431706       0.0492098
      2.1766162     -0.8464034       0.0441497       0.0543480
      2.2016753     -0.8463808       0.0444209       0.0581588
      2.2267344     -0.8463570       0.0437740       0.0602995
      2.2517935     -0.8463809       0.0421822       0.0601821
      2.2768525     -0.8464070       0.0410995       0.0592913
      2.2768525     -0.8464070       0.0410995       0.0592913
      2.3092146     -0.8470337       0.0335802       0.0465925
      2.3415767     -0.8493117       0.0210416       0.0269974
      2.3739388     -0.8528763       0.0265787       0.1357401
      2.4063009     -0.8601486       0.0376604       0.1277755
      2.4386630     -0.8659356       0.0431947       0.0866869
      2.4710251     -0.8718456       0.0447117       0.0858071
      2.5033871     -0.8741506       0.0022064       0.0014678
      2.5357492     -0.8757000       0.0041197       0.0023921
      2.5681113     -0.8782232       0.0290960       0.0456764
      2.6004734     -0.8810149       0.0105274       0.0066777
      2.6328355     -0.8833545       0.0434961       0.0624532
      2.6651976     -0.8858881       0.1819348       0.1202307
      2.6975597     -0.8890749       0.0489996       0.0873781
      2.7299217     -0.8902740       0.0498557       0.1303806
      2.7622838     -0.8925710       0.0218917       0.0902370
      2.7946459     -0.8936597       0.0291723       0.0992582
      2.8270080     -0.8958720       0.0202035       0.0414329
      2.8593701     -0.8991372       0.0368991       0.0590595
      2.8917322     -0.8999093       0.0242001       0.0319522
      2.9240943     -0.8990409       0.0159604       0.0245826
      2.9564564     -0.8939988       0.0070477       0.0422791
      2.9888184     -0.8878595       0.0188599       0.0608289
      3.0211805     -0.8849706       0.0134370       0.0543264
      3.0535426     -0.8836504       0.0107053       0.0639826
      3.0859047     -0.8833323       0.0083468       0.0681621
 
      0.0000000     -0.8447505       0.0072681       0.0044386
      0.0204780     -0.8462385       0.0079101       0.0044313
      0.0409560     -0.8459149       0.0340226       0.0396433
      0.0614339     -0.8444810       0.0404847       0.0677001
      0.0819119     -0.8456093       0.0169014       0.4635328
      0.1023899     -0.8511536       0.0210933       0.3269171
      0.1228679     -0.8568476       0.0306036       0.1121139
      0.1433459     -0.8641908       0.0286690       0.1268432
      0.1638238     -0.8711552       0.0047072       0.0762929
      0.1843018     -0.8773472       0.0204633       0.0681471
      0.2047798     -0.8845222       0.0154915       0.1387746
      0.2252578     -0.8923883       0.0072063       0.0311948
      0.2457358     -0.8995436       0.0036701       0.0043044
      0.2662137     -0.9066067       0.0144191       0.0903734
      0.2866917     -0.9097108       0.0739475       0.1620157
      0.3071697     -0.9122985       0.3929248       0.0785656
      0.3276477     -0.9166879       0.2122010       0.0886489
      0.3481256     -0.9187194       0.0589814       0.1030391
      0.3686036     -0.9199902       0.0455481       0.0961418
      0.3890816     -0.9207148       0.0447211       0.0890641
      0.4095596     -0.9209421       0.0483372       0.0840262
      0.4300376     -0.9207475       0.0546599       0.0809589
      0.4505155     -0.9202808       0.0622958       0.0785210
      0.4709935     -0.9197887       0.0699283       0.0759027
      0.4914715     -0.9194731       0.0757651       0.0735960
      0.5119495     -0.9193749       0.0779561       0.0726594
      0.5119495     -0.9193749       0.0779561       0.0726594
      0.5370086     -0.9192767       0.0772674       0.0725100
      0.5620676     -0.9190063       0.0752699       0.0719890
      0.5871267     -0.9186333       0.0721437       0.0708783
      0.6121858     -0.9182626       0.0681078       0.0688193
      0.6372448     -0.9180184       0.0633195       0.0653356
      0.6623039     -0.9180205       0.0577756       0.0598904
      0.6873630     -0.9183613       0.0512559       0.0520074
      0.7124221     -0.9191019       0.0435816       0.0417987
      0.7374811     -0.9203599       0.0375453       0.0337636
      0.7625402     -0.9223437       0.0418048       0.0428036
      0.7875993     -0.9243318       0.1073364       0.0491621
      0.8126583     -0.9240380       0.1913762       0.0824583
      0.8377174     -0.9239710       0.0137264       0.0393609
      0.8627765     -0.9217147       0.0216294       0.0548202
      0.8878356     -0.9202326       0.0274128       0.1024064
      0.9128946     -0.9167855       0.0192509       0.0123762
      0.9379537     -0.9123807       0.0332920       0.1238907
      0.9630128     -0.9080454       0.0322194       0.0249167
      0.9880718     -0.9020600       0.0265833       0.1283031
      1.0131309     -0.8971162       0.0214133       0.0507609
      1.0381900     -0.8923112       0.0196550       0.1096710
      1.0632491     -0.8888012       0.0271821       0.0695129
      1.0883081     -0.8846097       0.0151199       0.0874770
      1.1133672     -0.8821174       0.0273904       0.1257461
      1.1384263     -0.8815220       0.0386198       0.1480943
      1.1384263     -0.8815220       0.0386198       0.1480943
      1.1589042     -0.8810701       0.0423178       0.1527912
      1.1793822     -0.8798735       0.0503879       0.1362154
      1.1998602     -0.8780232       0.0354689       0.0428710
      1.2203382     -0.8751629       0.0173453       0.0297029
      1.2408162     -0.8718475       0.0172550       0.0343169
      1.2612941     -0.8688856       0.0310238       0.0308374
      1.2817721     -0.8670340       0.0359545       0.0579802
      1.3022501     -0.8650797       0.0272898       0.0527866
      1.3227281     -0.8657874       0.0351191       0.0391489
      1.3432061     -0.8646196       0.0276766       0.0382685
      1.3636840     -0.8633787       0.0058085       0.0107740
      1.3841620     -0.8619455       0.0246039       0.0199254
      1.4046400     -0.8573076       0.0396915       0.0386623
      1.4251180     -0.8523738       0.0422055       0.0477491
      1.4455960     -0.8479898       0.0458661       0.0628346
      1.4660739     -0.8440110       0.0370378       0.0598335
      1.4865519     -0.8392807       0.0127107       0.0224809
      1.5070299     -0.8352083       0.0218833       0.0274839
      1.5275079     -0.8313024       0.0261782       0.0222089
      1.5479859     -0.8282838       0.0165344       0.0288707
      1.5684638     -0.8256608       0.0977822       0.0759084
      1.5889418     -0.8241103       0.0599338       0.0868277
      1.6094198     -0.8246706       0.0315035       0.0979535
      1.6298978     -0.8258835       0.0212090       0.1065287
      1.6503757     -0.8264582       0.0185743       0.1098798
      1.6503757     -0.8264582       0.0185743       0.1098798
      1.6754348     -0.8266246       0.0215884       0.1076599
      1.7004939     -0.8273873       0.0308218       0.0861957
      1.7255530     -0.8289107       0.0410276       0.0637202
      1.7506120     -0.8301441       0.0452246       0.0528597
      1.7756711     -0.8305419       0.0454304       0.0488614
      1.8007302     -0.8305096       0.0458581       0.0490744
      1.8257892     -0.8303807       0.0467509       0.0505406
      1.8508483     -0.8302952       0.0474763       0.0516986
      1.8759074     -0.8303295       0.0477222       0.0520174
      1.9009665     -0.8305428       0.0474259       0.0514021
      1.9260255     -0.8309857       0.0466458       0.0499431
      1.9510846     -0.8316942       0.0454752       0.0478145
      1.9761437     -0.8326800       0.0439856       0.0452113
      2.0012027     -0.8339191       0.0421982       0.0423027
      2.0262618     -0.8353425       0.0400790       0.0392205
      2.0513209     -0.8368311       0.0375555       0.0361021
      2.0763800     -0.8382309       0.0345331       0.0331174
      2.1014390     -0.8394026       0.0308685       0.0302956
      2.1264981     -0.8402860       0.0262770       0.0271527
      2.1515572     -0.8409218       0.0203193       0.0227712
      2.1766162     -0.8414027       0.0122959       0.0162839
      2.2016753     -0.8422067       0.0047339       0.0032096
      2.2267344     -0.8435904       0.0060774       0.0029892
      2.2517935     -0.8444646       0.0066851       0.0035269
      2.2768525     -0.8447505       0.0072681       0.0044386
      2.2768525     -0.8447505       0.0072681       0.0044386
      2.3092146     -0.8456822       0.0055786       0.0025205
      2.3415767     -0.8461285       0.0299708       0.0416102
      2.3739388     -0.8500682       0.0173065       0.2947265
      2.4063009     -0.8558408       0.0371152       0.0950401
      2.4386630     -0.8620007       0.0415034       0.0838168
      2.4710251     -0.8685307       0.0486585       0.0902583
      2.5033871     -0.8726113       0.0496782       0.0869143
      2.5357492     -0.8753625       0.0452590       0.0858840
      2.5681113     -0.8773271       0.0075243       0.0229429
      2.6004734     -0.8785490       0.0034654       0.0210114
      2.6328355     -0.8814656       0.0599109       0.0604598
      2.6651976     -0.8843297       0.0252912       0.0031545
      2.6975597     -0.8866298       0.0524951       0.0605169
      2.7299217     -0.8889290       0.0120550       0.0315071
      2.7622838     -0.8902357       0.0223647       0.0496135
      2.7946459     -0.8923843       0.0194448       0.0368377
      2.8270080     -0.8945765       0.0351927       0.1080814
      2.8593701     -0.8960267       0.0130015       0.0256212
      2.8917322     -0.8981880       0.0345691       0.0547524
      2.9240943     -0.8966254       0.0485465       0.0677968
      2.9564564     -0.8928270       0.0367440       0.0874001
      2.9888184     -0.8868022       0.0193127       0.0522741
      3.0211805     -0.8827290       0.0148016       0.0707961
      3.0535426     -0.8816310       0.0302231       0.1298873
      3.0859047     -0.8815220       0.0386198       0.1480943
 
      0.0000000     -0.8422055       0.0235460       0.0076961
      0.0204780     -0.8429966       0.0439118       0.0305135
      0.0409560     -0.8399788       0.0534471       0.0603247
      0.0614339     -0.8390165       0.0186687       0.4776074
      0.0819119     -0.8437189       0.0290984       0.2529037
      0.1023899     -0.8473675       0.0392530       0.0704243
      0.1228679     -0.8534729       0.0451040       0.0648438
      0.1433459     -0.8608354       0.0484192       0.0777434
      0.1638238     -0.8687900       0.0351388       0.0989520
      0.1843018     -0.8764422       0.0064892       0.0748359
      0.2047798     -0.8833353       0.0103559       0.0389413
      0.2252578     -0.8911590       0.0023058       0.0131530
      0.2457358     -0.8987265       0.0373000       0.1866841
      0.2662137     -0.9023384       0.0507773       0.1348457
      0.2866917     -0.9052337       0.2008228       0.0916784
      0.3071697     -0.9103474       0.3648478       0.0642475
      0.3276477     -0.9126077       0.0596175       0.1002513
      0.3481256     -0.9139049       0.0445430       0.0959449
      0.3686036     -0.9147183       0.0441245       0.0926084
      0.3890816     -0.9149282       0.0477110       0.0904298
      0.4095596     -0.9144376       0.0539146       0.0888418
      0.4300376     -0.9133573       0.0620530       0.0869796
      0.4505155     -0.9120726       0.0710442       0.0844137
      0.4709935     -0.9110349       0.0791692       0.0815678
      0.4914715     -0.9104585       0.0845907       0.0793744
      0.5119495     -0.9102894       0.0864320       0.0785675
      0.5119495     -0.9102894       0.0864320       0.0785675
      0.5370086     -0.9102767       0.0857508       0.0783089
      0.5620676     -0.9102650       0.0837326       0.0774474
      0.5871267     -0.9103310       0.0804458       0.0757316
      0.6121858     -0.9105900       0.0759902       0.0727806
      0.6372448     -0.9111737       0.0705057       0.0681896
      0.6623039     -0.9121965       0.0642034       0.0617421
      0.6873630     -0.9137135       0.0574177       0.0537151
      0.7124221     -0.9156751       0.0508588       0.0453080
      0.7374811     -0.9178181       0.0467141       0.0396115
      0.7625402     -0.9197044       0.0511756       0.0448670
      0.7875993     -0.9215570       0.0584711       0.0623099
      0.8126583     -0.9222129       0.3230390       0.0320098
      0.8377174     -0.9213269       0.1342650       0.1021741
      0.8627765     -0.9213702       0.0523151       0.0971090
      0.8878356     -0.9187476       0.0092731       0.0086802
      0.9128946     -0.9153330       0.0402823       0.1255324
      0.9379537     -0.9108788       0.0235711       0.0195716
      0.9630128     -0.9052956       0.0277574       0.1218364
      0.9880718     -0.9010268       0.0233522       0.0375359
      1.0131309     -0.8957043       0.0296565       0.1069591
      1.0381900     -0.8911260       0.0220775       0.1010916
      1.0632491     -0.8864067       0.0162533       0.0862795
      1.0883081     -0.8822190       0.0390202       0.1506206
      1.1133672     -0.8799422       0.0388629       0.1222377
      1.1384263     -0.8789296       0.0276252       0.0856217
      1.1384263     -0.8789296       0.0276252       0.0856217
      1.1589042     -0.8787119       0.0273860       0.0711368
      1.1793822     -0.8778341       0.0221232       0.0568557
      1.1998602     -0.8759061       0.0208755       0.0910940
      1.2203382     -0.8730877       0.0272398       0.1374784
      1.2408162     -0.8699809       0.0326958       0.1568892
      1.2612941     -0.8672182       0.0200599       0.1230020
      1.2817721     -0.8646681       0.0100640       0.0597903
      1.3022501     -0.8644520       0.0154331       0.0174749
      1.3227281     -0.8626546       0.0112019       0.0316430
      1.3432061     -0.8631345       0.0089462       0.0108359
      1.3636840     -0.8613777       0.0299966       0.0388542
      1.3841620     -0.8571876       0.0295140       0.0415257
      1.4046400     -0.8524859       0.0301692       0.0458232
      1.4251180     -0.8477176       0.0316061       0.0550856
      1.4455960     -0.8433286       0.0343058       0.0732748
      1.4660739     -0.8396749       0.0377268       0.0974322
      1.4865519     -0.8366465       0.0377930       0.1083854
      1.5070299     -0.8331836       0.0228249       0.0806199
      1.5275079     -0.8296179       0.0150260       0.0787659
      1.5479859     -0.8264445       0.0321498       0.0981509
      1.5684638     -0.8226882       0.0652782       0.0647148
      1.5889418     -0.8200482       0.0668294       0.0507403
      1.6094198     -0.8193435       0.0319753       0.0550214
      1.6298978     -0.8195233       0.0198325       0.0632550
      1.6503757     -0.8196948       0.0185857       0.0664191
      1.6503757     -0.8196948       0.0185857       0.0664191
      1.6754348     -0.8198938       0.0244637       0.0728586
      1.7004939     -0.8203399       0.0359259       0.0755803
      1.7255530     -0.8209960       0.0468158       0.0579054
      1.7506120     -0.8217856       0.0531993       0.0493493
      1.7756711     -0.8223018       0.0546764       0.0500714
      1.8007302     -0.8224565       0.0537015       0.0511167
      1.8257892     -0.8224161       0.0519660       0.0505964
      1.8508483     -0.8223732       0.0500632       0.0489230
      1.8759074     -0.8224743       0.0481625       0.0466204
      1.9009665     -0.8228185       0.0464040       0.0440825
      1.9260255     -0.8234660       0.0449563       0.0416243
      1.9510846     -0.8244422       0.0439440       0.0394844
      1.9761437     -0.8257385       0.0433745       0.0377980
      2.0012027     -0.8273128       0.0430902       0.0365718
      2.0262618     -0.8290926       0.0427199       0.0356439
      2.0513209     -0.8309821       0.0416542       0.0346015
      2.0763800     -0.8328836       0.0391378       0.0326862
      2.1014390     -0.8347404       0.0345298       0.0289051
      2.1264981     -0.8365746       0.0277659       0.0228469
      2.1515572     -0.8384502       0.0200979       0.0159244
      2.1766162     -0.8403473       0.0145569       0.0110676
      2.2016753     -0.8416753       0.0114569       0.0146962
      2.2267344     -0.8419540       0.0068359       0.0089264
      2.2517935     -0.8421277       0.0158691       0.0074515
      2.2768525     -0.8422055       0.0235460       0.0076961
      2.2768525     -0.8422055       0.0235460       0.0076961
      2.3092146     -0.8429562       0.0404332       0.0271193
      2.3415767     -0.8412450       0.0391039       0.1109985
      2.3739388     -0.8465185       0.0305470       0.1364935
      2.4063009     -0.8510243       0.0344598       0.0885448
      2.4386630     -0.8576089       0.0383683       0.0879837
      2.4710251     -0.8642292       0.0477734       0.0992460
      2.5033871     -0.8684662       0.0511748       0.1032484
      2.5357492     -0.8713259       0.0485277       0.1001934
      2.5681113     -0.8745240       0.0512097       0.0965924
      2.6004734     -0.8779899       0.0613982       0.0940661
      2.6328355     -0.8795227       0.0145310       0.0362932
      2.6651976     -0.8827282       0.1645977       0.1014761
      2.6975597     -0.8852730       0.0232383       0.0457717
      2.7299217     -0.8872813       0.0156127       0.0167989
      2.7622838     -0.8889522       0.0196559       0.0955805
      2.7946459     -0.8900532       0.0226317       0.1190196
      2.8270080     -0.8922847       0.0096720       0.0244311
      2.8593701     -0.8950519       0.0415860       0.1092386
      2.8917322     -0.8945365       0.0554286       0.0968474
      2.9240943     -0.8922833       0.0573732       0.0917483
      2.9564564     -0.8891665       0.0409469       0.0986174
      2.9888184     -0.8853232       0.0127846       0.0944969
      3.0211805     -0.8807674       0.0396979       0.1428250
      3.0535426     -0.8792030       0.0359888       0.1157977
      3.0859047     -0.8789296       0.0276252       0.0856217
 
      0.0000000     -0.8408578       0.0110948       0.0157481
      0.0204780     -0.8374521       0.0764299       0.0356794
      0.0409560     -0.8335068       0.0444109       0.3326631
      0.0614339     -0.8370046       0.0400017       0.2218298
      0.0819119     -0.8382450       0.0482200       0.0668023
      0.1023899     -0.8426912       0.0445848       0.0618514
      0.1228679     -0.8493061       0.0548013       0.0618917
      0.1433459     -0.8567708       0.0673081       0.0600203
      0.1638238     -0.8649740       0.0491920       0.0597162
      0.1843018     -0.8739614       0.0216080       0.0624996
      0.2047798     -0.8820580       0.0054982       0.0515926
      0.2252578     -0.8901063       0.0201754       0.1161451
      0.2457358     -0.8948001       0.0262984       0.0846488
      0.2662137     -0.8984558       0.0586432       0.0684190
      0.2866917     -0.9033905       0.5762910       0.0264718
      0.3071697     -0.9064581       0.0593204       0.0885706
      0.3276477     -0.9076549       0.0444413       0.0884742
      0.3481256     -0.9083365       0.0462942       0.0890675
      0.3686036     -0.9085830       0.0508267       0.0903278
      0.3890816     -0.9082405       0.0561895       0.0916779
      0.4095596     -0.9071575       0.0618475       0.0922764
      0.4300376     -0.9054703       0.0677027       0.0913094
      0.4505155     -0.9036705       0.0735267       0.0889107
      0.4709935     -0.9022866       0.0783670       0.0862029
      0.4914715     -0.9015217       0.0813008       0.0842990
      0.5119495     -0.9012920       0.0822321       0.0836459
      0.5119495     -0.9012920       0.0822321       0.0836459
      0.5370086     -0.9013662       0.0815155       0.0833989
      0.5620676     -0.9016164       0.0794001       0.0825786
      0.5871267     -0.9021211       0.0760143       0.0809559
      0.6121858     -0.9029927       0.0716471       0.0782001
      0.6372448     -0.9043455       0.0668104       0.0740296
      0.6623039     -0.9062509       0.0622100       0.0684789
      0.6873630     -0.9086927       0.0585669       0.0620936
      0.7124221     -0.9115323       0.0562588       0.0556933
      0.7374811     -0.9144426       0.0542985       0.0493514
      0.7625402     -0.9167879       0.0503549       0.0430797
      0.7875993     -0.9183697       0.0551167       0.0519386
      0.8126583     -0.9197150       0.0757044       0.0738292
      0.8377174     -0.9188920       0.3934493       0.0408966
      0.8627765     -0.9176562       0.1070515       0.1021624
      0.8878356     -0.9168552       0.0584716       0.1093296
      0.9128946     -0.9147123       0.0073722       0.0042150
      0.9379537     -0.9092953       0.0298313       0.0825427
      0.9630128     -0.9044682       0.0254039       0.0152239
      0.9880718     -0.8982821       0.0416197       0.0711294
      1.0131309     -0.8923362       0.0445538       0.0751264
      1.0381900     -0.8882114       0.0447465       0.1016147
      1.0632491     -0.8845490       0.0335123       0.1338125
      1.0883081     -0.8806585       0.0152586       0.0613707
      1.1133672     -0.8778704       0.0297324       0.0332038
      1.1384263     -0.8774499       0.0451348       0.0552904
      1.1384263     -0.8774499       0.0451348       0.0552904
      1.1589042     -0.8768178       0.0411110       0.0603612
      1.1793822     -0.8750734       0.0323406       0.0663414
      1.1998602     -0.8726860       0.0168174       0.0750830
      1.2203382     -0.8704045       0.0104526       0.0986103
      1.2408162     -0.8680087       0.0062219       0.1287909
      1.2612941     -0.8652083       0.0113681       0.1141940
      1.2817721     -0.8634168       0.0208623       0.0210829
      1.3022501     -0.8611886       0.0084865       0.0302467
      1.3227281     -0.8616295       0.0140270       0.0156444
      1.3432061     -0.8594331       0.0182533       0.0380249
      1.3636840     -0.8558512       0.0182400       0.0397261
      1.3841620     -0.8517089       0.0188229       0.0438162
      1.4046400     -0.8472583       0.0197783       0.0523723
      1.4251180     -0.8427855       0.0211077       0.0683761
      1.4455960     -0.8385991       0.0229053       0.0922293
      1.4660739     -0.8349524       0.0254184       0.1078131
      1.4865519     -0.8318744       0.0284522       0.0997407
      1.5070299     -0.8291864       0.0294614       0.0874681
      1.5275079     -0.8264752       0.0258880       0.0933316
      1.5479859     -0.8231503       0.0204134       0.1105527
      1.5684638     -0.8196695       0.0208742       0.0542611
      1.5889418     -0.8168719       0.0348957       0.0257731
      1.6094198     -0.8150748       0.0236436       0.0282821
      1.6298978     -0.8140865       0.0184713       0.0358859
      1.6503757     -0.8138296       0.0236961       0.0386930
      1.6503757     -0.8138296       0.0236961       0.0386930
      1.6754348     -0.8139393       0.0334238       0.0459426
      1.7004939     -0.8141328       0.0472343       0.0654533
      1.7255530     -0.8141002       0.0554394       0.0702525
      1.7506120     -0.8140473       0.0619709       0.0596818
      1.7756711     -0.8141632       0.0631795       0.0621579
      1.8007302     -0.8142938       0.0602406       0.0646209
      1.8257892     -0.8144271       0.0553786       0.0612737
      1.8508483     -0.8146722       0.0497149       0.0544057
      1.8759074     -0.8151383       0.0440764       0.0464453
      1.9009665     -0.8158868       0.0391746       0.0390085
      1.9260255     -0.8169271       0.0355663       0.0331057
      1.9510846     -0.8182342       0.0336271       0.0292594
      1.9761437     -0.8197732       0.0335480       0.0275983
      2.0012027     -0.8215172       0.0353173       0.0279706
      2.0262618     -0.8234513       0.0386470       0.0299483
      2.0513209     -0.8255640       0.0428293       0.0325973
      2.0763800     -0.8278320       0.0467132       0.0342859
      2.1014390     -0.8302154       0.0490810       0.0332386
      2.1264981     -0.8326617       0.0494376       0.0291934
      2.1515572     -0.8350690       0.0489291       0.0244463
      2.1766162     -0.8372414       0.0493816       0.0211864
      2.2016753     -0.8389731       0.0497915       0.0194050
      2.2267344     -0.8401433       0.0439477       0.0182240
      2.2517935     -0.8407207       0.0247065       0.0166850
      2.2768525     -0.8408578       0.0110948       0.0157481
      2.2768525     -0.8408578       0.0110948       0.0157481
      2.3092146     -0.8379422       0.0723092       0.0327599
      2.3415767     -0.8382815       0.0135341       0.4345073
      2.3739388     -0.8410582       0.0363311       0.0942155
      2.4063009     -0.8457806       0.0290905       0.0950685
      2.4386630     -0.8526913       0.0310987       0.1009029
      2.4710251     -0.8590973       0.0398302       0.1141010
      2.5033871     -0.8633401       0.0470190       0.1122608
      2.5357492     -0.8661770       0.0494451       0.0953688
      2.5681113     -0.8694239       0.0567266       0.0776635
