#       # k              E            BS weight       TS weight
      3.0859047     -2.7777854       0.1133773       0.0382053
 
      0.0000000     -2.7706422       0.0019989       0.0023031
      0.0204780     -2.7707259       0.0017389       0.0022998
      0.0409560     -2.7709737       0.0010746       0.0022632
      0.0614339     -2.7713712       0.0002714       0.0017369
      0.0819119     -2.7718977       0.0002654       0.0025039
      0.1023899     -2.7724742       0.0012419       0.0021378
      0.1228679     -2.7731159       0.0026155       0.0017856
      0.1433459     -2.7738315       0.0046525       0.0016054
      0.1638238     -2.7746116       0.0073294       0.0015066
      0.1843018     -2.7754448       0.0104896       0.0014649
      0.2047798     -2.7763197       0.0138848       0.0014760
      0.2252578     -2.7772252       0.0172278       0.0015411
      0.2457358     -2.7781510       0.0202434       0.0016605
      0.2662137     -2.7790866       0.0227032       0.0018290
      0.2866917     -2.7800217       0.0244430       0.0020342
      0.3071697     -2.7809456       0.0253658       0.0022553
      0.3276477     -2.7818473       0.0254407       0.0024649
      0.3481256     -2.7827151       0.0247016       0.0026331
      0.3686036     -2.7835368       0.0232479       0.0027342
      0.3890816     -2.7842995       0.0212460       0.0027533
      0.4095596     -2.7849896       0.0189237       0.0026924
      0.4300376     -2.7855922       0.0165514       0.0025714
      0.4505155     -2.7860910       0.0144065       0.0024243
      0.4709935     -2.7864679       0.0127266       0.0022895
      0.4914715     -2.7867045       0.0116706       0.0021976
      0.5119495     -2.7867853       0.0113127       0.0021654
      0.5119495     -2.7867853       0.0113127       0.0021654
      0.5370086     -2.7866721       0.0130901       0.0024154
      0.5620676     -2.7863762       0.0187800       0.0032220
      0.5871267     -2.7859695       0.0287150       0.0046524
      0.6121858     -2.7854977       0.0422921       0.0066971
      0.6372448     -2.7849838       0.0579066       0.0092744
      0.6623039     -2.7844400       0.0735801       0.0122529
      0.6873630     -2.7838734       0.0877346       0.0154800
      0.7124221     -2.7832894       0.0995573       0.0188047
      0.7374811     -2.7826925       0.1089011       0.0220926
      0.7625402     -2.7820878       0.1160037       0.0252332
      0.7875993     -2.7814803       0.1212451       0.0281419
      0.8126583     -2.7808756       0.1250092       0.0307595
      0.8377174     -2.7802797       0.1276248       0.0330487
      0.8627765     -2.7796985       0.1293529       0.0349913
      0.8878356     -2.7791385       0.1303930       0.0365842
      0.9128946     -2.7786059       0.1308970       0.0378370
      0.9379537     -2.7781072       0.1309833       0.0387703
      0.9630128     -2.7776484       0.1307497       0.0394148
      0.9880718     -2.7772357       0.1302840       0.0398104
      1.0131309     -2.7768748       0.1296717       0.0400053
      1.0381900     -2.7765710       0.1289995       0.0400537
      1.0632491     -2.7763291       0.1283552       0.0400126
      1.0883081     -2.7761531       0.1278220       0.0399364
      1.1133672     -2.7760462       0.1274702       0.0398703
      1.1384263     -2.7760103       0.1273474       0.0398447
      1.1384263     -2.7760103       0.1273474       0.0398447
      1.1589042     -2.7759474       0.1276189       0.0397279
      1.1793822     -2.7757600       0.1284069       0.0393793
      1.1998602     -2.7754523       0.1296364       0.0388047
      1.2203382     -2.7750310       0.1311957       0.0380164
      1.2408162     -2.7745049       0.1329531       0.0370351
      1.2612941     -2.7738847       0.1347740       0.0358909
      1.2817721     -2.7731826       0.1365355       0.0346224
      1.3022501     -2.7724114       0.1381361       0.0332743
      1.3227281     -2.7715846       0.1394995       0.0318934
      1.3432061     -2.7707158       0.1405743       0.0305255
      1.3636840     -2.7698185       0.1413312       0.0292114
      1.3841620     -2.7689061       0.1417583       0.0279850
      1.4046400     -2.7679918       0.1418585       0.0268719
      1.4251180     -2.7670884       0.1416469       0.0258889
      1.4455960     -2.7662089       0.1411504       0.0250446
      1.4660739     -2.7653656       0.1404079       0.0243401
      1.4865519     -2.7645710       0.1394703       0.0237698
      1.5070299     -2.7638369       0.1383994       0.0233235
      1.5275079     -2.7631746       0.1372654       0.0229866
      1.5479859     -2.7625945       0.1361427       0.0227427
      1.5684638     -2.7621060       0.1351050       0.0225741
      1.5889418     -2.7617171       0.1342198       0.0224640
      1.6094198     -2.7614346       0.1335441       0.0223973
      1.6298978     -2.7612630       0.1331209       0.0223623
      1.6503757     -2.7612055       0.1329769       0.0223514
      1.6503757     -2.7612055       0.1329769       0.0223514
      1.6754348     -2.7612325       0.1330200       0.0222417
      1.7004939     -2.7613131       0.1331496       0.0219156
      1.7255530     -2.7614466       0.1333661       0.0213826
      1.7506120     -2.7616315       0.1336703       0.0206581
      1.7756711     -2.7618660       0.1340628       0.0197621
      1.8007302     -2.7621477       0.1345441       0.0187184
      1.8257892     -2.7624739       0.1351141       0.0175534
      1.8508483     -2.7628411       0.1357713       0.0162951
      1.8759074     -2.7632456       0.1365119       0.0149719
      1.9009665     -2.7636835       0.1373282       0.0136117
      1.9260255     -2.7641501       0.1382058       0.0122417
      1.9510846     -2.7646406       0.1391186       0.0108875
      1.9761437     -2.7651499       0.1400207       0.0095728
      2.0012027     -2.7656724       0.1408307       0.0083192
      2.0262618     -2.7662025       0.1414035       0.0071459
      2.0513209     -2.7667341       0.1414777       0.0060695
      2.0763800     -2.7672610       0.1405751       0.0051036
      2.1014390     -2.7677770       0.1378157       0.0042586
      2.1264981     -2.7682762       0.1316022       0.0035414
      2.1515572     -2.7687532       0.1192419       0.0029551
      2.1766162     -2.7692041       0.0972165       0.0024982
      2.2016753     -2.7696273       0.0644919       0.0021631
      2.2267344     -2.7700222       0.0295285       0.0019400
      2.2517935     -2.7703825       0.0072867       0.0018539
      2.2768525     -2.7706422       0.0019989       0.0023031
      2.2768525     -2.7706422       0.0019989       0.0023031
      2.3092146     -2.7704749       0.0062594       0.0018689
      2.3415767     -2.7703296       0.0222943       0.0018938
      2.3739388     -2.7702655       0.0460866       0.0020284
      2.4063009     -2.7702832       0.0694179       0.0022389
      2.4386630     -2.7703766       0.0874797       0.0025237
      2.4710251     -2.7705386       0.0998783       0.0028834
      2.5033871     -2.7707615       0.1078813       0.0033149
      2.5357492     -2.7710376       0.1127726       0.0038106
      2.5681113     -2.7713597       0.1154684       0.0043610
      2.6004734     -2.7717204       0.1165816       0.0049590
      2.6328355     -2.7721122       0.1165639       0.0056076
      2.6651976     -2.7725264       0.1158264       0.0063283
      2.6975597     -2.7729531       0.1148136       0.0071698
      2.7299217     -2.7733809       0.1140071       0.0082145
      2.7622838     -2.7737980       0.1138433       0.0095786
      2.7946459     -2.7741936       0.1145734       0.0114016
      2.8270080     -2.7745591       0.1161620       0.0138187
      2.8593701     -2.7748886       0.1183165       0.0169160
      2.8917322     -2.7751787       0.1206361       0.0206755
      2.9240943     -2.7754277       0.1227754       0.0249289
      2.9564564     -2.7756342       0.1245296       0.0293475
      2.9888184     -2.7757971       0.1258311       0.0334853
      3.0211805     -2.7759150       0.1267001       0.0368654
      3.0535426     -2.7759864       0.1271900       0.0390762
      3.0859047     -2.7760103       0.1273474       0.0398447
 
      0.0000000     -2.7705707       0.0017067       0.0016991
      0.0204780     -2.7706585       0.0014985       0.0017158
      0.0409560     -2.7709192       0.0009723       0.0017823
      0.0614339     -2.7713441       0.0003642       0.0020113
      0.0819119     -2.7718716       0.0003329       0.0024012
      0.1023899     -2.7724134       0.0009555       0.0014954
      0.1228679     -2.7730252       0.0019076       0.0011999
      0.1433459     -2.7737065       0.0033504       0.0010575
      0.1638238     -2.7744481       0.0053215       0.0009821
      0.1843018     -2.7752397       0.0077584       0.0009499
      0.2047798     -2.7760713       0.0105063       0.0009554
      0.2252578     -2.7769337       0.0133422       0.0009989
      0.2457358     -2.7778182       0.0160136       0.0010808
      0.2662137     -2.7787164       0.0182790       0.0011982
      0.2866917     -2.7796195       0.0199409       0.0013431
      0.3071697     -2.7805185       0.0208665       0.0015015
      0.3276477     -2.7814032       0.0209991       0.0016540
      0.3481256     -2.7822628       0.0203638       0.0017789
      0.3686036     -2.7830849       0.0190671       0.0018574
      0.3890816     -2.7838558       0.0172905       0.0018788
      0.4095596     -2.7845603       0.0152706       0.0018448
      0.4300376     -2.7851809       0.0132660       0.0017704
      0.4505155     -2.7856982       0.0115129       0.0016798
      0.4709935     -2.7860908       0.0101843       0.0015981
      0.4914715     -2.7863375       0.0093711       0.0015437
      0.5119495     -2.7864218       0.0090996       0.0015249
      0.5119495     -2.7864218       0.0090996       0.0015249
      0.5370086     -2.7862878       0.0105609       0.0016968
      0.5620676     -2.7859302       0.0155320       0.0022716
      0.5871267     -2.7854300       0.0251684       0.0033495
      0.6121858     -2.7848472       0.0400377       0.0049875
      0.6372448     -2.7842164       0.0591084       0.0071768
      0.6623039     -2.7835571       0.0796461       0.0098422
      0.6873630     -2.7828804       0.0985169       0.0128628
      0.7124221     -2.7821936       0.1137308       0.0160998
      0.7374811     -2.7815026       0.1248419       0.0194152
      0.7625402     -2.7808130       0.1323868       0.0226805
      0.7875993     -2.7801305       0.1372192       0.0257834
      0.8126583     -2.7794612       0.1401345       0.0286324
      0.8377174     -2.7788113       0.1417467       0.0311588
      0.8627765     -2.7781868       0.1424882       0.0333173
      0.8878356     -2.7775938       0.1426476       0.0350841
      0.9128946     -2.7770382       0.1424125       0.0364551
      0.9379537     -2.7765254       0.1419039       0.0374442
      0.9630128     -2.7760604       0.1412037       0.0380819
      0.9880718     -2.7756478       0.1403748       0.0384149
      1.0131309     -2.7752917       0.1394767       0.0385040
      1.0381900     -2.7749954       0.1385755       0.0384212
      1.0632491     -2.7747619       0.1377474       0.0382448
      1.0883081     -2.7745935       0.1370746       0.0380512
      1.1133672     -2.7744917       0.1366337       0.0379056
      1.1384263     -2.7744577       0.1364800       0.0378518
      1.1384263     -2.7744577       0.1364800       0.0378518
      1.1589042     -2.7743936       0.1366671       0.0377407
      1.1793822     -2.7742030       0.1371907       0.0374070
      1.1998602     -2.7738903       0.1379472       0.0368521
      1.2203382     -2.7734630       0.1387902       0.0360824
      1.2408162     -2.7729306       0.1395607       0.0351141
      1.2612941     -2.7723047       0.1401152       0.0339746
      1.2817721     -2.7715979       0.1403445       0.0327027
      1.3022501     -2.7708235       0.1401811       0.0313446
      1.3227281     -2.7699950       0.1395970       0.0299502
      1.3432061     -2.7691261       0.1385953       0.0285677
      1.3636840     -2.7682299       0.1372012       0.0272403
      1.3841620     -2.7673195       0.1354539       0.0260032
      1.4046400     -2.7664076       0.1334022       0.0248824
      1.4251180     -2.7655067       0.1311028       0.0238947
      1.4455960     -2.7646291       0.1286205       0.0230481
      1.4660739     -2.7637871       0.1260277       0.0223429
      1.4865519     -2.7629928       0.1234044       0.0217728
      1.5070299     -2.7622580       0.1208353       0.0213269
      1.5275079     -2.7615940       0.1184061       0.0209902
      1.5479859     -2.7610116       0.1161988       0.0207461
      1.5684638     -2.7605205       0.1142876       0.0205770
      1.5889418     -2.7601291       0.1127352       0.0204661
      1.6094198     -2.7598443       0.1115912       0.0203986
      1.6298978     -2.7596714       0.1108907       0.0203629
      1.6503757     -2.7596134       0.1106549       0.0203519
      1.6503757     -2.7596134       0.1106549       0.0203519
      1.6754348     -2.7596429       0.1107286       0.0202384
      1.7004939     -2.7597311       0.1109505       0.0199018
      1.7255530     -2.7598772       0.1113232       0.0193537
      1.7506120     -2.7600799       0.1118512       0.0186123
      1.7756711     -2.7603374       0.1125409       0.0177014
      1.8007302     -2.7606474       0.1134013       0.0166490
      1.8257892     -2.7610071       0.1144436       0.0154855
      1.8508483     -2.7614134       0.1156825       0.0142423
      1.8759074     -2.7618626       0.1171362       0.0129505
      1.9009665     -2.7623508       0.1188272       0.0116399
      1.9260255     -2.7628736       0.1207820       0.0103381
      1.9510846     -2.7634262       0.1230311       0.0090702
      1.9761437     -2.7640035       0.1256057       0.0078582
      2.0012027     -2.7645998       0.1285293       0.0067210
      2.0262618     -2.7652093       0.1317965       0.0056744
      2.0513209     -2.7658257       0.1353198       0.0047307
      2.0763800     -2.7664422       0.1387998       0.0038989
      2.1014390     -2.7670520       0.1414078       0.0031847
      2.1264981     -2.7676481       0.1410439       0.0025904
      2.1515572     -2.7682244       0.1329102       0.0021152
      2.1766162     -2.7687770       0.1088600       0.0017520
      2.2016753     -2.7693060       0.0661984       0.0014839
      2.2267344     -2.7698113       0.0248068       0.0012947
      2.2517935     -2.7702761       0.0048037       0.0012113
      2.2768525     -2.7705707       0.0017067       0.0016991
      2.2768525     -2.7705707       0.0017067       0.0016991
      2.3092146     -2.7703742       0.0041430       0.0012309
      2.3415767     -2.7701420       0.0175984       0.0012550
      2.3739388     -2.7699876       0.0428591       0.0013672
      2.4063009     -2.7699187       0.0719134       0.0015314
      2.4386630     -2.7699305       0.0955588       0.0017485
      2.4710251     -2.7700155       0.1112227       0.0020242
      2.5033871     -2.7701666       0.1206089       0.0023596
      2.5357492     -2.7703775       0.1259221       0.0027506
      2.5681113     -2.7706420       0.1286793       0.0031892
      2.6004734     -2.7709534       0.1297628       0.0036686
      2.6328355     -2.7713036       0.1296940       0.0041898
      2.6651976     -2.7716819       0.1288663       0.0047692
      2.6975597     -2.7720753       0.1276993       0.0054478
      2.7299217     -2.7724678       0.1266898       0.0062983
      2.7622838     -2.7728433       0.1263258       0.0074292
      2.7946459     -2.7731870       0.1268967       0.0089805
      2.8270080     -2.7734888       0.1283422       0.0111062
      2.8593701     -2.7737438       0.1302901       0.0139362
      2.8917322     -2.7739525       0.1322689       0.0175176
      2.9240943     -2.7741184       0.1339256       0.0217466
      2.9564564     -2.7742464       0.1351126       0.0263225
      2.9888184     -2.7743412       0.1358515       0.0307629
      3.0211805     -2.7744067       0.1362504       0.0344930
      3.0535426     -2.7744450       0.1364305       0.0369793
      3.0859047     -2.7744577       0.1364800       0.0378518
 
      0.0000000     -2.7705088       0.0010516       0.0009161
      0.0204780     -2.7705995       0.0009295       0.0009308
      0.0409560     -2.7708693       0.0006223       0.0009925
      0.0614339     -2.7713115       0.0002711       0.0012475
      0.0819119     -2.7718436       0.0002155       0.0013269
      0.1023899     -2.7723631       0.0005372       0.0007760
      0.1228679     -2.7729539       0.0010298       0.0006063
      0.1433459     -2.7736108       0.0017859       0.0005255
      0.1638238     -2.7743244       0.0028558       0.0004835
      0.1843018     -2.7750853       0.0042404       0.0004656
      0.2047798     -2.7758846       0.0058827       0.0004679
      0.2252578     -2.7767145       0.0076677       0.0004901
      0.2457358     -2.7775677       0.0094356       0.0005325
      0.2662137     -2.7784371       0.0110055       0.0005940
      0.2866917     -2.7793155       0.0122070       0.0006709
      0.3071697     -2.7801949       0.0129097       0.0007557
      0.3276477     -2.7810662       0.0130471       0.0008383
      0.3481256     -2.7819189       0.0126297       0.0009069
      0.3686036     -2.7827406       0.0117453       0.0009512
      0.3890816     -2.7835170       0.0105445       0.0009657
      0.4095596     -2.7842314       0.0092124       0.0009515
      0.4300376     -2.7848642       0.0079320       0.0009170
      0.4505155     -2.7853937       0.0068498       0.0008750
      0.4709935     -2.7857961       0.0060549       0.0008377
      0.4914715     -2.7860489       0.0055796       0.0008132
      0.5119495     -2.7861353       0.0054228       0.0008049
      0.5119495     -2.7861353       0.0054228       0.0008049
      0.5370086     -2.7859867       0.0063315       0.0008947
      0.5620676     -2.7855832       0.0096209       0.0012044
      0.5871267     -2.7850096       0.0168397       0.0018188
      0.6121858     -2.7843357       0.0301328       0.0028233
      0.6372448     -2.7836062       0.0510149       0.0042798
      0.6623039     -2.7828483       0.0778353       0.0061933
      0.6873630     -2.7820782       0.1047700       0.0084994
      0.7124221     -2.7813049       0.1257659       0.0110985
      0.7374811     -2.7805347       0.1388197       0.0138891
      0.7625402     -2.7797731       0.1453847       0.0167662
      0.7875993     -2.7790266       0.1478060       0.0196174
      0.8126583     -2.7783017       0.1479555       0.0223303
      0.8377174     -2.7776052       0.1470173       0.0248044
      0.8627765     -2.7769434       0.1456602       0.0269594
      0.8878356     -2.7763226       0.1442317       0.0287398
      0.9128946     -2.7757480       0.1428945       0.0301165
      0.9379537     -2.7752246       0.1417079       0.0310867
      0.9630128     -2.7747562       0.1406763       0.0316730
      0.9880718     -2.7743463       0.1397794       0.0319224
      1.0131309     -2.7739971       0.1389920       0.0319029
      1.0381900     -2.7737103       0.1382994       0.0316993
      1.0632491     -2.7734868       0.1377064       0.0314055
      1.0883081     -2.7733271       0.1372388       0.0311138
      1.1133672     -2.7732313       0.1369349       0.0309030
      1.1384263     -2.7731994       0.1368290       0.0308265
      1.1384263     -2.7731994       0.1368290       0.0308265
      1.1589042     -2.7731340       0.1367547       0.0307366
      1.1793822     -2.7729397       0.1364933       0.0304652
      1.1998602     -2.7726214       0.1359449       0.0300087
      1.2203382     -2.7721871       0.1349885       0.0293672
      1.2408162     -2.7716474       0.1335260       0.0285501
      1.2612941     -2.7710143       0.1315125       0.0275785
      1.2817721     -2.7703010       0.1289636       0.0264855
      1.3022501     -2.7695212       0.1259444       0.0253127
      1.3227281     -2.7686888       0.1225477       0.0241053
      1.3432061     -2.7678171       0.1188741       0.0229074
      1.3636840     -2.7669195       0.1150183       0.0217581
      1.3841620     -2.7660086       0.1110627       0.0206891
      1.4046400     -2.7650967       0.1070784       0.0197232
      1.4251180     -2.7641960       0.1031285       0.0188746
      1.4455960     -2.7633185       0.0992725       0.0181493
      1.4660739     -2.7624762       0.0955692       0.0175469
      1.4865519     -2.7616809       0.0920775       0.0170611
      1.5070299     -2.7609445       0.0888551       0.0166816
      1.5275079     -2.7602783       0.0859559       0.0163955
      1.5479859     -2.7596933       0.0834278       0.0161879
      1.5684638     -2.7591995       0.0813106       0.0160440
      1.5889418     -2.7588055       0.0796352       0.0159493
      1.6094198     -2.7585187       0.0784240       0.0158915
      1.6298978     -2.7583444       0.0776918       0.0158609
      1.6503757     -2.7582859       0.0774469       0.0158513
      1.6503757     -2.7582859       0.0774469       0.0158513
      1.6754348     -2.7583175       0.0775230       0.0157496
      1.7004939     -2.7584120       0.0777528       0.0154486
      1.7255530     -2.7585687       0.0781403       0.0149608
      1.7506120     -2.7587862       0.0786922       0.0143056
      1.7756711     -2.7590628       0.0794190       0.0135080
      1.8007302     -2.7593964       0.0803352       0.0125967
      1.8257892     -2.7597842       0.0814606       0.0116020
      1.8508483     -2.7602232       0.0828218       0.0105542
      1.8759074     -2.7607100       0.0844546       0.0094822
      1.9009665     -2.7612407       0.0864073       0.0084123
      1.9260255     -2.7618110       0.0887449       0.0073676
      1.9510846     -2.7624163       0.0915558       0.0063678
      1.9761437     -2.7630514       0.0949606       0.0054291
      2.0012027     -2.7637108       0.0991245       0.0045639
      2.0262618     -2.7643883       0.1042694       0.0037817
      2.0513209     -2.7650774       0.1106794       0.0030884
      2.0763800     -2.7657708       0.1186537       0.0024874
      2.1014390     -2.7664608       0.1282398       0.0019792
      2.1264981     -2.7671392       0.1380924       0.0015626
      2.1515572     -2.7677985       0.1413356       0.0012349
      2.1766162     -2.7684346       0.1177342       0.0009883
      2.2016753     -2.7690522       0.0589853       0.0007971
      2.2267344     -2.7696510       0.0158778       0.0006570
      2.2517935     -2.7702008       0.0023416       0.0005943
      2.2768525     -2.7705088       0.0010516       0.0009161
      2.2768525     -2.7705088       0.0010516       0.0009161
      2.3092146     -2.7703021       0.0020372       0.0006097
      2.3415767     -2.7700018       0.0104083       0.0006294
      2.3739388     -2.7697730       0.0320108       0.0007098
      2.4063009     -2.7696322       0.0661135       0.0008253
      2.4386630     -2.7695768       0.0990978       0.0009702
      2.4710251     -2.7695992       0.1203633       0.0011478
      2.5033871     -2.7696920       0.1311532       0.0013628
      2.5357492     -2.7698498       0.1360508       0.0016142
      2.5681113     -2.7700676       0.1381264       0.0018972
      2.6004734     -2.7703393       0.1388369       0.0022066
      2.6328355     -2.7706564       0.1387576       0.0025422
      2.6651976     -2.7710068       0.1381178       0.0029146
      2.6975597     -2.7713745       0.1371349       0.0033520
      2.7299217     -2.7717400       0.1361753       0.0039066
      2.7622838     -2.7720831       0.1356911       0.0046598
      2.7946459     -2.7723857       0.1359574       0.0057245
      2.8270080     -2.7726362       0.1368439       0.0072396
      2.8593701     -2.7728303       0.1378857       0.0093495
      2.8917322     -2.7729714       0.1386094       0.0121611
      2.9240943     -2.7730676       0.1387995       0.0156736
      2.9564564     -2.7731291       0.1385186       0.0196993
      2.9888184     -2.7731659       0.1379765       0.0238216
      3.0211805     -2.7731864       0.1374029       0.0274438
      3.0535426     -2.7731964       0.1369822       0.0299369
      3.0859047     -2.7731994       0.1368290       0.0308265
 
      0.0000000     -2.7704664       0.0003243       0.0002571
      0.0204780     -2.7705587       0.0002876       0.0002619
      0.0409560     -2.7708338       0.0001956       0.0002822
      0.0614339     -2.7712859       0.0000906       0.0003649
      0.0819119     -2.7718230       0.0000663       0.0003704
      0.1023899     -2.7723297       0.0001558       0.0002131
      0.1228679     -2.7729083       0.0002913       0.0001640
      0.1433459     -2.7735508       0.0005002       0.0001406
      0.1638238     -2.7742476       0.0008030       0.0001285
      0.1843018     -2.7749898       0.0012084       0.0001233
      0.2047798     -2.7757693       0.0017088       0.0001239
      0.2252578     -2.7765789       0.0022766       0.0001300
      0.2457358     -2.7774123       0.0028641       0.0001417
      0.2662137     -2.7782634       0.0034079       0.0001589
      0.2866917     -2.7791259       0.0038402       0.0001805
      0.3071697     -2.7799927       0.0041031       0.0002045
      0.3276477     -2.7808552       0.0041633       0.0002280
      0.3481256     -2.7817033       0.0040218       0.0002476
      0.3686036     -2.7825245       0.0037141       0.0002605
      0.3890816     -2.7833039       0.0033012       0.0002650
      0.4095596     -2.7840239       0.0028537       0.0002616
      0.4300376     -2.7846638       0.0024356       0.0002528
      0.4505155     -2.7851999       0.0020919       0.0002421
      0.4709935     -2.7856076       0.0018454       0.0002327
      0.4914715     -2.7858636       0.0017004       0.0002267
      0.5119495     -2.7859510       0.0016531       0.0002246
      0.5119495     -2.7859510       0.0016531       0.0002246
      0.5370086     -2.7857935       0.0019426       0.0002497
      0.5620676     -2.7853615       0.0030467       0.0003381
      0.5871267     -2.7847395       0.0057765       0.0005225
      0.6121858     -2.7840014       0.0120014       0.0008501
      0.6372448     -2.7831970       0.0257410       0.0013921
      0.6623039     -2.7823599       0.0535426       0.0022417
      0.6873630     -2.7815148       0.0961536       0.0034434
      0.7124221     -2.7806760       0.1338664       0.0049101
      0.7374811     -2.7798473       0.1497298       0.0065644
      0.7625402     -2.7790316       0.1497498       0.0083852
      0.7875993     -2.7782351       0.1437829       0.0103136
      0.8126583     -2.7774656       0.1368241       0.0122539
      0.8377174     -2.7767312       0.1306522       0.0141031
      0.8627765     -2.7760389       0.1257213       0.0157668
      0.8878356     -2.7753953       0.1220224       0.0171694
      0.9128946     -2.7748056       0.1194061       0.0182599
      0.9379537     -2.7742742       0.1176939       0.0190154
      0.9630128     -2.7738042       0.1167099       0.0194426
      0.9880718     -2.7733979       0.1162863       0.0195768
      1.0131309     -2.7730561       0.1162631       0.0194783
      1.0381900     -2.7727788       0.1164879       0.0192255
      1.0632491     -2.7725652       0.1168216       0.0189057
      1.0883081     -2.7724141       0.1171468       0.0186040
      1.1133672     -2.7723240       0.1173765       0.0183912
      1.1384263     -2.7722942       0.1174588       0.0183148
      1.1384263     -2.7722942       0.1174588       0.0183148
      1.1589042     -2.7722274       0.1168733       0.0182753
      1.1793822     -2.7720292       0.1151338       0.0181526
      1.1998602     -2.7717048       0.1123029       0.0179360
      1.2203382     -2.7712630       0.1085091       0.0176139
      1.2408162     -2.7707148       0.1039516       0.0171798
      1.2612941     -2.7700729       0.0988755       0.0166373
      1.2817721     -2.7693512       0.0935325       0.0160013
      1.3022501     -2.7685639       0.0881427       0.0152965
      1.3227281     -2.7677249       0.0828733       0.0145536
      1.3432061     -2.7668481       0.0778351       0.0138043
      1.3636840     -2.7659463       0.0730900       0.0130778
      1.3841620     -2.7650323       0.0686656       0.0123977
      1.4046400     -2.7641181       0.0645683       0.0117815
      1.4251180     -2.7632155       0.0607956       0.0112396
      1.4455960     -2.7623363       0.0573431       0.0107766
      1.4660739     -2.7614923       0.0542089       0.0103925
      1.4865519     -2.7606950       0.0513943       0.0100831
      1.5070299     -2.7599564       0.0489029       0.0098418
      1.5275079     -2.7592878       0.0467393       0.0096599
      1.5479859     -2.7587002       0.0449073       0.0095280
      1.5684638     -2.7582039       0.0434093       0.0094365
      1.5889418     -2.7578077       0.0422459       0.0093762
      1.6094198     -2.7575191       0.0414163       0.0093393
      1.6298978     -2.7573436       0.0409193       0.0093197
      1.6503757     -2.7572848       0.0407537       0.0093137
      1.6503757     -2.7572848       0.0407537       0.0093137
      1.6754348     -2.7573180       0.0408035       0.0092448
      1.7004939     -2.7574173       0.0409541       0.0090419
      1.7255530     -2.7575820       0.0412088       0.0087149
      1.7506120     -2.7578109       0.0415739       0.0082796
      1.7756711     -2.7581022       0.0420584       0.0077556
      1.8007302     -2.7584539       0.0426751       0.0071649
      1.8257892     -2.7588633       0.0434420       0.0065298
      1.8508483     -2.7593275       0.0443835       0.0058718
      1.8759074     -2.7598432       0.0455332       0.0052102
      1.9009665     -2.7604066       0.0469382       0.0045617
      1.9260255     -2.7610136       0.0486651       0.0039399
      1.9510846     -2.7616596       0.0508100       0.0033557
      1.9761437     -2.7623396       0.0535160       0.0028167
      2.0012027     -2.7630479       0.0570020       0.0023285
      2.0262618     -2.7637786       0.0616156       0.0018940
      2.0513209     -2.7645247       0.0679324       0.0015143
      2.0763800     -2.7652787       0.0769457       0.0011885
      2.1014390     -2.7660323       0.0903976       0.0009139
      2.1264981     -2.7667760       0.1109589       0.0006868
      2.1515572     -2.7674991       0.1374860       0.0005044
      2.1766162     -2.7681952       0.1210280       0.0003650
      2.2016753     -2.7688816       0.0326442       0.0002442
      2.2267344     -2.7695502       0.0052440       0.0001798
      2.2517935     -2.7701565       0.0006111       0.0001570
      2.2768525     -2.7704664       0.0003243       0.0002571
      2.2768525     -2.7704664       0.0003243       0.0002571
      2.3092146     -2.7702593       0.0005374       0.0001625
      2.3415767     -2.7699151       0.0031806       0.0001698
      2.3739388     -2.7696344       0.0128282       0.0002015
      2.4063009     -2.7694391       0.0400107       0.0002584
      2.4386630     -2.7693323       0.0883027       0.0003394
      2.4710251     -2.7693093       0.1261745       0.0004308
      2.5033871     -2.7693609       0.1390205       0.0005327
      2.5357492     -2.7694812       0.1404217       0.0006488
      2.5681113     -2.7696658       0.1393882       0.0007773
      2.6004734     -2.7699096       0.1387306       0.0009147
      2.6328355     -2.7702038       0.1388386       0.0010602
      2.6651976     -2.7705352       0.1393203       0.0012187
      2.6975597     -2.7708855       0.1396680       0.0014039
      2.7299217     -2.7712328       0.1396318       0.0016421
      2.7622838     -2.7715537       0.1392857       0.0019758
      2.7946459     -2.7718278       0.1386836       0.0024671
      2.8270080     -2.7720417       0.1375209       0.0032000
      2.8593701     -2.7721916       0.1353610       0.0042774
      2.8917322     -2.7722826       0.1321671       0.0058045
      2.9240943     -2.7723259       0.1284113       0.0078478
      2.9564564     -2.7723360       0.1247317       0.0103675
      2.9888184     -2.7723272       0.1216142       0.0131423
      3.0211805     -2.7723118       0.1193138       0.0157443
      3.0535426     -2.7722990       0.1179226       0.0176256
      3.0859047     -2.7722942       0.1174588       0.0183148
 
      0.0000000     -2.7694614       0.9743454       0.0000000
      0.0204780     -2.7695293       0.9757285       0.0000000
      0.0409560     -2.7697303       0.9791270       0.0000000
      0.0614339     -2.7700568       0.9825899       0.0000000
      0.0819119     -2.7704971       0.9837159       0.0000000
      0.1023899     -2.7710367       0.9804869       0.0000000
      0.1228679     -2.7716599       0.9718400       0.0000000
      0.1433459     -2.7723513       0.9578296       0.0000000
      0.1638238     -2.7730965       0.9394482       0.0000000
      0.1843018     -2.7738827       0.9182826       0.0000000
      0.2047798     -2.7746993       0.8961603       0.0000000
      0.2252578     -2.7755370       0.8748734       0.0000000
      0.2457358     -2.7763881       0.8560014       0.0000000
      0.2662137     -2.7772452       0.8408160       0.0000000
      0.2866917     -2.7781010       0.8302396       0.0000000
      0.3071697     -2.7789472       0.8248291       0.0000000
