# Omega(k)/|Omega(k)|, Omega(k) comes from the 4,5,6 columns of Berrycurvature.dat.
#col     1           2           3           4           5           6
  # kx (1/A)    ky (1/A)    kz (1/A)     Omega_x     Omega_y     Omega_z
   -0.222847    0.048123   -0.097584    0.000009    0.000066   -0.000050
   -0.222847    0.053471   -0.097584    0.000000    0.000055   -0.000053
   -0.222847    0.058818   -0.097584   -0.000009    0.000041   -0.000060
   -0.222847    0.064165   -0.097584   -0.000019    0.000028   -0.000071
   -0.222847    0.069512   -0.097584   -0.000027    0.000019   -0.000083
   -0.222847    0.074859   -0.097584   -0.000028    0.000021   -0.000088
   -0.222847    0.080206   -0.097584   -0.000021    0.000042   -0.000080
   -0.222847    0.085553   -0.097584   -0.094617    0.817740   -0.567758
   -0.222847    0.090900   -0.097584   -0.122590    0.959092   -0.255175
   -0.222847    0.096247   -0.097584    0.510713    0.848876    0.136314
   -0.222847    0.101594   -0.097584    0.000003    0.000093   -0.000020
   -0.222847    0.106941   -0.097584   -0.000011    0.000011   -0.000025
   -0.222847    0.112288   -0.097584   -0.000015   -0.000010   -0.000022
   -0.222847    0.117635   -0.097584   -0.000020   -0.000020   -0.000016
   -0.222847    0.122982   -0.097584   -0.000031   -0.000025   -0.000005
   -0.222847    0.128329   -0.097584   -0.000053   -0.000034    0.000005
   -0.222847    0.133676   -0.097584   -0.480361   -0.738451   -0.473227
   -0.222847    0.139023   -0.097584   -0.050056   -0.721785   -0.690305
   -0.222847    0.144370   -0.097584    0.026559   -0.848184   -0.529035
   -0.222847    0.149717   -0.097584    0.014281   -0.987349   -0.157918
   -0.222847    0.155065   -0.097584    0.072935   -0.979390    0.188348
   -0.222847    0.160412   -0.097584    0.268009   -0.834971    0.480620
   -0.222847    0.165759   -0.097584    0.335988   -0.895234    0.292691
   -0.222847    0.171106   -0.097584    0.191631   -0.933635    0.302660
   -0.222847    0.176453   -0.097584    0.597420   -0.057057    0.799896
   -0.222847    0.181800   -0.097584    0.934505   -0.254641    0.248715
   -0.222847    0.187147   -0.097584    0.364437   -0.929488   -0.056904
   -0.222847    0.192494   -0.097584    0.343508   -0.937802   -0.050296
   -0.222847    0.197841   -0.097584    0.791661   -0.591451   -0.153162
   -0.222847    0.203188   -0.097584    0.335019    0.924820   -0.180192
   -0.222847    0.208535   -0.097584    0.887975    0.426210    0.172760
   -0.222847    0.213882   -0.097584    0.697518    0.238487    0.675716
   -0.222847    0.219229   -0.097584    0.058325    0.995707   -0.071875
   -0.222847    0.224576   -0.097584   -0.163496    0.862839   -0.478308
   -0.222847    0.229923   -0.097584   -0.000013   -0.000033   -0.000055
   -0.222847    0.235270   -0.097584    0.005814   -0.970408   -0.241403
   -0.222847    0.240617   -0.097584    0.069137   -0.990071   -0.122394
   -0.222847    0.245964   -0.097584    0.135341   -0.988383   -0.069149
   -0.222847    0.251311   -0.097584    0.232312   -0.972203    0.029186
   -0.222847    0.256659   -0.097584    0.326636   -0.932550    0.153815
   -0.222847    0.262006   -0.097584    0.358350   -0.909438    0.210971
   -0.222847    0.267353   -0.097584    0.352764   -0.912047    0.209111
   -0.222847    0.272700   -0.097584    0.348378   -0.915549    0.201005
   -0.222847    0.278047   -0.097584    0.356400   -0.910990    0.207548
   -0.222847    0.283394   -0.097584    0.377371   -0.897142    0.229624
   -0.222847    0.288741   -0.097584    0.406942   -0.877273    0.254540
   -0.222847    0.294088   -0.097584    0.434088   -0.862293    0.260804
   -0.222847    0.299435   -0.097584    0.451011   -0.858429    0.244311
   -0.222847    0.304782   -0.097584    0.462269   -0.858115    0.223487
   -0.222847    0.310129   -0.097584    0.474865   -0.854260    0.211523
   -0.222847    0.315476   -0.097584    0.490593   -0.846006    0.208789
   -0.222847    0.320823   -0.097584    0.508398   -0.834685    0.211738
   -0.222847    0.326170   -0.097584    0.527019   -0.821519    0.217616
   -0.222847    0.331517   -0.097584    0.817645   -0.000000    0.575722
  
   -0.218477   -0.331517   -0.095670    0.838533   -0.000000    0.544851
   -0.218477   -0.326170   -0.095670   -0.549136    0.803539   -0.229728
   -0.218477   -0.320823   -0.095670   -0.567398    0.787939   -0.239189
   -0.218477   -0.315476   -0.095670   -0.583087    0.773161   -0.249462
   -0.218477   -0.310129   -0.095670   -0.594171    0.760835   -0.260941
   -0.218477   -0.304782   -0.095670   -0.598085    0.753120   -0.274052
   -0.218477   -0.299435   -0.095670   -0.595886    0.749492   -0.288412
   -0.218477   -0.294088   -0.095670   -0.601524    0.739735   -0.301597
   -0.218477   -0.288741   -0.095670   -0.000054    0.000061   -0.000027
   -0.218477   -0.283394   -0.095670   -0.000049    0.000048   -0.000023
   -0.218477   -0.278047   -0.095670   -0.000043    0.000037   -0.000019
   -0.218477   -0.272700   -0.095670   -0.000033    0.000025   -0.000015
   -0.218477   -0.267353   -0.095670   -0.000022    0.000014   -0.000011
   -0.218477   -0.262006   -0.095670   -0.000016    0.000009   -0.000011
   -0.218477   -0.256659   -0.095670   -0.000024    0.000014   -0.000015
   -0.218477   -0.251311   -0.095670   -0.000037    0.000023   -0.000020
   -0.218477   -0.245964   -0.095670   -0.000041    0.000024   -0.000019
   -0.218477   -0.240617   -0.095670   -0.000040    0.000020   -0.000015
   -0.218477   -0.235270   -0.095670   -0.000041    0.000013   -0.000011
   -0.218477   -0.229923   -0.095670   -0.000047    0.000003   -0.000009
   -0.218477   -0.224576   -0.095670   -0.000080   -0.000012   -0.000013
   -0.218477   -0.219229   -0.095670   -0.965878   -0.178015   -0.188126
   -0.218477   -0.213882   -0.095670   -0.969818   -0.134689   -0.203251
   -0.218477   -0.208535   -0.095670   -0.987418   -0.074948   -0.139243
   -0.218477   -0.203188   -0.095670   -0.996054   -0.080817   -0.036688
   -0.218477   -0.197841   -0.095670   -0.915576   -0.367266    0.163818
   -0.218477   -0.192494   -0.095670    0.000006   -0.000071    0.000060
   -0.218477   -0.187147   -0.095670    0.816543   -0.357089    0.453591
   -0.218477   -0.181800   -0.095670    0.847095   -0.375327    0.376244
   -0.218477   -0.176453   -0.095670    0.716432   -0.456454    0.527613
   -0.218477   -0.171106   -0.095670    0.000021    0.000042    0.000047
   -0.218477   -0.165759   -0.095670    0.925521    0.056243    0.374496
   -0.218477   -0.160412   -0.095670    0.942145    0.098708    0.320344
   -0.218477   -0.155065   -0.095670    0.000076    0.000028    0.000024
   -0.218477   -0.149717   -0.095670    0.000049    0.000040    0.000012
   -0.218477   -0.144370   -0.095670    0.000026    0.000044   -0.000002
   -0.218477   -0.139023   -0.095670   -0.000037    0.000036   -0.000039
   -0.218477   -0.133676   -0.095670   -0.820627    0.161373   -0.548206
   -0.218477   -0.128329   -0.095670   -0.000054    0.000024   -0.000035
   -0.218477   -0.122982   -0.095670   -0.000016    0.000027   -0.000012
   -0.218477   -0.117635   -0.095670   -0.000004    0.000023   -0.000005
   -0.218477   -0.112288   -0.095670    0.000003    0.000012   -0.000002
   -0.218477   -0.106941   -0.095670    0.000017   -0.000015    0.000002
   -0.218477   -0.101594   -0.095670    0.471503   -0.794508   -0.382678
   -0.218477   -0.096247   -0.095670   -0.690708   -0.340645   -0.637874
   -0.218477   -0.090900   -0.095670   -0.326898   -0.877352   -0.351272
   -0.218477   -0.085553   -0.095670    0.000001   -0.000061   -0.000012
   -0.218477   -0.080206   -0.095670    0.000007   -0.000038   -0.000005
   -0.218477   -0.074859   -0.095670    0.000004   -0.000031   -0.000004
   -0.218477   -0.069512   -0.095670   -0.000001   -0.000028   -0.000006
   -0.218477   -0.064165   -0.095670   -0.000007   -0.000026   -0.000009
   -0.218477   -0.058818   -0.095670   -0.000012   -0.000024   -0.000010
   -0.218477   -0.053471   -0.095670   -0.000013   -0.000020   -0.000010
   -0.218477   -0.048123   -0.095670   -0.000012   -0.000016   -0.000007
   -0.218477   -0.042776   -0.095670   -0.000009   -0.000012   -0.000004
   -0.218477   -0.037429   -0.095670   -0.000005   -0.000009   -0.000001
   -0.218477   -0.032082   -0.095670   -0.000003   -0.000009    0.000000
   -0.218477   -0.026735   -0.095670   -0.000004   -0.000011   -0.000000
   -0.218477   -0.021388   -0.095670   -0.000010   -0.000015   -0.000004
   -0.218477   -0.016041   -0.095670   -0.000020   -0.000019   -0.000015
   -0.218477   -0.010694   -0.095670   -0.000034   -0.000008   -0.000036
   -0.218477   -0.005347   -0.095670   -0.434690    0.403340   -0.805209
   -0.218477    0.000000   -0.095670   -0.175456    0.044476   -0.983482
   -0.218477    0.005347   -0.095670    0.165780   -0.495500   -0.852641
   -0.218477    0.010694   -0.095670    0.460565   -0.252701   -0.850895
   -0.218477    0.016041   -0.095670    0.593764    0.307728   -0.743470
   -0.218477    0.021388   -0.095670    0.528881    0.617432   -0.582291
   -0.218477    0.026735   -0.095670    0.434118    0.747650   -0.502554
   -0.218477    0.032082   -0.095670    0.000033    0.000078   -0.000046
   -0.218477    0.037429   -0.095670    0.000022    0.000075   -0.000043
   -0.218477    0.042776   -0.095670    0.000013    0.000068   -0.000042
   -0.218477    0.048123   -0.095670    0.000005    0.000061   -0.000042
   -0.218477    0.053471   -0.095670   -0.000002    0.000051   -0.000046
   -0.218477    0.058818   -0.095670   -0.000008    0.000040   -0.000052
   -0.218477    0.064165   -0.095670   -0.000015    0.000027   -0.000061
   -0.218477    0.069512   -0.095670   -0.000020    0.000018   -0.000070
   -0.218477    0.074859   -0.095670   -0.000021    0.000017   -0.000074
   -0.218477    0.080206   -0.095670   -0.000020    0.000029   -0.000072
   -0.218477    0.085553   -0.095670   -0.000022    0.000063   -0.000071
   -0.218477    0.090900   -0.095670   -0.329001    0.799628   -0.502347
   -0.218477    0.096247   -0.095670   -0.615170    0.439744   -0.654364
   -0.218477    0.101594   -0.095670    0.000030    0.000045   -0.000031
   -0.218477    0.106941   -0.095670    0.000002    0.000011   -0.000011
   -0.218477    0.112288   -0.095670   -0.000011   -0.000011   -0.000015
   -0.218477    0.117635   -0.095670   -0.000019   -0.000019   -0.000011
   -0.218477    0.122982   -0.095670   -0.000032   -0.000020    0.000000
   -0.218477    0.128329   -0.095670   -0.000057   -0.000032    0.000000
   -0.218477    0.133676   -0.095670   -0.295756   -0.760050   -0.578664
   -0.218477    0.139023   -0.095670    0.029895   -0.752935   -0.657416
   -0.218477    0.144370   -0.095670    0.052265   -0.858501   -0.510142
   -0.218477    0.149717   -0.095670    0.000027   -0.973451   -0.228895
   -0.218477    0.155065   -0.095670   -0.013759   -0.999240    0.036481
   -0.218477    0.160412   -0.095670    0.001844   -0.975210    0.221273
   -0.218477    0.165759   -0.095670    0.008224   -0.989949    0.141186
   -0.218477    0.171106   -0.095670    0.043382   -0.988928    0.141915
   -0.218477    0.176453   -0.095670    0.289004   -0.666558    0.687152
   -0.218477    0.181800   -0.095670    0.659016    0.625417    0.417793
   -0.218477    0.187147   -0.095670    0.961279    0.191491   -0.198177
   -0.218477    0.192494   -0.095670    0.585934    0.662423   -0.466773
   -0.218477    0.197841   -0.095670    0.195058    0.910761   -0.363960
   -0.218477    0.203188   -0.095670    0.264147    0.900151   -0.346346
   -0.218477    0.208535   -0.095670    0.828788   -0.360246    0.428175
   -0.218477    0.213882   -0.095670    0.713697    0.146933    0.684871
   -0.218477    0.219229   -0.095670    0.748356    0.607179    0.267014
   -0.218477    0.224576   -0.095670    0.000015   -0.000081   -0.000027
   -0.218477    0.229923   -0.095670    0.088460   -0.985940   -0.141766
   -0.218477    0.235270   -0.095670    0.083506   -0.994477   -0.063585
   -0.218477    0.240617   -0.095670    0.088462   -0.994907   -0.048313
   -0.218477    0.245964   -0.095670    0.113459   -0.992287   -0.049943
   -0.218477    0.251311   -0.095670    0.170161   -0.985288   -0.015925
   -0.218477    0.256659   -0.095670    0.264975   -0.960531    0.084667
   -0.218477    0.262006   -0.095670    0.338873   -0.920689    0.193643
   -0.218477    0.267353   -0.095670    0.350207   -0.908385    0.228456
   -0.218477    0.272700   -0.095670    0.340617   -0.913444    0.222712
   -0.218477    0.278047   -0.095670    0.341144   -0.913398    0.222093
   -0.218477    0.283394   -0.095670    0.357795   -0.903062    0.237617
   -0.218477    0.288741   -0.095670    0.385592   -0.885944    0.257725
   -0.218477    0.294088   -0.095670    0.412210   -0.872879    0.261086
   -0.218477    0.299435   -0.095670    0.429097   -0.869935    0.243080
   -0.218477    0.304782   -0.095670    0.440452   -0.870174    0.220904
   -0.218477    0.310129   -0.095670    0.453407   -0.866766    0.207697
   -0.218477    0.315476   -0.095670    0.469958   -0.858737    0.204229
   -0.218477    0.320823   -0.095670    0.489025   -0.847351    0.207003
   -0.218477    0.326170   -0.095670    0.509203   -0.833841    0.213126
   -0.218477    0.331517   -0.095670    0.838535   -0.000000    0.544848
  
   -0.214108   -0.331517   -0.093757    0.868433   -0.000000    0.495806
   -0.214108   -0.326170   -0.093757   -0.532705    0.815865   -0.224922
   -0.214108   -0.320823   -0.093757   -0.552482    0.799676   -0.235121
   -0.214108   -0.315476   -0.093757   -0.569270    0.784452   -0.246103
   -0.214108   -0.310129   -0.093757   -0.580723    0.772116   -0.258065
   -0.214108   -0.304782   -0.093757   -0.584024    0.765131   -0.271093
   -0.214108   -0.299435   -0.093757   -0.580546    0.762903   -0.284510
   -0.214108   -0.294088   -0.093757   -0.000051    0.000066   -0.000026
   -0.214108   -0.288741   -0.093757   -0.000045    0.000052   -0.000022
   -0.214108   -0.283394   -0.093757   -0.000040    0.000040   -0.000019
   -0.214108   -0.278047   -0.093757   -0.000033    0.000028   -0.000015
   -0.214108   -0.272700   -0.093757   -0.000022    0.000016   -0.000011
   -0.214108   -0.267353   -0.093757   -0.000014    0.000008   -0.000009
   -0.214108   -0.262006   -0.093757   -0.000017    0.000010   -0.000012
   -0.214108   -0.256659   -0.093757   -0.000032    0.000020   -0.000018
   -0.214108   -0.251311   -0.093757   -0.000040    0.000026   -0.000019
   -0.214108   -0.245964   -0.093757   -0.000040    0.000024   -0.000017
   -0.214108   -0.240617   -0.093757   -0.000038    0.000021   -0.000013
   -0.214108   -0.235270   -0.093757   -0.000038    0.000017   -0.000010
   -0.214108   -0.229923   -0.093757   -0.000041    0.000012   -0.000007
   -0.214108   -0.224576   -0.093757   -0.000063    0.000005   -0.000008
   -0.214108   -0.219229   -0.093757   -0.982678   -0.091395   -0.161216
   -0.214108   -0.213882   -0.093757   -0.976004   -0.130676   -0.174185
   -0.214108   -0.208535   -0.093757   -0.993370   -0.076184   -0.086095
   -0.214108   -0.203188   -0.093757   -0.993206    0.103610    0.052976
   -0.214108   -0.197841   -0.093757   -0.000045    0.000008    0.000041
   -0.214108   -0.192494   -0.093757    0.790217   -0.130496    0.598772
   -0.214108   -0.187147   -0.093757    0.882753   -0.221112    0.414556
   -0.214108   -0.181800   -0.093757    0.829860   -0.396296    0.392788
   -0.214108   -0.176453   -0.093757    0.155283    0.703529    0.693494
   -0.214108   -0.171106   -0.093757    0.579225    0.673893    0.458657
   -0.214108   -0.165759   -0.093757    0.912736    0.248716    0.324120
   -0.214108   -0.160412   -0.093757    0.000081    0.000030    0.000023
   -0.214108   -0.155065   -0.093757    0.000050    0.000039    0.000011
   -0.214108   -0.149717   -0.093757    0.000033    0.000046    0.000004
   -0.214108   -0.144370   -0.093757    0.000020    0.000050   -0.000005
   -0.214108   -0.139023   -0.093757   -0.000023    0.000046   -0.000033
   -0.214108   -0.133676   -0.093757   -0.790076    0.237802   -0.565005
   -0.214108   -0.128329   -0.093757   -0.000066    0.000030   -0.000044
   -0.214108   -0.122982   -0.093757   -0.000019    0.000032   -0.000016
   -0.214108   -0.117635   -0.093757   -0.000002    0.000028   -0.000006
   -0.214108   -0.112288   -0.093757    0.000009    0.000016   -0.000002
   -0.214108   -0.106941   -0.093757    0.000018   -0.000005   -0.000019
   -0.214108   -0.101594   -0.093757   -0.640760   -0.075431   -0.764027
   -0.214108   -0.096247   -0.093757   -0.697495   -0.402042   -0.593181
   -0.214108   -0.090900   -0.093757   -0.000035   -0.000057   -0.000035
   -0.214108   -0.085553   -0.093757   -0.000003   -0.000031   -0.000012
   -0.214108   -0.080206   -0.093757    0.000004   -0.000023   -0.000007
   -0.214108   -0.074859   -0.093757    0.000003   -0.000022   -0.000007
   -0.214108   -0.069512   -0.093757   -0.000002   -0.000025   -0.000010
   -0.214108   -0.064165   -0.093757   -0.000009   -0.000028   -0.000013
   -0.214108   -0.058818   -0.093757   -0.000017   -0.000029   -0.000016
   -0.214108   -0.053471   -0.093757   -0.000021   -0.000026   -0.000017
   -0.214108   -0.048123   -0.093757   -0.000022   -0.000020   -0.000015
   -0.214108   -0.042776   -0.093757   -0.000019   -0.000013   -0.000011
   -0.214108   -0.037429   -0.093757   -0.000015   -0.000008   -0.000006
   -0.214108   -0.032082   -0.093757   -0.000013   -0.000005   -0.000004
   -0.214108   -0.026735   -0.093757   -0.000014   -0.000003   -0.000003
   -0.214108   -0.021388   -0.093757   -0.000022   -0.000004   -0.000007
   -0.214108   -0.016041   -0.093757   -0.000036   -0.000005   -0.000018
   -0.214108   -0.010694   -0.093757   -0.000054   -0.000005   -0.000040
   -0.214108   -0.005347   -0.093757   -0.000068   -0.000002   -0.000070
   -0.214108    0.000000   -0.093757   -0.412644    0.052453   -0.909381
   -0.214108    0.005347   -0.093757    0.108408    0.195550   -0.974684
   -0.214108    0.010694   -0.093757    0.350952    0.407826   -0.842918
   -0.214108    0.016041   -0.093757    0.422942    0.598787   -0.680129
   -0.214108    0.021388   -0.093757    0.405956    0.721917   -0.560389
   -0.214108    0.026735   -0.093757    0.000035    0.000079   -0.000049
   -0.214108    0.032082   -0.093757    0.000025    0.000076   -0.000042
   -0.214108    0.037429   -0.093757    0.000015    0.000071   -0.000038
   -0.214108    0.042776   -0.093757    0.000007    0.000065   -0.000036
   -0.214108    0.048123   -0.093757    0.000001    0.000058   -0.000037
   -0.214108    0.053471   -0.093757   -0.000004    0.000049   -0.000041
   -0.214108    0.058818   -0.093757   -0.000007    0.000037   -0.000047
   -0.214108    0.064165   -0.093757   -0.000009    0.000024   -0.000055
   -0.214108    0.069512   -0.093757   -0.000012    0.000014   -0.000061
   -0.214108    0.074859   -0.093757   -0.000014    0.000010   -0.000065
   -0.214108    0.080206   -0.093757   -0.000015    0.000016   -0.000064
   -0.214108    0.085553   -0.093757   -0.000019    0.000036   -0.000064
   -0.214108    0.090900   -0.093757   -0.355431    0.669582   -0.652172
   -0.214108    0.096247   -0.093757   -0.532064    0.567820   -0.628083
   -0.214108    0.101594   -0.093757   -0.624250    0.104617   -0.774188
   -0.214108    0.106941   -0.093757   -0.000009   -0.000021   -0.000025
   -0.214108    0.112288   -0.093757   -0.000007   -0.000014   -0.000008
   -0.214108    0.117635   -0.093757   -0.000018   -0.000014   -0.000004
   -0.214108    0.122982   -0.093757   -0.000035   -0.000010    0.000006
   -0.214108    0.128329   -0.093757   -0.000059   -0.000030   -0.000007
   -0.214108    0.133676   -0.093757   -0.121722   -0.780981   -0.612579
   -0.214108    0.139023   -0.093757    0.094904   -0.785552   -0.611475
   -0.214108    0.144370   -0.093757    0.065909   -0.875511   -0.478682
   -0.214108    0.149717   -0.093757   -0.019986   -0.964683   -0.262656
   -0.214108    0.155065   -0.093757   -0.070010   -0.995987   -0.055749
   -0.214108    0.160412   -0.093757   -0.095933   -0.988711    0.115095
   -0.214108    0.165759   -0.093757   -0.099047   -0.987826    0.119954
   -0.214108    0.171106   -0.093757   -0.034238   -0.998387    0.045285
   -0.214108    0.176453   -0.093757    0.066393   -0.950767    0.302710
   -0.214108    0.181800   -0.093757    0.589798    0.343780    0.730721
   -0.214108    0.187147   -0.093757    0.775541   -0.623237   -0.100557
   -0.214108    0.192494   -0.093757    0.251886   -0.918182   -0.305771
   -0.214108    0.197841   -0.093757    0.185876   -0.904123   -0.384724
   -0.214108    0.203188   -0.093757    0.466790   -0.874731   -0.130203
   -0.214108    0.208535   -0.093757    0.688946   -0.484497    0.539087
   -0.214108    0.213882   -0.093757    0.733954   -0.037766    0.678149
   -0.214108    0.219229   -0.093757    0.598663   -0.747903    0.286781
   -0.214108    0.224576   -0.093757    0.189058   -0.981305   -0.036034
   -0.214108    0.229923   -0.093757    0.121300   -0.992017   -0.034461
   -0.214108    0.235270   -0.093757    0.099075   -0.995025   -0.010441
   -0.214108    0.240617   -0.093757    0.089276   -0.995932   -0.012174
   -0.214108    0.245964   -0.093757    0.095803   -0.994957   -0.029689
   -0.214108    0.251311   -0.093757    0.122789   -0.991841   -0.034268
   -0.214108    0.256659   -0.093757    0.188118   -0.982100    0.009537
   -0.214108    0.262006   -0.093757    0.285812   -0.950331    0.123215
   -0.214108    0.267353   -0.093757    0.339153   -0.914703    0.219757
   -0.214108    0.272700   -0.093757    0.337071   -0.909858    0.241952
   -0.214108    0.278047   -0.093757    0.329962   -0.912958    0.240071
   -0.214108    0.283394   -0.093757    0.339810   -0.907178    0.248107
   -0.214108    0.288741   -0.093757    0.363941   -0.893886    0.261753
   -0.214108    0.294088   -0.093757    0.388994   -0.883443    0.261176
   -0.214108    0.299435   -0.093757    0.405444   -0.881726    0.241192
   -0.214108    0.304782   -0.093757    0.416789   -0.882609    0.217462
   -0.214108    0.310129   -0.093757    0.430050   -0.879722    0.202844
   -0.214108    0.315476   -0.093757    0.447374   -0.872046    0.198473
   -0.214108    0.320823   -0.093757    0.467667   -0.860762    0.200937
   -0.214108    0.326170   -0.093757    0.489384   -0.847093    0.207211
   -0.214108    0.331517   -0.093757    0.868443   -0.000000    0.495789
  
   -0.209738   -0.331517   -0.091843    0.903079   -0.000000    0.429475
   -0.209738   -0.326170   -0.091843   -0.514180    0.829375   -0.218534
   -0.209738   -0.320823   -0.091843   -0.535363    0.812872   -0.229401
   -0.209738   -0.315476   -0.091843   -0.553050    0.797531   -0.240997
   -0.209738   -0.310129   -0.091843   -0.564531    0.785590   -0.253284
   -0.209738   -0.304782   -0.091843   -0.566672    0.779834   -0.265975
   -0.209738   -0.299435   -0.091843   -0.000053    0.000074   -0.000027
   -0.209738   -0.294088   -0.091843   -0.000042    0.000058   -0.000022
   -0.209738   -0.288741   -0.091843   -0.000036    0.000045   -0.000018
   -0.209738   -0.283394   -0.091843   -0.000030    0.000032   -0.000014
   -0.209738   -0.278047   -0.091843   -0.000021    0.000019   -0.000011
   -0.209738   -0.272700   -0.091843   -0.000012    0.000008   -0.000008
   -0.209738   -0.267353   -0.091843   -0.000011    0.000006   -0.000010
   -0.209738   -0.262006   -0.091843   -0.000025    0.000015   -0.000016
   -0.209738   -0.256659   -0.091843   -0.000037    0.000025   -0.000019
   -0.209738   -0.251311   -0.091843   -0.000040    0.000026   -0.000018
   -0.209738   -0.245964   -0.091843   -0.000038    0.000023   -0.000015
   -0.209738   -0.240617   -0.091843   -0.000036    0.000021   -0.000012
   -0.209738   -0.235270   -0.091843   -0.000037    0.000019   -0.000010
   -0.209738   -0.229923   -0.091843   -0.000039    0.000018   -0.000007
   -0.209738   -0.224576   -0.091843   -0.000054    0.000015   -0.000006
   -0.209738   -0.219229   -0.091843   -0.991182    0.018619   -0.131189
   -0.209738   -0.213882   -0.091843   -0.982885   -0.113068   -0.145440
   -0.209738   -0.208535   -0.091843   -0.994773   -0.090829   -0.046647
   -0.209738   -0.203188   -0.091843   -0.966802    0.200311    0.158647
   -0.209738   -0.197841   -0.091843   -0.000010    0.000048    0.000063
   -0.209738   -0.192494   -0.091843    0.859863    0.022556    0.510027
   -0.209738   -0.187147   -0.091843    0.885696   -0.237419    0.398967
   -0.209738   -0.181800   -0.091843    0.792830   -0.336473    0.508140
   -0.209738   -0.176453   -0.091843    0.086058    0.906969    0.412312
   -0.209738   -0.171106   -0.091843    0.778086    0.492123    0.390381
   -0.209738   -0.165759   -0.091843    0.885432    0.379050    0.268947
   -0.209738   -0.160412   -0.091843    0.000054    0.000040    0.000011
   -0.209738   -0.155065   -0.091843    0.000030    0.000045    0.000003
   -0.209738   -0.149717   -0.091843    0.000020    0.000050   -0.000002
   -0.209738   -0.144370   -0.091843    0.000014    0.000053   -0.000007
   -0.209738   -0.139023   -0.091843   -0.000011    0.000051   -0.000026
   -0.209738   -0.133676   -0.091843   -0.751407    0.315452   -0.579549
   -0.209738   -0.128329   -0.091843   -0.788089    0.333442   -0.517429
   -0.209738   -0.122982   -0.091843   -0.000023    0.000036   -0.000018
   -0.209738   -0.117635   -0.091843    0.000000    0.000032   -0.000006
   -0.209738   -0.112288   -0.091843    0.000007    0.000025   -0.000011
   -0.209738   -0.106941   -0.091843   -0.523612    0.202769   -0.827475
   -0.209738   -0.101594   -0.091843   -0.728520   -0.073254   -0.681096
   -0.209738   -0.096247   -0.091843   -0.724011   -0.296097   -0.623004
   -0.209738   -0.090900   -0.091843   -0.000019   -0.000016   -0.000022
   -0.209738   -0.085553   -0.091843   -0.000000   -0.000008   -0.000010
   -0.209738   -0.080206   -0.091843    0.000006   -0.000006   -0.000007
   -0.209738   -0.074859   -0.091843    0.000007   -0.000009   -0.000007
   -0.209738   -0.069512   -0.091843    0.000002   -0.000016   -0.000010
   -0.209738   -0.064165   -0.091843   -0.000007   -0.000026   -0.000015
   -0.209738   -0.058818   -0.091843   -0.000019   -0.000034   -0.000021
   -0.209738   -0.053471   -0.091843   -0.000030   -0.000035   -0.000026
   -0.209738   -0.048123   -0.091843   -0.000034   -0.000028   -0.000025
   -0.209738   -0.042776   -0.091843   -0.000032   -0.000018   -0.000021
   -0.209738   -0.037429   -0.091843   -0.000026   -0.000008   -0.000014
   -0.209738   -0.032082   -0.091843   -0.000023   -0.000002   -0.000010
   -0.209738   -0.026735   -0.091843   -0.000023    0.000000   -0.000008
   -0.209738   -0.021388   -0.091843   -0.000030    0.000000   -0.000012
   -0.209738   -0.016041   -0.091843   -0.000044   -0.000004   -0.000022
   -0.209738   -0.010694   -0.091843   -0.000060   -0.000010   -0.000041
   -0.209738   -0.005347   -0.091843   -0.000074   -0.000011   -0.000064
   -0.209738    0.000000   -0.091843   -0.000050    0.000004   -0.000083
   -0.209738    0.005347   -0.091843    0.073427    0.359680   -0.930182
   -0.209738    0.010694   -0.091843    0.283754    0.592955   -0.753583
   -0.209738    0.016041   -0.091843    0.329653    0.724688   -0.605109
   -0.209738    0.021388   -0.091843    0.314504    0.799499   -0.511750
   -0.209738    0.026735   -0.091843    0.000026    0.000082   -0.000044
   -0.209738    0.032082   -0.091843    0.000017    0.000076   -0.000037
   -0.209738    0.037429   -0.091843    0.000008    0.000070   -0.000033
   -0.209738    0.042776   -0.091843    0.000001    0.000065   -0.000031
   -0.209738    0.048123   -0.091843   -0.000003    0.000058   -0.000033
   -0.209738    0.053471   -0.091843   -0.000003    0.000047   -0.000039
   -0.209738    0.058818   -0.091843   -0.000002    0.000031   -0.000045
   -0.209738    0.064165   -0.091843   -0.000002    0.000016   -0.000051
   -0.209738    0.069512   -0.091843   -0.000004    0.000005   -0.000055
   -0.209738    0.074859   -0.091843   -0.000006    0.000002   -0.000056
   -0.209738    0.080206   -0.091843   -0.000009    0.000006   -0.000055
   -0.209738    0.085553   -0.091843   -0.000014    0.000018   -0.000055
   -0.209738    0.090900   -0.091843   -0.000028    0.000045   -0.000064
   -0.209738    0.096247   -0.091843   -0.477383    0.569718   -0.668974
   -0.209738    0.101594   -0.091843   -0.598302    0.331741   -0.729371
   -0.209738    0.106941   -0.091843   -0.610241   -0.182181   -0.770984
   -0.209738    0.112288   -0.091843   -0.000018   -0.000026   -0.000015
   -0.209738    0.117635   -0.091843   -0.000020   -0.000009    0.000002
   -0.209738    0.122982   -0.091843   -0.000040    0.000005    0.000012
   -0.209738    0.128329   -0.091843   -0.000058   -0.000032   -0.000018
   -0.209738    0.133676   -0.091843    0.028176   -0.799563   -0.599920
   -0.209738    0.139023   -0.091843    0.149162   -0.813272   -0.562441
   -0.209738    0.144370   -0.091843    0.074051   -0.890069   -0.449771
