# Omega(k)/|Omega(k)|, Omega(k) comes from the 4,5,6 columns of Berrycurvature.dat.
#col     1           2           3           4           5           6
  # kx (1/A)    ky (1/A)    kz (1/A)     Omega_x     Omega_y     Omega_z
    0.061174    0.229923    0.026788    0.000019   -0.000001    0.000005
    0.061174    0.235270    0.026788    0.000019    0.000008    0.000006
    0.061174    0.240617    0.026788    0.000019    0.000018    0.000007
    0.061174    0.245964    0.026788    0.000018    0.000027    0.000006
    0.061174    0.251311    0.026788    0.000017    0.000038    0.000006
    0.061174    0.256659    0.026788    0.000026    0.000050    0.000010
    0.061174    0.262006    0.026788    0.000047    0.000068    0.000019
    0.061174    0.267353    0.026788    0.592307    0.772988    0.227292
    0.061174    0.272700    0.026788    0.604485    0.768055    0.211397
    0.061174    0.278047    0.026788    0.611453    0.768876    0.186963
    0.061174    0.283394    0.026788    0.621352    0.767350    0.158417
    0.061174    0.288741    0.026788    0.639691    0.757943    0.127742
    0.061174    0.294088    0.026788    0.674332    0.731704    0.099428
    0.061174    0.299435    0.026788    0.736908    0.669526    0.093279
    0.061174    0.304782    0.026788    0.818195    0.548666    0.171819
    0.061174    0.310129    0.026788    0.820886    0.445654    0.357126
    0.061174    0.315476    0.026788    0.740825    0.479675    0.470202
    0.061174    0.320823    0.026788    0.679197    0.555593    0.479592
    0.061174    0.326170    0.026788    0.646748    0.610264    0.457488
    0.061174    0.331517    0.026788   -0.520798   -0.000000    0.853680
  
    0.065543   -0.331517    0.028701    0.258353   -0.000000    0.966050
    0.065543   -0.326170    0.028701   -0.586570   -0.708493   -0.392394
    0.065543   -0.320823    0.028701   -0.580742   -0.724037   -0.372168
    0.065543   -0.315476    0.028701   -0.585193   -0.730891   -0.351209
    0.065543   -0.310129    0.028701   -0.626656   -0.704074   -0.334040
    0.065543   -0.304782    0.028701   -0.813320   -0.474700   -0.336407
    0.065543   -0.299435    0.028701   -0.439518    0.896859   -0.049674
    0.065543   -0.294088    0.028701    0.091583    0.991175    0.095839
    0.065543   -0.288741    0.028701    0.264780    0.958796    0.102970
    0.065543   -0.283394    0.028701    0.469962    0.878421    0.086674
    0.065543   -0.278047    0.028701    0.000046    0.000020    0.000001
    0.065543   -0.272700    0.028701    0.000028   -0.000035   -0.000005
    0.065543   -0.267353    0.028701    0.000015   -0.000058   -0.000007
    0.065543   -0.262006    0.028701    0.000006   -0.000066   -0.000008
    0.065543   -0.256659    0.028701   -0.000002   -0.000067   -0.000008
    0.065543   -0.251311    0.028701   -0.000007   -0.000065   -0.000009
    0.065543   -0.245964    0.028701   -0.000009   -0.000061   -0.000010
    0.065543   -0.240617    0.028701   -0.000009   -0.000057   -0.000009
    0.065543   -0.235270    0.028701   -0.000009   -0.000052   -0.000008
    0.065543   -0.229923    0.028701   -0.000010   -0.000046   -0.000006
    0.065543   -0.224576    0.028701   -0.000013   -0.000041   -0.000003
    0.065543   -0.219229    0.028701   -0.000019   -0.000037    0.000000
    0.065543   -0.213882    0.028701   -0.000032   -0.000043    0.000002
    0.065543   -0.208535    0.028701   -0.000057   -0.000069   -0.000006
    0.065543   -0.203188    0.028701   -0.534640   -0.815441   -0.221849
    0.065543   -0.197841    0.028701   -0.367938   -0.876318   -0.310947
    0.065543   -0.192494    0.028701   -0.192060   -0.911684   -0.363243
    0.065543   -0.187147    0.028701   -0.149303   -0.877102   -0.456509
    0.065543   -0.181800    0.028701   -0.172320   -0.919177   -0.354147
    0.065543   -0.176453    0.028701   -0.212920   -0.932195   -0.292708
    0.065543   -0.171106    0.028701   -0.329385   -0.879215   -0.344219
    0.065543   -0.165759    0.028701   -0.504243   -0.792568   -0.342893
    0.065543   -0.160412    0.028701   -0.520905   -0.851409   -0.061330
    0.065543   -0.155065    0.028701   -0.313103   -0.945516    0.089248
    0.065543   -0.149717    0.028701   -0.285470   -0.956112   -0.066005
    0.065543   -0.144370    0.028701   -0.000032   -0.000080   -0.000027
    0.065543   -0.139023    0.028701   -0.000039   -0.000066   -0.000048
    0.065543   -0.133676    0.028701   -0.000043   -0.000051   -0.000072
    0.065543   -0.128329    0.028701   -0.303473   -0.192776   -0.933135
    0.065543   -0.122982    0.028701    0.051758    0.387226   -0.920531
    0.065543   -0.117635    0.028701    0.076134    0.711443   -0.698608
    0.065543   -0.112288    0.028701   -0.245713    0.717793   -0.651458
    0.065543   -0.106941    0.028701   -0.504551    0.608543   -0.612457
    0.065543   -0.101594    0.028701   -0.603862    0.566537   -0.560702
    0.065543   -0.096247    0.028701   -0.633008    0.580186   -0.512529
    0.065543   -0.090900    0.028701   -0.658453    0.582351   -0.476767
    0.065543   -0.085553    0.028701   -0.695389    0.558912   -0.451720
    0.065543   -0.080206    0.028701   -0.738857    0.514584   -0.435079
    0.065543   -0.074859    0.028701   -0.796451    0.415437   -0.439407
    0.065543   -0.069512    0.028701   -0.000074    0.000005   -0.000042
    0.065543   -0.064165    0.028701   -0.000016   -0.000042   -0.000014
    0.065543   -0.058818    0.028701    0.000016   -0.000070    0.000000
    0.065543   -0.053471    0.028701    0.406444   -0.909036    0.091962
    0.065543   -0.048123    0.028701    0.507502   -0.852913    0.122398
    0.065543   -0.042776    0.028701    0.607670   -0.784002    0.126798
    0.065543   -0.037429    0.028701    0.000052   -0.000007    0.000084
    0.065543   -0.032082    0.028701   -0.001930   -0.662121    0.749394
    0.065543   -0.026735    0.028701    0.513144   -0.796698    0.319304
    0.065543   -0.021388    0.028701    0.566681   -0.776940    0.274293
    0.065543   -0.016041    0.028701    0.170409   -0.935410    0.309787
    0.065543   -0.010694    0.028701   -0.848777   -0.381281    0.366335
    0.065543   -0.005347    0.028701   -0.550440   -0.289356    0.783128
    0.065543    0.000000    0.028701   -0.412712    0.071235    0.908072
    0.065543    0.005347    0.028701   -0.812495    0.491562    0.313400
    0.065543    0.010694    0.028701   -0.875469    0.448579   -0.179806
    0.065543    0.016041    0.028701   -0.832157    0.482118   -0.274003
    0.065543    0.021388    0.028701   -0.747598    0.647021   -0.149872
    0.065543    0.026735    0.028701   -0.388566    0.914621    0.111740
    0.065543    0.032082    0.028701    0.948211   -0.191274    0.253596
    0.065543    0.037429    0.028701   -0.972928    0.211782   -0.092514
    0.065543    0.042776    0.028701   -0.967261    0.198590   -0.158012
    0.065543    0.048123    0.028701   -0.976995   -0.042693   -0.208945
    0.065543    0.053471    0.028701   -0.000074   -0.000034   -0.000019
    0.065543    0.058818    0.028701   -0.000069   -0.000065   -0.000019
    0.065543    0.064165    0.028701   -0.603467   -0.779536   -0.167782
    0.065543    0.069512    0.028701   -0.564091   -0.809565   -0.162502
    0.065543    0.074859    0.028701   -0.565174   -0.805793   -0.176851
    0.065543    0.080206    0.028701   -0.571812   -0.796330   -0.197205
    0.065543    0.085553    0.028701   -0.567876   -0.795189   -0.212583
    0.065543    0.090900    0.028701   -0.553961   -0.802925   -0.220087
    0.065543    0.096247    0.028701   -0.539059   -0.811760   -0.224634
    0.065543    0.101594    0.028701   -0.536957   -0.809033   -0.239045
    0.065543    0.106941    0.028701   -0.560323   -0.775844   -0.290007
    0.065543    0.112288    0.028701   -0.000051   -0.000059   -0.000035
    0.065543    0.117635    0.028701   -0.000062   -0.000054   -0.000057
    0.065543    0.122982    0.028701   -0.629765   -0.375990   -0.679726
    0.065543    0.128329    0.028701   -0.000043   -0.000022   -0.000051
    0.065543    0.133676    0.028701   -0.000019   -0.000021   -0.000026
    0.065543    0.139023    0.028701   -0.000006   -0.000029   -0.000014
    0.065543    0.144370    0.028701    0.000003   -0.000037   -0.000009
    0.065543    0.149717    0.028701    0.000009   -0.000043   -0.000008
    0.065543    0.155065    0.028701    0.000002   -0.000033   -0.000018
    0.065543    0.160412    0.028701   -0.588058    0.565038   -0.578723
    0.065543    0.165759    0.028701   -0.492276    0.786592   -0.372743
    0.065543    0.171106    0.028701   -0.394900    0.860935   -0.320695
    0.065543    0.176453    0.028701   -0.300197    0.899081   -0.318647
    0.065543    0.181800    0.028701   -0.282182    0.813065   -0.509213
    0.065543    0.187147    0.028701    0.960564   -0.277179    0.022091
    0.065543    0.192494    0.028701    0.882578   -0.375770    0.282584
    0.065543    0.197841    0.028701    0.816442   -0.500169    0.288537
    0.065543    0.203188    0.028701    0.000052   -0.000054    0.000017
    0.065543    0.208535    0.028701    0.000019   -0.000042    0.000003
    0.065543    0.213882    0.028701    0.000010   -0.000031   -0.000001
    0.065543    0.219229    0.028701    0.000010   -0.000020   -0.000001
    0.065543    0.224576    0.028701    0.000011   -0.000011    0.000001
    0.065543    0.229923    0.028701    0.000013   -0.000002    0.000003
    0.065543    0.235270    0.028701    0.000013    0.000006    0.000004
    0.065543    0.240617    0.028701    0.000013    0.000014    0.000004
    0.065543    0.245964    0.028701    0.000011    0.000023    0.000004
    0.065543    0.251311    0.028701    0.000012    0.000034    0.000004
    0.065543    0.256659    0.028701    0.000021    0.000046    0.000007
    0.065543    0.262006    0.028701    0.000041    0.000065    0.000014
    0.065543    0.267353    0.028701    0.564735    0.803887    0.186653
    0.065543    0.272700    0.028701    0.578701    0.798582    0.165445
    0.065543    0.278047    0.028701    0.590664    0.795716    0.133987
    0.065543    0.283394    0.028701    0.613983    0.783403    0.096461
    0.065543    0.288741    0.028701    0.664358    0.745377    0.055147
    0.065543    0.294088    0.028701    0.770941    0.636323    0.027258
    0.065543    0.299435    0.028701    0.924751    0.362357    0.116329
    0.065543    0.304782    0.028701    0.894933    0.189106    0.404146
    0.065543    0.310129    0.028701    0.750491    0.387784    0.535151
    0.065543    0.315476    0.028701    0.661426    0.550777    0.509077
    0.065543    0.320823    0.028701    0.622748    0.627540    0.467310
    0.065543    0.326170    0.028701    0.605292    0.665945    0.436050
    0.065543    0.331517    0.028701    0.258274   -0.000000    0.966072
  
    0.069913   -0.331517    0.030614    0.710808   -0.000000    0.703386
    0.069913   -0.326170    0.030614   -0.496226   -0.803011   -0.330051
    0.069913   -0.320823    0.030614   -0.481959   -0.822582   -0.301786
    0.069913   -0.315476    0.030614   -0.466841   -0.843868   -0.264473
    0.069913   -0.310129    0.030614   -0.459426   -0.861488   -0.216256
    0.069913   -0.304782    0.030614   -0.484434   -0.862252   -0.147802
    0.069913   -0.299435    0.030614   -0.689832   -0.721486    0.059920
    0.069913   -0.294088    0.030614    0.020751    0.933364    0.358332
    0.069913   -0.288741    0.030614    0.262885    0.934733    0.239094
    0.069913   -0.283394    0.030614    0.382432    0.899557    0.211052
    0.069913   -0.278047    0.030614    0.538275    0.815809    0.211460
    0.069913   -0.272700    0.030614    0.781433    0.581160    0.227188
    0.069913   -0.267353    0.030614    0.000054   -0.000003    0.000011
    0.069913   -0.262006    0.030614    0.000033   -0.000033    0.000004
    0.069913   -0.256659    0.030614    0.000018   -0.000046   -0.000000
    0.069913   -0.251311    0.030614    0.000007   -0.000050   -0.000003
    0.069913   -0.245964    0.030614    0.000001   -0.000050   -0.000005
    0.069913   -0.240617    0.030614   -0.000002   -0.000048   -0.000007
    0.069913   -0.235270    0.030614   -0.000005   -0.000044   -0.000007
    0.069913   -0.229923    0.030614   -0.000007   -0.000040   -0.000006
    0.069913   -0.224576    0.030614   -0.000011   -0.000035   -0.000004
    0.069913   -0.219229    0.030614   -0.000017   -0.000031   -0.000002
    0.069913   -0.213882    0.030614   -0.000029   -0.000034   -0.000001
    0.069913   -0.208535    0.030614   -0.000048   -0.000052   -0.000008
    0.069913   -0.203188    0.030614   -0.600532   -0.761185   -0.244865
    0.069913   -0.197841    0.030614   -0.472363   -0.810571   -0.346189
    0.069913   -0.192494    0.030614   -0.305335   -0.859521   -0.409871
    0.069913   -0.187147    0.030614   -0.201475   -0.844672   -0.495920
    0.069913   -0.181800    0.030614   -0.173955   -0.887116   -0.427510
    0.069913   -0.176453    0.030614   -0.151191   -0.961443   -0.229715
    0.069913   -0.171106    0.030614   -0.164226   -0.963815   -0.209979
    0.069913   -0.165759    0.030614   -0.249772   -0.925338   -0.285244
    0.069913   -0.160412    0.030614   -0.416141   -0.840451   -0.347086
    0.069913   -0.155065    0.030614   -0.539086   -0.812226   -0.222881
    0.069913   -0.149717    0.030614   -0.373870   -0.927292   -0.018711
    0.069913   -0.144370    0.030614   -0.000029   -0.000083   -0.000015
    0.069913   -0.139023    0.030614   -0.000034   -0.000065   -0.000036
    0.069913   -0.133676    0.030614   -0.000041   -0.000047   -0.000060
    0.069913   -0.128329    0.030614   -0.000036   -0.000017   -0.000084
    0.069913   -0.122982    0.030614   -0.077910    0.387484   -0.918578
    0.069913   -0.117635    0.030614   -0.006933    0.728350   -0.685170
    0.069913   -0.112288    0.030614   -0.267558    0.758594   -0.594095
    0.069913   -0.106941    0.030614   -0.485668    0.686312   -0.541389
    0.069913   -0.101594    0.030614   -0.580177    0.647310   -0.494352
    0.069913   -0.096247    0.030614   -0.630286    0.624413   -0.461355
    0.069913   -0.090900    0.030614   -0.674531    0.592328   -0.440631
    0.069913   -0.085553    0.030614   -0.721246    0.543105   -0.429933
    0.069913   -0.080206    0.030614   -0.779869    0.447036   -0.438136
    0.069913   -0.074859    0.030614   -0.000079    0.000015   -0.000044
    0.069913   -0.069512    0.030614   -0.000027   -0.000029   -0.000018
    0.069913   -0.064165    0.030614    0.000003   -0.000055   -0.000004
    0.069913   -0.058818    0.030614    0.000025   -0.000076    0.000005
    0.069913   -0.053471    0.030614    0.422694   -0.899179    0.113169
    0.069913   -0.048123    0.030614    0.501695   -0.855294    0.129514
    0.069913   -0.042776    0.030614    0.570446   -0.813256    0.114921
    0.069913   -0.037429    0.030614    0.638085   -0.767717    0.058814
    0.069913   -0.032082    0.030614   -0.745783    0.166552    0.645033
    0.069913   -0.026735    0.030614    0.632306   -0.762597    0.136505
    0.069913   -0.021388    0.030614    0.623221   -0.754873    0.204356
    0.069913   -0.016041    0.030614    0.452590   -0.840779    0.297074
    0.069913   -0.010694    0.030614   -0.652122   -0.604537    0.457463
    0.069913   -0.005347    0.030614   -0.811997   -0.116652    0.571886
    0.069913    0.000000    0.030614   -0.831151    0.289741    0.474593
    0.069913    0.005347    0.030614   -0.877247    0.479585    0.020890
    0.069913    0.010694    0.030614   -0.857969    0.468499   -0.210708
    0.069913    0.016041    0.030614   -0.816442    0.531655   -0.225312
    0.069913    0.021388    0.030614   -0.789287    0.601204   -0.124818
    0.069913    0.026735    0.030614   -0.810188    0.581942   -0.070284
    0.069913    0.032082    0.030614    0.728610   -0.545506    0.414188
    0.069913    0.037429    0.030614   -0.901420    0.425045   -0.082336
    0.069913    0.042776    0.030614   -0.929166    0.353650   -0.107621
    0.069913    0.048123    0.030614   -0.000088    0.000013   -0.000014
    0.069913    0.053471    0.030614   -0.000059   -0.000013   -0.000012
    0.069913    0.058818    0.030614   -0.000050   -0.000033   -0.000011
    0.069913    0.064165    0.030614   -0.000054   -0.000057   -0.000013
    0.069913    0.069512    0.030614   -0.598708   -0.786689   -0.150563
    0.069913    0.074859    0.030614   -0.576804   -0.801348   -0.158552
    0.069913    0.080206    0.030614   -0.578509   -0.796437   -0.176112
    0.069913    0.085553    0.030614   -0.579521   -0.791779   -0.192981
    0.069913    0.090900    0.030614   -0.571213   -0.795247   -0.203216
    0.069913    0.096247    0.030614   -0.555945   -0.805008   -0.207091
    0.069913    0.101594    0.030614   -0.541696   -0.813197   -0.212781
    0.069913    0.106941    0.030614   -0.540688   -0.804876   -0.244604
    0.069913    0.112288    0.030614   -0.564491   -0.747317   -0.350524
    0.069913    0.117635    0.030614   -0.599987   -0.604580   -0.523925
    0.069913    0.122982    0.030614   -0.000061   -0.000044   -0.000065
    0.069913    0.128329    0.030614   -0.000036   -0.000027   -0.000045
    0.069913    0.133676    0.030614   -0.000014   -0.000027   -0.000024
    0.069913    0.139023    0.030614   -0.000003   -0.000034   -0.000015
    0.069913    0.144370    0.030614   -0.000000   -0.000041   -0.000015
    0.069913    0.149717    0.030614   -0.000025   -0.000020   -0.000035
    0.069913    0.155065    0.030614   -0.576871    0.664374   -0.475212
    0.069913    0.160412    0.030614   -0.434360    0.832134   -0.344796
    0.069913    0.165759    0.030614   -0.304295    0.905664   -0.295259
    0.069913    0.171106    0.030614   -0.149944    0.944991   -0.290704
    0.069913    0.176453    0.030614   -0.000005    0.000070   -0.000044
    0.069913    0.181800    0.030614    0.000015   -0.000028   -0.000029
    0.069913    0.187147    0.030614    0.813596   -0.555717    0.170995
    0.069913    0.192494    0.030614    0.817546   -0.505640    0.275585
    0.069913    0.197841    0.030614    0.753177   -0.597641    0.274865
    0.069913    0.203188    0.030614    0.000036   -0.000048    0.000013
    0.069913    0.208535    0.030614    0.000011   -0.000037    0.000001
    0.069913    0.213882    0.030614    0.000005   -0.000027   -0.000002
    0.069913    0.219229    0.030614    0.000005   -0.000018   -0.000002
    0.069913    0.224576    0.030614    0.000006   -0.000010   -0.000000
    0.069913    0.229923    0.030614    0.000007   -0.000003    0.000001
    0.069913    0.235270    0.030614    0.000007    0.000003    0.000002
    0.069913    0.240617    0.030614    0.000007    0.000011    0.000002
    0.069913    0.245964    0.030614    0.000006    0.000019    0.000002
    0.069913    0.251311    0.030614    0.000007    0.000029    0.000001
    0.069913    0.256659    0.030614    0.000017    0.000042    0.000005
    0.069913    0.262006    0.030614    0.000035    0.000063    0.000010
    0.069913    0.267353    0.030614    0.532844    0.834110    0.142608
    0.069913    0.272700    0.030614    0.558178    0.821374    0.117398
    0.069913    0.278047    0.030614    0.594843    0.799770    0.080807
    0.069913    0.283394    0.030614    0.674491    0.737344    0.037227
    0.069913    0.288741    0.030614    0.848112    0.529816    0.000804
    0.069913    0.294088    0.030614    0.995903   -0.044720    0.078594
    0.069913    0.299435    0.030614    0.886068   -0.305985    0.348221
    0.069913    0.304782    0.030614    0.816210    0.132708    0.562307
    0.069913    0.310129    0.030614    0.670235    0.526536    0.523015
    0.069913    0.315476    0.030614    0.580124    0.679687    0.448867
    0.069913    0.320823    0.030614    0.538880    0.740216    0.402105
    0.069913    0.326170    0.030614    0.519559    0.768440    0.373575
    0.069913    0.331517    0.030614    0.710853   -0.000000    0.703340
  
    0.074282   -0.331517    0.032528    0.838301   -0.000000    0.545208
    0.074282   -0.326170    0.032528   -0.425997   -0.870764   -0.245552
    0.074282   -0.320823    0.032528   -0.407702   -0.886324   -0.219567
    0.074282   -0.315476    0.032528   -0.389266   -0.901782   -0.187779
    0.074282   -0.310129    0.032528   -0.373053   -0.915886   -0.148272
    0.074282   -0.304782    0.032528   -0.365480   -0.925782   -0.096705
    0.074282   -0.299435    0.032528   -0.381492   -0.924304   -0.011243
    0.074282   -0.294088    0.032528   -0.490580   -0.813692    0.311827
    0.074282   -0.288741    0.032528    0.116802    0.859089    0.498321
    0.074282   -0.283394    0.032528    0.298130    0.911431    0.283570
    0.074282   -0.278047    0.032528    0.405955    0.881839    0.239920
    0.074282   -0.272700    0.032528    0.541389    0.806524    0.237522
    0.074282   -0.267353    0.032528    0.726266    0.638552    0.254537
    0.074282   -0.262006    0.032528    0.000065    0.000019    0.000019
    0.074282   -0.256659    0.032528    0.000041   -0.000015    0.000009
    0.074282   -0.251311    0.032528    0.000023   -0.000030    0.000003
    0.074282   -0.245964    0.032528    0.000012   -0.000037   -0.000001
    0.074282   -0.240617    0.032528    0.000006   -0.000038   -0.000003
    0.074282   -0.235270    0.032528    0.000001   -0.000037   -0.000005
    0.074282   -0.229923    0.032528   -0.000003   -0.000033   -0.000005
    0.074282   -0.224576    0.032528   -0.000008   -0.000030   -0.000004
    0.074282   -0.219229    0.032528   -0.000014   -0.000027   -0.000003
    0.074282   -0.213882    0.032528   -0.000025   -0.000028   -0.000004
    0.074282   -0.208535    0.032528   -0.000041   -0.000040   -0.000010
    0.074282   -0.203188    0.032528   -0.000058   -0.000062   -0.000024
    0.074282   -0.197841    0.032528   -0.562250   -0.734567   -0.379851
    0.074282   -0.192494    0.032528   -0.432997   -0.777233   -0.456533
    0.074282   -0.187147    0.032528   -0.302438   -0.793973   -0.527388
    0.074282   -0.181800    0.032528   -0.227323   -0.834939   -0.501200
    0.074282   -0.176453    0.032528   -0.179044   -0.953750   -0.241463
    0.074282   -0.171106    0.032528   -0.133868   -0.987831   -0.079182
    0.074282   -0.165759    0.032528   -0.109220   -0.987614   -0.112648
    0.074282   -0.160412    0.032528   -0.161802   -0.961491   -0.222160
    0.074282   -0.155065    0.032528   -0.313140   -0.893987   -0.320515
    0.074282   -0.149717    0.032528   -0.515419   -0.794669   -0.320693
    0.074282   -0.144370    0.032528   -0.462560   -0.880512   -0.103617
    0.074282   -0.139023    0.032528   -0.000031   -0.000076   -0.000020
    0.074282   -0.133676    0.032528   -0.000036   -0.000050   -0.000045
    0.074282   -0.128329    0.032528   -0.000038   -0.000018   -0.000071
    0.074282   -0.122982    0.032528   -0.000021    0.000037   -0.000086
    0.074282   -0.117635    0.032528   -0.136024    0.736009   -0.663165
    0.074282   -0.112288    0.032528   -0.337754    0.769676   -0.541776
    0.074282   -0.106941    0.032528   -0.509773    0.708351   -0.488232
    0.074282   -0.101594    0.032528   -0.596012    0.660512   -0.456611
    0.074282   -0.096247    0.032528   -0.651833    0.618609   -0.438675
    0.074282   -0.090900    0.032528   -0.702447    0.565200   -0.432570
    0.074282   -0.085553    0.032528   -0.761456    0.471199   -0.445148
    0.074282   -0.080206    0.032528   -0.000079    0.000022   -0.000046
    0.074282   -0.074859    0.032528   -0.000033   -0.000020   -0.000021
    0.074282   -0.069512    0.032528   -0.000006   -0.000044   -0.000008
    0.074282   -0.064165    0.032528    0.000012   -0.000062    0.000001
    0.074282   -0.058818    0.032528    0.000028   -0.000079    0.000008
    0.074282   -0.053471    0.032528    0.419811   -0.896747    0.140014
    0.074282   -0.048123    0.032528    0.481332   -0.861483    0.161758
    0.074282   -0.042776    0.032528    0.520239   -0.835603    0.176407
    0.074282   -0.037429    0.032528    0.508959   -0.830138    0.227665
    0.074282   -0.032082    0.032528    0.158904   -0.805756    0.570532
    0.074282   -0.026735    0.032528    0.222689   -0.968650   -0.110124
    0.074282   -0.021388    0.032528    0.639433   -0.763003    0.094616
    0.074282   -0.016041    0.032528    0.557163   -0.791380    0.251570
    0.074282   -0.010694    0.032528   -0.000009   -0.000055    0.000037
    0.074282   -0.005347    0.032528   -0.000058   -0.000006    0.000036
    0.074282    0.000000    0.032528   -0.000080    0.000033    0.000017
    0.074282    0.005347    0.032528   -0.871699    0.480272   -0.097361
    0.074282    0.010694    0.032528   -0.842160    0.497982   -0.206834
    0.074282    0.016041    0.032528   -0.811244    0.556228   -0.180260
    0.074282    0.021388    0.032528   -0.836284    0.539904   -0.095569
    0.074282    0.026735    0.032528   -0.966695    0.244270    0.076377
    0.074282    0.032082    0.032528    0.940834   -0.022643    0.338111
    0.074282    0.037429    0.032528   -0.648006    0.760692    0.037888
    0.074282    0.042776    0.032528   -0.829893    0.556410   -0.041053
    0.074282    0.048123    0.032528   -0.000066    0.000024   -0.000006
    0.074282    0.053471    0.032528   -0.000045   -0.000000   -0.000005
    0.074282    0.058818    0.032528   -0.000037   -0.000016   -0.000005
    0.074282    0.064165    0.032528   -0.000036   -0.000031   -0.000005
    0.074282    0.069512    0.032528   -0.000042   -0.000049   -0.000008
    0.074282    0.074859    0.032528   -0.600684   -0.788928   -0.129510
    0.074282    0.080206    0.032528   -0.592356   -0.791102   -0.152549
    0.074282    0.085553    0.032528   -0.594086   -0.785170   -0.174844
    0.074282    0.090900    0.032528   -0.590953   -0.783885   -0.190523
    0.074282    0.096247    0.032528   -0.579838   -0.790145   -0.198642
    0.074282    0.101594    0.032528   -0.564281   -0.800040   -0.203771
    0.074282    0.106941    0.032528   -0.552209   -0.803521   -0.222303
    0.074282    0.112288    0.032528   -0.558435   -0.774703   -0.296623
    0.074282    0.117635    0.032528   -0.588398   -0.670288   -0.452219
    0.074282    0.122982    0.032528   -0.000059   -0.000055   -0.000058
    0.074282    0.128329    0.032528   -0.000031   -0.000038   -0.000039
    0.074282    0.133676    0.032528   -0.000010   -0.000038   -0.000022
    0.074282    0.139023    0.032528   -0.000008   -0.000044   -0.000021
    0.074282    0.144370    0.032528   -0.000067    0.000010   -0.000065
    0.074282    0.149717    0.032528   -0.514396    0.758850   -0.399429
    0.074282    0.155065    0.032528   -0.353569    0.884560   -0.304209
    0.074282    0.160412    0.032528   -0.191093    0.946032   -0.261739
    0.074282    0.165759    0.032528    0.092085    0.957601   -0.272985
    0.074282    0.171106    0.032528    0.000030    0.000015   -0.000022
    0.074282    0.176453    0.032528    0.000014   -0.000044   -0.000021
    0.074282    0.181800    0.032528    0.000041   -0.000081   -0.000008
    0.074282    0.187147    0.032528    0.744807   -0.635733    0.202747
    0.074282    0.192494    0.032528    0.764461   -0.587245    0.265974
    0.074282    0.197841    0.032528    0.000059   -0.000057    0.000022
    0.074282    0.203188    0.032528    0.000023   -0.000041    0.000009
    0.074282    0.208535    0.032528    0.000005   -0.000031   -0.000000
    0.074282    0.213882    0.032528    0.000001   -0.000024   -0.000003
    0.074282    0.219229    0.032528    0.000001   -0.000017   -0.000003
    0.074282    0.224576    0.032528    0.000002   -0.000011   -0.000002
    0.074282    0.229923    0.032528    0.000003   -0.000005   -0.000001
    0.074282    0.235270    0.032528    0.000002    0.000001   -0.000000
    0.074282    0.240617    0.032528    0.000001    0.000007   -0.000000
    0.074282    0.245964    0.032528    0.000000    0.000015   -0.000001
    0.074282    0.251311    0.032528    0.000002    0.000025   -0.000001
    0.074282    0.256659    0.032528    0.000011    0.000039    0.000002
    0.074282    0.262006    0.032528    0.000028    0.000060    0.000006
    0.074282    0.267353    0.032528    0.495994    0.863241    0.093830
    0.074282    0.272700    0.032528    0.564882    0.822085    0.071307
    0.074282    0.278047    0.032528    0.693448    0.719253    0.042495
    0.074282    0.283394    0.032528    0.933494    0.356869    0.035120
    0.074282    0.288741    0.032528    0.922610   -0.365351    0.123731
    0.074282    0.294088    0.032528    0.775038   -0.559402    0.293913
    0.074282    0.299435    0.032528    0.834054   -0.224914    0.503753
    0.074282    0.304782    0.032528    0.776866    0.326359    0.538488
    0.074282    0.310129    0.032528    0.642882    0.620622    0.448922
    0.074282    0.315476    0.032528    0.554496    0.742944    0.374925
    0.074282    0.320823    0.032528    0.501767    0.801096    0.326306
    0.074282    0.326170    0.032528    0.468402    0.833328    0.293537
    0.074282    0.331517    0.032528    0.838302   -0.000000    0.545206
  
    0.078652   -0.331517    0.034441    0.875599   -0.000000    0.483039
    0.078652   -0.326170    0.034441   -0.424569   -0.878439   -0.219286
    0.078652   -0.320823    0.034441   -0.397778   -0.896923   -0.193139
    0.078652   -0.315476    0.034441   -0.370812   -0.914191   -0.163565
    0.078652   -0.310129    0.034441   -0.345465   -0.929465   -0.129421
    0.078652   -0.304782    0.034441   -0.325534   -0.941315   -0.089180
    0.078652   -0.299435    0.034441   -0.316811   -0.947768   -0.036953
    0.078652   -0.294088    0.034441   -0.329848   -0.942473    0.054265
    0.078652   -0.288741    0.034441   -0.399066   -0.821282    0.407729
    0.078652   -0.283394    0.034441    0.145098    0.821906    0.550833
    0.078652   -0.278047    0.034441    0.308939    0.902460    0.300203
    0.078652   -0.272700    0.034441    0.413559    0.875436    0.250161
    0.078652   -0.267353    0.034441    0.538217    0.806185    0.245740
    0.078652   -0.262006    0.034441    0.693829    0.671243    0.260834
    0.078652   -0.256659    0.034441    0.000069    0.000033    0.000022
    0.078652   -0.251311    0.034441    0.000043   -0.000002    0.000012
    0.078652   -0.245964    0.034441    0.000026   -0.000019    0.000005
    0.078652   -0.240617    0.034441    0.000015   -0.000026    0.000000
    0.078652   -0.235270    0.034441    0.000007   -0.000028   -0.000002
    0.078652   -0.229923    0.034441    0.000001   -0.000027   -0.000004
    0.078652   -0.224576    0.034441   -0.000005   -0.000024   -0.000004
    0.078652   -0.219229    0.034441   -0.000012   -0.000022   -0.000004
