# local minimal position and the related energy gap
#        kx            ky            kz           gap             E            k1            k2            k3
   -0.21733425    0.24245120   -0.13151814    0.00000002    5.43658153   -0.40111592    0.36566905   -0.07759128
   -0.24042183    0.22903985    0.07990128    0.00000002    5.61402946   -0.44372677    0.34544182    0.39529640
   -0.24083047    0.18555822    0.11669757    0.00000002    5.62264978   -0.44448096    0.27986208    0.47422559
   -0.23466011    0.23351274    0.07955940    0.00000002    5.62180488   -0.43309283    0.35218791    0.38918082
   -0.22715771    0.23757573    0.08113227    0.00000002    5.64000380   -0.41924627    0.35831578    0.38552545
   -0.18362289    0.15537527    0.11766796    0.00000003    5.80694046   -0.33889765    0.23433965    0.42282205
    0.26238355    0.22778464    0.13450975    0.00000003    5.46293405    0.48425971    0.34354870    0.04186731
   -0.26005819    0.22661340   -0.12434013    0.00000002    5.46519783   -0.47996798    0.34178220   -0.02233239
   -0.25263332    0.22851194   -0.12619171    0.00000002    5.46201335   -0.46626452    0.34464562   -0.03322527
   -0.21150509    0.24555719   -0.13274665    0.00000003    5.43228135   -0.39035753    0.37035355   -0.08566253
   -0.21487618    0.24373143   -0.13203459    0.00000002    5.43455594   -0.39657927    0.36759991   -0.08099140
   -0.19349924    0.25676235   -0.13736896    0.00000002    5.43318349   -0.35712560    0.38725336   -0.11236058
   -0.18107761    0.26801818   -0.14196143    0.00000002    5.45019111   -0.33420004    0.40422960   -0.13377506
   -0.21290989    0.23946389    0.08939185    0.00000002    5.69471498   -0.39295025    0.36116354    0.38983858
   -0.19462616    0.22928048    0.11017758    0.00000002    5.79025615   -0.35920547    0.34580474    0.41711806
   -0.20631716    0.23789069    0.09502009    0.00000002    5.72695454   -0.38078259    0.35879080    0.39569031
   -0.19502709    0.23009202    0.10896650    0.00000002    5.78819562   -0.35994544    0.34702873    0.41490760
   -0.21276397   -0.11425224    0.12817326    0.00000004    5.86773642   -0.39268093   -0.17231718    0.47248690
   -0.19517408   -0.28667821   -0.22152182    0.00000002    5.67198668   -0.36021673   -0.43237298   -0.29043192
   -0.17664097   -0.29309243   -0.19898889    0.00000001    5.65415368   -0.32601170   -0.44204701   -0.25965589
   -0.18097132   -0.29167305   -0.20521905    0.00000002    5.66256894   -0.33400386   -0.43990628   -0.26890730
   -0.15236451   -0.30503659   -0.11601741    0.00000003    5.60056824   -0.28120662   -0.46006140   -0.10523331
   -0.15162259   -0.30839241   -0.07508670    0.00000002    5.59318697   -0.27983733   -0.46512270   -0.01855408
   -0.15164830   -0.30833786   -0.07353688    0.00000003    5.59320402   -0.27988477   -0.46504043   -0.01522175
   -0.15179488   -0.30791497   -0.06743183    0.00000001    5.59367096   -0.28015531   -0.46440263   -0.00205258
   -0.15156350   -0.30773553   -0.09224418    0.00000002    5.59542203   -0.27972827   -0.46413199   -0.05523454
   -0.15154646   -0.30824198   -0.08540625    0.00000003    5.59405699   -0.27969681   -0.46489582   -0.04065389
   -0.15155541   -0.30787112   -0.09070263    0.00000002    5.59507443   -0.27971333   -0.46433649   -0.05195143
   -0.15213284   -0.29392122   -0.01715414    0.00000002    5.63195722   -0.28077906   -0.44329702    0.10558862
   -0.18570628   -0.22422544    0.12956223    0.00000001    5.74328113   -0.34274279   -0.33818064    0.45015960
   -0.19646321   -0.28615913   -0.22282340    0.00000003    5.67129155   -0.36259596   -0.43159010   -0.29200532
   -0.18269792   -0.29110631   -0.20748337    0.00000002    5.66527123   -0.33719050   -0.43905152   -0.27212688
   -0.17135822   -0.29487738   -0.18993939    0.00000002    5.64124048   -0.31626174   -0.44473911   -0.24527645
   -0.15176657   -0.30641572   -0.10444367    0.00000002    5.59840313   -0.28010307   -0.46214143   -0.08108637
   -0.15156978   -0.30843050   -0.07977036    0.00000003    5.59337656   -0.27973986   -0.46518015   -0.02860143
   -0.15157737   -0.30843765   -0.07886016    0.00000002    5.59331189   -0.27975386   -0.46519094   -0.02665138
   -0.15160441   -0.30729138   -0.09671186    0.00000002    5.59650647   -0.27980377   -0.46346211   -0.06473323
   -0.15183997   -0.30776802   -0.06600085    0.00000002    5.59387525   -0.28023853   -0.46418098    0.00104422
   -0.15281198   -0.30327425   -0.04348490    0.00000002    5.60278083   -0.28203248   -0.45740341    0.05001648
   -0.14833260   -0.28410637    0.00312561    0.00000003    5.66999594   -0.27376526   -0.42849409    0.14532649
   -0.18409945   -0.22439927    0.12946953    0.00000002    5.74766485   -0.33977719   -0.33844282    0.44845973
   -0.17450983   -0.22456585    0.12833205    0.00000002    5.77131375   -0.32207843   -0.33869405    0.43706768
   -0.16118211   -0.22261509    0.12449922    0.00000002    5.79764757   -0.29748054   -0.33575189    0.41642779
   -0.14041261   -0.21490353    0.10199598    0.00000002    5.88124798   -0.25914799   -0.32412118    0.34897690
   -0.15972201    0.29859911   -0.11841898    0.00000003    5.56831035   -0.29478575    0.45035228   -0.10348239
   -0.15193705    0.30808873   -0.07385741    0.00000001    5.59394253   -0.28041770    0.46466469   -0.01563604
   -0.15163629   -0.30836479   -0.07422768    0.00000002    5.59319144   -0.27986262   -0.46508106   -0.01670758
   -0.15292566   -0.30220349   -0.03982847    0.00000003    5.60546933   -0.28224229   -0.45578848    0.05792794
   -0.15226577   -0.30520099   -0.11464047    0.00000003    5.60036611   -0.28102439   -0.46030936   -0.10238632
   -0.15286046   -0.29775151   -0.02676278    0.00000001    5.61862035   -0.28212196   -0.44907391    0.08575767
   -0.19121705   -0.18030703    0.06473870    0.00000003    5.99374324   -0.35291356   -0.27194215    0.31693527
   -0.18889352   -0.17641482    0.06308590    0.00000002    5.98368281   -0.34862522   -0.26607186    0.31123519
   -0.17553904   -0.22461613    0.12850634    0.00000003    5.76899965   -0.32397794   -0.33876989    0.43840178
   -0.20969282   -0.10400861    0.12968874    0.00000004    5.89319248   -0.38701277   -0.15686757    0.47285116
   -0.21207305   -0.11222057    0.12851825    0.00000004    5.87316461   -0.39140576   -0.16925299    0.47257751
   -0.11198422   -0.14430618    0.05454540    0.00000002    6.25898827   -0.20668005   -0.21764504    0.22111296
   -0.15140492    0.30644684   -0.06025491    0.00000002    5.59758096   -0.27943558    0.46218837    0.01290313
   -0.15154612   -0.30815685   -0.08685763    0.00000003    5.59430392   -0.27969619   -0.46476744   -0.04375240
   -0.15276775   -0.30360000   -0.04465868    0.00000001    5.60200295   -0.28195085   -0.45789472    0.04746953
   -0.15179198   -0.30632283   -0.10523100    0.00000002    5.59858263   -0.28014996   -0.46200133   -0.08274329
   -0.18362066   -0.16191875    0.05771336    0.00000002    5.95053290   -0.33889353   -0.24420863    0.29483787
   -0.18551780   -0.16849706    0.06004069    0.00000002    5.96455476   -0.34239491   -0.25413015    0.30157925
   -0.18057828   -0.14088562    0.05115868    0.00000002    5.91447737   -0.33327846   -0.21248610    0.27800204
   -0.16018735   -0.22237872    0.12405357    0.00000003    5.79955037   -0.29564460   -0.33539538    0.41454664
   -0.19321237   -0.04065878    0.11198822    0.00000004    5.96275954   -0.35659615   -0.06132226    0.41966158
   -0.19481426   -0.04089395    0.11496924    0.00000004    5.96344862   -0.35955264   -0.06167695    0.42752240
   -0.19522909   -0.04105975    0.11568056    0.00000004    5.96387753   -0.36031825   -0.06192702    0.42942857
   -0.19148247    0.00020090   -0.19973543    0.00000002    5.86176804   -0.35340342    0.00030300   -0.24737635
   -0.18026460   -0.00012865   -0.15722215    0.00000003    5.79762052   -0.33269952   -0.00019404   -0.16711132
   -0.18267650   -0.00001673   -0.16898048    0.00000003    5.80567618   -0.33715097   -0.00002523   -0.18995670
   -0.18094308   -0.00009287   -0.16085558    0.00000001    5.79920211   -0.33395174   -0.00014006   -0.17423320
   -0.18570449   -0.00005219    0.02628611    0.00000002    5.89703705   -0.34273948   -0.00007872    0.22969955
   -0.18966435   -0.04252421    0.10334664    0.00000004    5.96784851   -0.35004787   -0.06413575    0.39789832
   -0.17719509   -0.09083526    0.04526899    0.00000003    5.83706463   -0.32703437   -0.13699930    0.26226718
   -0.17687753   -0.06173807    0.06253936    0.00000002    5.87596176   -0.32644828   -0.09311442    0.29883652
   -0.20331248   -0.05687225    0.12763217    0.00000004    5.97007871   -0.37523709   -0.08577570    0.46249706
   -0.18872641   -0.04351279    0.10049374    0.00000004    5.96978515   -0.34831679   -0.06562673    0.39093163
   -0.19870173   -0.04423148    0.12103557    0.00000004    5.96951582   -0.36672743   -0.06671068    0.44410572
   -0.19309550    0.00022593   -0.20449782    0.00000003    5.87411950   -0.35638047    0.00034075   -0.25603459
   -0.17917607   -0.00019543   -0.15052592    0.00000002    5.79687561   -0.33069051   -0.00029475   -0.15383473
   -0.18085032   -0.00009753   -0.16037749    0.00000002    5.79894686   -0.33378053   -0.00014710   -0.17329936
   -0.17857616   -0.00023827   -0.14613512    0.00000002    5.79788836   -0.32958331   -0.00035937   -0.14502265
   -0.17752575   -0.00032623   -0.13606267    0.00000002    5.80431243   -0.32764466   -0.00049202   -0.12450338
   -0.19024706   -0.00005202    0.04633578    0.00000002    5.89416041   -0.35112333   -0.00007846    0.27674476
   -0.19455167   -0.00004607    0.05432457    0.00000002    5.90045775   -0.35906800   -0.00006949    0.29782179
   -0.17686360   -0.06178595    0.06247845    0.00000003    5.87569803   -0.32642258   -0.09318663    0.29869349
   -0.18168416   -0.05230968    0.07829015    0.00000003    5.94009708   -0.33531949   -0.07889435    0.33695197
   -0.19256411   -0.04075084    0.11064936    0.00000004    5.96300685   -0.35539972   -0.06146111    0.41619763
   -0.19965789    0.00030790   -0.22241570    0.00000002    5.92752819   -0.36849212    0.00046437   -0.28814879
   -0.19143917    0.00020019   -0.19960523    0.00000002    5.86144232   -0.35332351    0.00030193   -0.24713890
   -0.18353409    0.00001463   -0.17257602    0.00000002    5.80978358   -0.33873376    0.00002207   -0.19683028
   -0.17953917   -0.00017171   -0.15290815    0.00000001    5.79681924   -0.33136065   -0.00025898   -0.15858054
   -0.17655804   -0.00042568   -0.11379889    0.00000003    5.83210400   -0.32585864   -0.00064202   -0.07788257
   -0.17931052   -0.00031638   -0.05854924    0.00000003    5.89334422   -0.33093866   -0.00047717    0.04262899
   -0.18167287   -0.00022061   -0.03299797    0.00000002    5.90284166   -0.33529865   -0.00033272    0.09938023
   -0.18618509   -0.00005161    0.02999667    0.00000002    5.89584699   -0.34362649   -0.00007784    0.23806955
   -0.18358469   -0.00011019   -0.00564795    0.00000002    5.90457053   -0.33882715   -0.00016619    0.15955002
   -0.18384687   -0.04948900    0.08479916    0.00000003    5.95821044   -0.33931103   -0.07464016    0.35286803
   -0.19429433   -0.04074672    0.11404581    0.00000004    5.96304329   -0.35859305   -0.06145490    0.42506518
   -0.17871496    0.12149320    0.09187486    0.00000002    5.79474887   -0.32983948    0.18323812    0.36317509
   -0.18025575    0.13653809    0.11010072    0.00000002    5.82947006   -0.33268319    0.20592908    0.40352119
   -0.18595850    0.00008746   -0.18178086    0.00000001    5.82350014   -0.34320828    0.00013191   -0.21421317
   -0.17829938   -0.00025975   -0.14385401    0.00000002    5.79886384   -0.32907248   -0.00039175   -0.14041200
   -0.17669222   -0.00042318   -0.09934271    0.00000002    5.85294100   -0.32610627   -0.00063825   -0.04689826
   -0.17741429   -0.00038885   -0.08284286    0.00000002    5.87349920   -0.32743895   -0.00058648   -0.01100189
   -0.18068955   -0.00026386   -0.04385138    0.00000002    5.89990723   -0.33348382   -0.00039796    0.07529283
   -0.18426126   -0.00007346    0.00731784    0.00000002    5.90260294   -0.34007583   -0.00011080    0.18785987
   -0.19086918   -0.04152257    0.10666799    0.00000004    5.96523879   -0.35227152   -0.06262505    0.40611445
   -0.19313147   -0.04066425    0.11182589    0.00000004    5.96277234   -0.35644685   -0.06133052    0.41923945
   -0.23772984    0.18852684    0.12091345    0.00000003    5.60914019   -0.43875838    0.28433941    0.48032669
   -0.17951528    0.17080753    0.11737268    0.00000002    5.79446354   -0.33131656    0.25761484    0.41835211
   -0.17900609    0.12972544    0.10376446    0.00000003    5.82380618   -0.33037680    0.19565413    0.38882737
   -0.18155033    0.14330808    0.11406446    0.00000003    5.82495069   -0.33507249    0.21613970    0.41319250
   -0.17679188   -0.00039904   -0.12381826    0.00000003    5.81809644   -0.32629021   -0.00060185   -0.09905184
   -0.17691318   -0.00038629   -0.12662756    0.00000002    5.81450397   -0.32651409   -0.00058261   -0.10493532
   -0.18907290   -0.04313068    0.10157094    0.00000004    5.96912859   -0.34895627   -0.06505043    0.39355496
   -0.18742369    0.11016430    0.06770532    0.00000002    5.73294477   -0.34591246    0.16615168    0.31972210
   -0.18665415    0.11047238    0.06885402    0.00000002    5.73459627   -0.34449220    0.16661633    0.32145484
   -0.18006738    0.11714941    0.08406290    0.00000003    5.77157927   -0.33233554    0.17668674    0.34776348
   -0.17858591    0.12632715    0.09942032    0.00000003    5.81494857   -0.32960130    0.19052877    0.37916139
   -0.17133017    0.17619667    0.11395346    0.00000002    5.79312604   -0.31620999    0.26574284    0.40340223
   -0.24093795    0.23230867   -0.12778125    0.00000002    5.45623599   -0.44467933    0.35037190   -0.04755067
   -0.19947775    0.25270334   -0.13553998    0.00000003    5.43042526   -0.36815965    0.38113150   -0.10286792
   -0.19367829    0.25663300   -0.13730786    0.00000002    5.43306620   -0.35745607    0.38705829   -0.11206279
   -0.16811332    0.28676407   -0.13615598    0.00000003    5.51745658   -0.31027291    0.43250247   -0.13350087
   -0.17850453    0.12409981    0.09612403    0.00000003    5.80665165   -0.32945111    0.18716945    0.37204890
   -0.17889726    0.12901045    0.10292092    0.00000002    5.82232289   -0.33017593    0.19457577    0.38692497
   -0.18161410    0.14364737    0.11421830    0.00000002    5.82456313   -0.33519019    0.21665142    0.41358051
   -0.17592169    0.17334761    0.11614777    0.00000003    5.79509302   -0.32468417    0.26144584    0.41237825
   -0.19431876    0.22743119    0.11298543    0.00000002    5.79076096   -0.35863814    0.34301560    0.42282449
   -0.15294589    0.20427502    0.09919141    0.00000003    5.83275843   -0.28227964    0.30809107    0.35470565
   -0.20035217    0.25214583   -0.13530584    0.00000002    5.43021954   -0.36977350    0.38029066   -0.10155073
   -0.19596403    0.25502899   -0.13656318    0.00000002    5.43176065   -0.36167467    0.38463909   -0.10833656
   -0.18561329    0.26323488   -0.14036948    0.00000003    5.44116368   -0.34257116    0.39701534   -0.12613707
   -0.18880033    0.26040362   -0.13910450    0.00000002    5.43715782   -0.34845322    0.39274519   -0.12045766
   -0.15692684    0.30253583   -0.10820273    0.00000002    5.58058833   -0.28962695    0.45628972   -0.08428705
   -0.15138633    0.30594052   -0.05778397    0.00000003    5.59833856   -0.27940128    0.46142473    0.01816034
   -0.19676719    0.22390922    0.11883155    0.00000001    5.76688154   -0.36315700    0.33770372    0.43759258
   -0.19849427    0.23374297    0.10330274    0.00000002    5.76893143   -0.36634453    0.35253515    0.40605840
   -0.19521042    0.23038996    0.10852152    0.00000003    5.78720778   -0.36028379    0.34747808    0.41412908
   -0.15080109    0.20952188    0.09864077    0.00000002    5.85666713   -0.27832115    0.31600448    0.35152536
   -0.13363542    0.21654229    0.08272772    0.00000002    5.95551474   -0.24663988    0.32659278    0.30151090
   -0.18375063    0.26507599   -0.14108495    0.00000003    5.44426653   -0.33913340    0.39979214   -0.12940547
   -0.18016745    0.26911071   -0.14218569    0.00000002    5.45272620   -0.33252022    0.40587738   -0.13510455
   -0.17766869    0.27236011   -0.14248059    0.00000002    5.46141369   -0.32790846    0.41077817   -0.13806978
   -0.16973139    0.28430728   -0.13819202    0.00000003    5.50650676   -0.31325925    0.42879710   -0.13633461
   -0.16308522    0.29399340   -0.12720695    0.00000003    5.54985044   -0.30099295    0.44340587   -0.11909785
   -0.15151638    0.30731476   -0.06546936    0.00000002    5.59609190   -0.27964130    0.46349738    0.00187629
   -0.15163937    0.29156386   -0.01897330    0.00000002    5.61679739   -0.27986829    0.43974159    0.10124406
   -0.14292219    0.26036221    0.03233823    0.00000003    5.72419494   -0.26377971    0.39268274    0.20262780
   -0.15528035    0.19856063    0.10071928    0.00000002    5.81042189   -0.28658816    0.29947253    0.36014927
   -0.15520263    0.19874370    0.10065934    0.00000002    5.81105085   -0.28644471    0.29974865    0.35994867
   -0.15360142   -0.22048288    0.12017064    0.00000002    5.81394559   -0.28348949   -0.33253605    0.40010173
   -0.16168873   -0.29866638   -0.16614241    0.00000003    5.61493317   -0.29841557   -0.45045374   -0.20351680
   -0.16250181   -0.29830084   -0.16868855    0.00000002    5.61697748   -0.29991620   -0.44990243   -0.20819190
   -0.15311695   -0.30406270   -0.12417032    0.00000002    5.60153601   -0.28259534   -0.45859256   -0.12193360
   -0.15178559   -0.30634559   -0.10503839    0.00000003    5.59853907   -0.28013816   -0.46203566   -0.08233809
   -0.15154757   -0.30807086   -0.08813824    0.00000002    5.59454305   -0.27969886   -0.46463774   -0.04648470
   -0.15164295   -0.30835013   -0.07383836    0.00000002    5.59319756   -0.27987489   -0.46505894   -0.01587030
   -0.15159019   -0.30843595   -0.07757324    0.00000002    5.59324314   -0.27977752   -0.46518837   -0.02389227
   -0.15144125   -0.29162691   -0.01189585    0.00000002    5.64053258   -0.27950264   -0.43983669    0.11616675
   -0.15112206   -0.29071376   -0.00989539    0.00000002    5.64402596   -0.27891354   -0.43845947    0.12013868
   -0.13829590   -0.25957746    0.03537016    0.00000002    5.77866138   -0.25524136   -0.39149917    0.20477549
   -0.13235417   -0.23499110    0.05646509    0.00000002    5.91837569   -0.24427519   -0.35441760    0.24425172
   -0.14475974   -0.21688749    0.11049721    0.00000002    5.84847349   -0.26717113   -0.32711342    0.37118753
   -0.14306316   -0.21608105    0.10759494    0.00000002    5.85948150   -0.26403989   -0.32589714    0.36340633
   -0.15829671   -0.30035753   -0.15380010    0.00000001    5.60760144   -0.29215521   -0.45300436   -0.18034100
   -0.15168463   -0.30677408   -0.10136717    0.00000002    5.59766929   -0.27995183   -0.46268192   -0.07459569
   -0.15155617   -0.30785684   -0.09087100    0.00000002    5.59511146   -0.27971473   -0.46431495   -0.05231013
   -0.15254303   -0.30492575   -0.04983300    0.00000002    5.59903653   -0.28153611   -0.45989423    0.03621411
   -0.15235223   -0.30582308   -0.05384597    0.00000002    5.59721684   -0.28118396   -0.46124759    0.02746947
   -0.14367684   -0.27388449    0.01897401    0.00000002    5.71181255   -0.26517252   -0.41307728    0.17480529
   -0.13966993   -0.26364046    0.03120681    0.00000002    5.75830642   -0.25777728   -0.39762705    0.19717256
   -0.13516665   -0.24882319    0.04511919    0.00000003    5.83795563   -0.24946595   -0.37527939    0.22266118
   -0.13191311   -0.23010503    0.06088034    0.00000003    5.94217201   -0.24346116   -0.34704835    0.25326445
   -0.14257530   -0.21585080    0.10666937    0.00000003    5.86304361   -0.26313949   -0.32554986    0.36097452
   -0.14414214   -0.21659466    0.10949445    0.00000002    5.85224586   -0.26603128   -0.32667178    0.36846970
   -0.15298548   -0.29938307   -0.03124889    0.00000002    5.61345898   -0.28235269   -0.45153467    0.07629825
   -0.12760265    0.23174893    0.06261703    0.00000002    6.00499508   -0.23550569    0.34952770    0.25294245
   -0.15298265   -0.29931642   -0.03105992    0.00000002    5.61366260   -0.28234747   -0.45143414    0.07669899
   -0.15193340   -0.29319830   -0.01546047    0.00000003    5.63462273   -0.28041097   -0.44220669    0.10901758
   -0.14187692   -0.26953574    0.02451883    0.00000002    5.73078598   -0.26185054   -0.40651842    0.18495906
   -0.11324332   -0.23817841    0.02675924    0.00000002    6.05219460   -0.20900386   -0.35922475    0.16297619
   -0.11536098   -0.21597077    0.03959028    0.00000001    6.15718360   -0.21291226   -0.32573081    0.19234546
   -0.13303879   -0.21911086    0.07523183    0.00000002    5.96190823   -0.24553873   -0.33046675    0.28495210
   -0.14626861   -0.21758793    0.11271720    0.00000003    5.84025621   -0.26995592   -0.32816984    0.37733686
   -0.14705355   -0.21794040    0.11375641    0.00000002    5.83647767   -0.27140462   -0.32870143    0.38028893
   -0.19112406   -0.04135723    0.10731657    0.00000004    5.96476656   -0.35274193   -0.06237568    0.40773718
   -0.17662507   -0.00041738   -0.11822942    0.00000003    5.82574267   -0.32598234   -0.00062950   -0.08727754
   -0.11238619   -0.18546101    0.04594946    0.00000002    6.27405515   -0.20742193   -0.27971546    0.20313938
   -0.11402256   -0.23531716    0.02941571    0.00000002    6.06785848   -0.21044204   -0.35490936    0.16937521
   -0.11557204   -0.21998597    0.03847273    0.00000002    6.13993101   -0.21330180   -0.33178661    0.19015717
   -0.11386128   -0.20182280    0.04223082    0.00000002    6.21630796   -0.21014438   -0.30439260    0.19658024
   -0.14202523   -0.21559540    0.10557206    0.00000001    5.86729148   -0.26212426   -0.32516467    0.35811798
   -0.13220254   -0.22290755    0.06912089    0.00000002    5.96290967   -0.24399533   -0.33619299    0.27112569
   -0.19234777   -0.04080630    0.11018201    0.00000004    5.96316472   -0.35500043   -0.06154476    0.41499778
   -0.17688317   -0.00038941   -0.12598620    0.00000002    5.81530597   -0.32645870   -0.00058732   -0.10359429
   -0.17662572   -0.00042651   -0.10221042    0.00000002    5.84891756   -0.32598355   -0.00064327   -0.05308197
   -0.17656159   -0.00042518   -0.11417231    0.00000002    5.83156183   -0.32586518   -0.00064126   -0.07867638
   -0.18009904   -0.00013801   -0.15628192    0.00000002    5.79734618   -0.33239397   -0.00020815   -0.16525902
   -0.24065814    0.00007564    0.07058196    0.00000002    6.06977440   -0.44416291    0.00011409    0.37562382
   -0.10723842   -0.07241910    0.06166442    0.00000003    6.01610617   -0.19792111   -0.10922372    0.23187344
   -0.11152325   -0.10748328    0.05980212    0.00000001    6.13941800   -0.20582928   -0.16210813    0.23190334
   -0.19539522   -0.04113820    0.11595969    0.00000004    5.96407276   -0.36062487   -0.06204534    0.43017972
   -0.19450668   -0.04079870    0.11442752    0.00000004    5.96318983   -0.35898497   -0.06153329    0.42607851
   -0.17720211   -0.00035710   -0.13171262    0.00000002    5.80859824   -0.32704734   -0.00053859   -0.11552008
   -0.17746125   -0.00033223   -0.13526995    0.00000002    5.80503351   -0.32752561   -0.00050108   -0.12287150
   -0.17691692   -0.00038590   -0.12670543    0.00000002    5.81440736   -0.32652099   -0.00058202   -0.10509806
   -0.17715668   -0.00036159   -0.13101098    0.00000003    5.80936042   -0.32696350   -0.00054535   -0.11406477
   -0.17791175   -0.00029182   -0.14027457    0.00000001    5.80097914   -0.32835705   -0.00044012   -0.13313350
   -0.19214303   -0.04087033    0.10972954    0.00000004    5.96334950   -0.35462256   -0.06164133    0.41384051
   -0.19182414   -0.04099256    0.10900407    0.00000004    5.96370556   -0.35403402   -0.06182567    0.41199382
   -0.19046410   -0.04182010    0.10559825    0.00000004    5.96606479   -0.35152390   -0.06307379    0.40345229
   -0.19410070   -0.04070918    0.11369188    0.00000004    5.96293397   -0.35823567   -0.06139828    0.42412866
   -0.18993215   -0.04227225    0.10412079    0.00000004    5.96724238   -0.35054213   -0.06375574    0.39980118
   -0.19365262    0.00023401   -0.20610532    0.00000003    5.87847558   -0.35740870    0.00035293   -0.25894528
   -0.17761200   -0.00031832   -0.13707708    0.00000002    5.80343148   -0.32780384   -0.00048009   -0.12658817
   -0.17767653   -0.00031248   -0.13780552    0.00000002    5.80282864   -0.32792293   -0.00047129   -0.12808282
   -0.17670914   -0.00040797   -0.12143936    0.00000002    5.82128213   -0.32613750   -0.00061531   -0.09405107
   -0.17655231   -0.00042937   -0.10766149    0.00000002    5.84106249   -0.32584805   -0.00064758   -0.06478672
   -0.17920873   -0.00019323   -0.15074757    0.00000001    5.79685553   -0.33075079   -0.00029144   -0.15427733
   -0.17796628   -0.00036623   -0.07460508    0.00000002    5.88165916   -0.32845770   -0.00055236    0.00709886
   -0.19039357   -0.00005193    0.04669636    0.00000003    5.89427581   -0.35139373   -0.00007832    0.27765143
   -0.19226265   -0.04083155    0.10999514    0.00000004    5.96323736   -0.35484334   -0.06158285    0.41451931
   -0.18876735   -0.04346676    0.10062227    0.00000004    5.96971281   -0.34839235   -0.06555731    0.39124428
   -0.19956958   -0.04561208    0.12227485    0.00000004    5.97095959   -0.36832913   -0.06879292    0.44756237
   -0.19625901   -0.04165825    0.11736471    0.00000004    5.96526936   -0.36221908   -0.06282968    0.43398635
   -0.25380798    0.21870915    0.08200165    0.00000003    5.59785418   -0.46843249    0.32986088    0.41229272
   -0.17757991   -0.00032124   -0.13670538    0.00000002    5.80374874   -0.32774461   -0.00048450   -0.12582471
   -0.17767213   -0.00031288   -0.13775669    0.00000002    5.80286825   -0.32791482   -0.00047189   -0.12798270
   -0.17711920   -0.00036532   -0.13040953    0.00000001    5.81002813   -0.32689431   -0.00055098   -0.11281593
   -0.17654513   -0.00042787   -0.11171554    0.00000002    5.83514016   -0.32583481   -0.00064533   -0.07344741
   -0.17691549   -0.00038605   -0.12667563    0.00000002    5.81444430   -0.32651834   -0.00058225   -0.10503578
   -0.18505742   -0.00005562    0.01964996    0.00000002    5.89921164   -0.34154524   -0.00008389    0.21492884
   -0.19245013   -0.04077850    0.11040448    0.00000004    5.96308525   -0.35518934   -0.06150283    0.41556834
   -0.19736657   -0.04261052    0.11907336    0.00000004    5.96712113   -0.36426322   -0.06426591    0.43866903
   -0.19916299   -0.04492943    0.12169673    0.00000004    5.97030691   -0.36757873   -0.06776333    0.44594823
   -0.06995941    0.03858260    0.04475230    0.00000003    5.74334486   -0.12911832    0.05819094    0.16092530
   -0.11266491    0.10086029    0.05579695    0.00000002    6.01265962   -0.20793635    0.15211921    0.22442087
   -0.12769149    0.23081528    0.06355264    0.00000003    6.00669963   -0.23566966    0.34811955    0.25502269
   -0.17983950   -0.00015322   -0.15475787    0.00000002    5.79701963   -0.33191495   -0.00023110   -0.16224830
   -0.17738602   -0.00033933   -0.13430403    0.00000002    5.80594948   -0.32738678   -0.00051178   -0.12087992
   -0.17739032   -0.00033892   -0.13436048    0.00000002    5.80589486   -0.32739471   -0.00051117   -0.12099640
   -0.17670123   -0.00040884   -0.12118126    0.00000003    5.82163453   -0.32612290   -0.00061662   -0.09350751
   -0.17689847   -0.00038782   -0.12631687    0.00000002    5.81489105   -0.32648694   -0.00058491   -0.10428587
   -0.10125641   -0.05575726    0.05829990    0.00000002    5.95497605   -0.18688061   -0.08409406    0.21909966
   -0.08960695    0.05217883    0.04250612    0.00000003    5.80029206   -0.16538016    0.07869700    0.17449608
   -0.11008583    0.08662708    0.05195772    0.00000003    5.95898272   -0.20317635    0.13065244    0.21381466
   -0.11264500    0.10070296    0.05576897    0.00000003    6.01212748   -0.20789961    0.15188192    0.22434255
   -0.11504323    0.14324896    0.05742290    0.00000003    6.12669426   -0.21232581    0.21605053    0.23011484
   -0.11437567    0.12202784    0.05765178    0.00000002    6.07641575   -0.21109375    0.18404447    0.22997943
   -0.12818817    0.23851809    0.05595264    0.00000002    5.97114229   -0.23658635    0.35973707    0.23926364
   -0.14437968    0.26314255    0.02870314    0.00000002    5.70500616   -0.26646968    0.39687610    0.19623055
   -0.19969214    0.22200560    0.12195576    0.00000002    5.73937625   -0.36855533    0.33483265    0.44699578
   -0.12843045    0.22688293    0.06767706    0.00000001    6.00705352   -0.23703351    0.34218871    0.26451765
   -0.15174770    0.29758800   -0.03210691    0.00000003    5.60886472   -0.28006822    0.44882732    0.07330966
   -0.15175499    0.29456004   -0.02524775    0.00000001    5.61272668   -0.28008169    0.44426049    0.08795839
   -0.15888399    0.29975654   -0.11571040    0.00000002    5.57233860   -0.29323909    0.45209795   -0.09848385
   -0.11529817    0.16130834    0.05666615    0.00000002    6.15748653   -0.21279634    0.24328799    0.22873776
   -0.11543295    0.17994839    0.05580095    0.00000001    6.17725244   -0.21304509    0.27140123    0.22701684
   -0.11543387    0.19122849    0.05529787    0.00000002    6.18416003   -0.21304679    0.28841407    0.22594382
   -0.13157500    0.21927058    0.07761149    0.00000002    5.97793429   -0.24283714    0.33070763    0.28866356
