# local minimal position and the related energy gap
#        kx            ky            kz           gap             E            k1            k2            k3
   -0.13283510    0.21746152    0.08082215    0.00000003    5.96414032   -0.24516281    0.32797919    0.29669507
   -0.13196692    0.21865603    0.07863913    0.00000001    5.97364522   -0.24356047    0.32978077    0.29122355
   -0.13472093    0.24905972    0.04509077    0.00000002    5.84321618   -0.24864333    0.37563613    0.22218388
   -0.14201988    0.25881468    0.03426399    0.00000002    5.73634611   -0.26211440    0.39034872    0.20589519
   -0.15631704   -0.30152380   -0.14481700    0.00000003    5.60455310   -0.28850148   -0.45476336   -0.16301572
   -0.15345284    0.30735214   -0.08859708    0.00000002    5.59029403   -0.28321527    0.46355375   -0.04568318
   -0.16093382   -0.29901770   -0.16365205    0.00000002    5.61311728   -0.29702229   -0.45098360   -0.19890643
   -0.15143998    0.30391972   -0.04980679    0.00000003    5.60105109   -0.27950030    0.45837692    0.03523898
   -0.14379182    0.26197499    0.03025689    0.00000002    5.71267691   -0.26538471    0.39511517    0.19899777
   -0.13530011    0.24974474    0.04437509    0.00000001    5.83399502   -0.24971226    0.37666929    0.22119753
   -0.12842198    0.22691566    0.06764104    0.00000002    6.00709409   -0.23701787    0.34223809    0.26443283
   -0.14431681    0.21340004    0.09837139    0.00000002    5.88186545   -0.26635365    0.32185360    0.34488912
   -0.15337368    0.20320138    0.09942021    0.00000002    5.82817989   -0.28306916    0.30647180    0.35559392
   -0.12756612    0.23231761    0.06205215    0.00000003    6.00363319   -0.23543827    0.35038539    0.25170249
   -0.15365064    0.30713334   -0.09003603    0.00000002    5.58988052   -0.28358032    0.46322375   -0.04856995
   -0.15145762    0.30699047   -0.06331708    0.00000002    5.59668965   -0.27953286    0.46300828    0.00641572
   -0.15163206   -0.30837372   -0.07448403    0.00000002    5.59318883   -0.27985480   -0.46509451   -0.01725874
   -0.15477982    0.30566589   -0.09732610    0.00000003    5.58730520   -0.28566437    0.46101052   -0.06307619
   -0.15291781    0.30784922   -0.08434610    0.00000003    5.59141392   -0.28222781    0.46430346   -0.03710895
   -0.15141330    0.30448232   -0.05181685    0.00000002    5.60032646   -0.27945106    0.45922544    0.03092327
   -0.14502896    0.26451419    0.02682853    0.00000001    5.69665259   -0.26766801    0.39894482    0.19283584
   -0.12834745    0.23905904    0.05541303    0.00000001    5.96662814   -0.23688032    0.36055294    0.23826066
   -0.12758784    0.23195497    0.06241198    0.00000001    6.00453035   -0.23547837    0.34983846    0.25249091
   -0.13612812    0.21459157    0.08802338    0.00000002    5.93066728   -0.25124046    0.32365067    0.31514534
   -0.13280090    0.21750453    0.08073846    0.00000003    5.96451296   -0.24509968    0.32804405    0.29648445
   -0.15220089   -0.30531704   -0.11366886    0.00000003    5.60021482   -0.28090464   -0.46048438   -0.10037293
   -0.15157757   -0.30755311   -0.09416233    0.00000002    5.59587691   -0.27975424   -0.46385686   -0.05931595
   -0.15168539   -0.30824352   -0.07166496    0.00000002    5.59327878   -0.27995324   -0.46489815   -0.01119118
   -0.15214634   -0.30666720   -0.05825105    0.00000002    5.59565316   -0.28080397   -0.46252071    0.01787370
   -0.15296978   -0.30156637   -0.03777475    0.00000002    5.60716230   -0.28232373   -0.45482755    0.06235317
   -0.15204295   -0.29358727   -0.01636742    0.00000003    5.63318387   -0.28061314   -0.44279333    0.10718395
   -0.10806561   -0.24888159    0.01241083    0.00000002    5.97654991   -0.19944779   -0.37536748    0.12750748
   -0.10290020   -0.25151667    0.00333327    0.00000002    5.94024678   -0.18991443   -0.37934174    0.10330169
   -0.08703913   -0.24606108   -0.00790204    0.00000003    5.91427148   -0.16064094   -0.37111353    0.06449203
   -0.08703403   -0.22952558    0.03843672    0.00000003    6.37697405   -0.16063153   -0.34617441    0.16340429
   -0.09754875   -0.24263397    0.02535484    0.00000003    6.14442262   -0.18003770   -0.36594471    0.14530775
   -0.04791973   -0.25112627   -0.09796289    0.00000002    6.49112538   -0.08844150   -0.37875293   -0.16432335
   -0.03645183   -0.26807100   -0.08583862    0.00000002    6.33212648   -0.06727614   -0.40430927   -0.14916195
   -0.05361304   -0.24072260   -0.10643678    0.00000001    6.62120381   -0.09894918   -0.36306194   -0.17709031
   -0.14508116   -0.27706688    0.01451183    0.00000003    5.69847931   -0.26776435   -0.41787700    0.16659278
   -0.11126010   -0.24363312    0.02065584    0.00000002    6.01814669   -0.20534360   -0.36745164    0.14809375
   -0.09379274   -0.25287818    0.02167932    0.00000002    6.08346265   -0.17310554   -0.38139520    0.13395085
   -0.08890408   -0.22989982    0.03658239    0.00000002    6.34292339   -0.16408293   -0.34673884    0.16119398
   -0.07854599   -0.27080018    0.02250620    0.00000003    6.00397750   -0.14496586   -0.40842546    0.12146399
   -0.09187466   -0.23135185    0.03331324    0.00000003    6.28432417   -0.16956550   -0.34892881    0.15699226
   -0.15280798   -0.30330509   -0.04359468    0.00000002    5.60270636   -0.28202510   -0.45744993    0.04977840
   -0.03339712   -0.27219923   -0.08360171    0.00000002    6.30251577   -0.06163832   -0.41053553   -0.14724231
   -0.05589197   -0.23406850   -0.11121013    0.00000002    6.71513813   -0.10315521   -0.35302611   -0.18514949
   -0.03485376   -0.27026648   -0.08461809    0.00000001    6.31606499   -0.06432671   -0.40762052   -0.14805033
   -0.06350380   -0.28218593    0.02874419    0.00000002    5.98293926   -0.11720373   -0.42559765    0.12071917
   -0.09469729   -0.25129176    0.02208340    0.00000002    6.09210165   -0.17477499   -0.37900252    0.13565895
   -0.09724881   -0.23893180    0.02706010    0.00000003    6.17236812   -0.17948413   -0.36036103    0.14866751
   -0.08319525   -0.22969747    0.04163846    0.00000002    6.43661863   -0.15354662   -0.34643366    0.16665060
   -0.11354163   -0.19897815    0.04279468    0.00000003    6.22784093   -0.20955443   -0.30010225    0.19748509
   -0.11188569   -0.15652024    0.05239906    0.00000002    6.28491113   -0.20649821   -0.23606651    0.21643919
   -0.15155702   -0.30784106   -0.09105520    0.00000002    5.59515227   -0.27971632   -0.46429115   -0.05270254
   -0.05634733   -0.23173149   -0.11266590    0.00000002    6.75030921   -0.10399564   -0.34950140   -0.18783141
   -0.04556608   -0.25477719   -0.09500928    0.00000002    6.45102163   -0.08409756   -0.38425931   -0.16021851
   -0.11407642   -0.23509539    0.02960838    0.00000002    6.06902559   -0.21054146   -0.35457489    0.16983685
   -0.04802103   -0.13763568   -0.00969165    0.00000003    5.88030688   -0.08862846   -0.20758448    0.02419954
   -0.04559205   -0.03749989    0.02941062    0.00000001    5.68211316   -0.08414548   -0.05655797    0.10539870
   -0.07617187   -0.23171237    0.04617736    0.00000002    6.51832566   -0.14058415   -0.34947256    0.16977443
   -0.07515610   -0.14437029    0.07787824    0.00000002    6.69788936   -0.13870942   -0.21774174    0.23649522
   -0.07500127   -0.13970675    0.07904507    0.00000002    6.64196745   -0.13842367   -0.21070810    0.23884125
   -0.17669612   -0.00040940   -0.12101116    0.00000002    5.82186743   -0.32611348   -0.00061746   -0.09314916
   -0.10980889   -0.08693049    0.06168616    0.00000002    6.06682685   -0.20266523   -0.13111005    0.23432261
   -0.04372892   -0.09838781   -0.00193619    0.00000002    5.74299130   -0.08070687   -0.14839018    0.03674266
   -0.03363555   -0.05144504    0.01774030    0.00000002    5.63407329   -0.06207837   -0.07759029    0.06931028
   -0.10667128   -0.07014467    0.06147720    0.00000002    6.00812460   -0.19687440   -0.10579340    0.23094366
   -0.07453516   -0.13520180    0.08023881    0.00000002    6.58669632   -0.13756341   -0.20391367    0.24095379
   -0.09576002   -0.04788105    0.05415487    0.00000002    5.91887238   -0.17673639   -0.07221501    0.20511371
   -0.17735373   -0.00034241   -0.13387424    0.00000003    5.80636988   -0.32732718   -0.00051642   -0.11999264
   -0.17910501   -0.00020026   -0.15003820    0.00000003    5.79693043   -0.33055937   -0.00030203   -0.15286003
   -0.17727153   -0.00035032   -0.13273403    0.00000002    5.80752215   -0.32717547   -0.00052836   -0.11763552
   -0.10946998   -0.08442906    0.06179544    0.00000002    6.05806157   -0.20203973   -0.12733736    0.23423908
   -0.09465702   -0.04673054    0.05331216    0.00000003    5.91247976   -0.17470066   -0.07047980    0.20228379
   -0.09860216   -0.05142995    0.05633041    0.00000002    5.93641648   -0.18198188   -0.07756753    0.21241443
   -0.07316585   -0.03642456    0.04011226    0.00000001    5.80455370   -0.13503618   -0.05493614    0.15401767
   -0.07056687   -0.03599511    0.03899025    0.00000001    5.79260678   -0.13023946   -0.05428845    0.14919316
   -0.18362566    0.00001778   -0.17294735    0.00000001    5.81024935   -0.33890276    0.00002682   -0.19753735
   -0.17665817   -0.00041362   -0.11963846    0.00000002    5.82376499   -0.32604343   -0.00062382   -0.09025441
   -0.17763786   -0.00031597   -0.13737194    0.00000002    5.80318443   -0.32785156   -0.00047655   -0.12719342
   -0.17740922   -0.00033713   -0.13460696    0.00000002    5.80565788   -0.32742958   -0.00050847   -0.12150488
   -0.17699495   -0.00037787   -0.12824180    0.00000002    5.81253807   -0.32666500   -0.00056990   -0.10830473
   -0.17894288   -0.00021152   -0.14889554    0.00000002    5.79711582   -0.33026013   -0.00031901   -0.15057239
   -0.18526216   -0.04773266    0.08923594    0.00000004    5.96615575   -0.34192311   -0.07199121    0.36366196
   -0.11061191    0.08882514    0.05274228    0.00000002    5.96816431   -0.20414729    0.13396759    0.21598117
   -0.10936169    0.08395828    0.05090477    0.00000002    5.94726779   -0.20183985    0.12662732    0.21089008
   -0.09923035    0.06353799    0.04225980    0.00000003    5.84305451   -0.18314128    0.09582908    0.18296580
   -0.10190615    0.06746755    0.04336807    0.00000003    5.86249365   -0.18807979    0.10175571    0.18783277
   -0.08926962    0.05184361    0.04256953    0.00000003    5.79920707   -0.16475759    0.07819142    0.17431614
   -0.18108798   -0.00008572   -0.16159177    0.00000002    5.79962295   -0.33421917   -0.00012928   -0.17566927
   -0.17656318   -0.00042496   -0.11432792    0.00000002    5.83133613   -0.32586811   -0.00064093   -0.07900706
   -0.17749497   -0.00032909   -0.13568826    0.00000002    5.80464951   -0.32758785   -0.00049633   -0.12373291
   -0.20400856   -0.06100565    0.12868397    0.00000004    5.96625172   -0.37652180   -0.09200977    0.46539294
   -0.09788694    0.06172459    0.04196977    0.00000002    5.83494122   -0.18066185    0.09309407    0.18109091
   -0.09912180    0.06338806    0.04223032    0.00000002    5.84236140   -0.18294095    0.09560296    0.18280141
   -0.09154561    0.05418451    0.04216974    0.00000003    5.80683619   -0.16895819    0.08172201    0.17559021
   -0.09178863    0.05444553    0.04213231    0.00000003    5.80770085   -0.16940672    0.08211568    0.17573748
   -0.07940001    0.04372563    0.04428969    0.00000003    5.77042500   -0.14654206    0.06594775    0.16876242
   -0.09782352    0.06164114    0.04195991    0.00000002    5.83458216   -0.18054481    0.09296822    0.18101059
   -0.03666190    0.10181765   -0.14730165    0.00000002    6.40162310   -0.06766385    0.15356312   -0.28016764
   -0.19747866   -0.04272575    0.11924160    0.00000004    5.96732039   -0.36447009   -0.06443970    0.43913293
   -0.10315641    0.06950207    0.04416175    0.00000002    5.87328417   -0.19038730    0.10482421    0.19069569
   -0.03411407    0.06613307    0.01126094    0.00000003    5.63242242   -0.06296152    0.09974302    0.05592641
   -0.09506097    0.05817220    0.04180927    0.00000003    5.82072220   -0.17544621    0.08773630    0.17810674
   -0.11453828    0.12566924    0.05770575    0.00000002    6.08602401   -0.21139387    0.18953650    0.23024664
   -0.06412532    0.10686318    0.09239430    0.00000001    6.21826254   -0.11835083    0.16117288    0.25717088
   -0.07887591    0.04337882    0.04435276    0.00000003    5.76894750   -0.14557478    0.06542468    0.16840716
   -0.14598431    0.21340187    0.09912859    0.00000002    5.87759024   -0.26943122    0.32185634    0.34806418
   -0.15145506    0.30697212   -0.06320418    0.00000002    5.59672162   -0.27952812    0.46298060    0.00665433
   -0.16442180    0.29212979   -0.13000149    0.00000002    5.54167884   -0.30345978    0.44059515   -0.12381384
   -0.06456490    0.25127479   -0.13709660    0.00000003    6.70270359   -0.11916213    0.37897694   -0.23230100
   -0.06441197    0.24402171   -0.13611720    0.00000003    6.79844123   -0.11887987    0.36803772   -0.23035328
   -0.13578982    0.25032600    0.04376617    0.00000002    5.82632942   -0.25061608    0.37754595    0.22035545
   -0.08230680    0.25778860   -0.00334577    0.00000003    5.91675937   -0.15190688    0.38880117    0.06979452
   -0.13952944    0.25506297    0.03865465    0.00000002    5.77092352   -0.25751799    0.38469033    0.21293976
   -0.13391220    0.24809966    0.04609197    0.00000001    5.85640528   -0.24715072    0.37418815    0.22356511
   -0.06528177    0.11925888    0.09072476    0.00000002    6.34528964   -0.12048518    0.17986828    0.25468797
   -0.19434051    0.22823759    0.11174700    0.00000002    5.79135348   -0.35867827    0.34423184    0.42020120
   -0.15154686   -0.30810281   -0.08767911    0.00000002    5.59445514   -0.27969756   -0.46468593   -0.04550528
   -0.15144326    0.30385695   -0.04958992    0.00000002    5.60113102   -0.27950635    0.45828225    0.03570499
   -0.16215437    0.29527394   -0.12505182    0.00000002    5.55528503   -0.29927496    0.44533721   -0.11536751
   -0.15248886   -0.30519541   -0.05098489    0.00000002    5.59847331   -0.28143614   -0.46030093    0.03370460
   -0.06437655    0.25333794   -0.13720865    0.00000002    6.67726183   -0.11881450    0.38208862   -0.23271625
   -0.06392543    0.25637219   -0.13722080    0.00000002    6.64098713   -0.11798190    0.38666493   -0.23316387
   -0.10392402    0.24841361    0.03542855    0.00000002    6.15365781   -0.19180400    0.37466165    0.17277089
   -0.08633528    0.26866193    0.02499497    0.00000003    6.08861176   -0.15934192    0.40520052    0.13405772
   -0.09772122    0.26627224    0.01324401    0.00000003    5.98038276   -0.18035601    0.40159634    0.11961658
   -0.09626088    0.25666862    0.02920832    0.00000002    6.13511344   -0.17766077    0.38711201    0.15232972
   -0.08812373    0.25796396    0.02748329    0.00000003    6.14686528   -0.16264270    0.38906566    0.14104116
   -0.15555389    0.19792105    0.10093399    0.00000003    5.80827575   -0.28709301    0.29850792    0.36086329
   -0.14694678    0.21331494    0.09933015    0.00000002    5.87555587   -0.27120757    0.32172525    0.34939412
   -0.15842644    0.30039531   -0.11411647    0.00000003    5.57442198   -0.29239463    0.45306134   -0.09550907
   -0.16350965    0.29340527   -0.12813079    0.00000003    5.54730015   -0.30177629    0.44251884   -0.12067319
   -0.06450293    0.25208090   -0.13714987    0.00000003    6.69268178   -0.11904775    0.38019272   -0.23247263
   -0.06448782    0.25225231   -0.13715965    0.00000002    6.69056437   -0.11901986    0.38045125   -0.23250763
   -0.06426508    0.25423081   -0.13723180    0.00000002    6.66645460   -0.11860876    0.38343525   -0.23286987
   -0.14926557    0.27666320    0.00820328    0.00000002    5.64616106   -0.27548718    0.41726817    0.15703764
   -0.09742244    0.26627104    0.01217579    0.00000003    5.97416791   -0.17980457    0.40159453    0.11705702
   -0.09393008    0.26422515    0.02492848    0.00000002    6.08745729   -0.17335901    0.39850889    0.14101505
   -0.08166745    0.27237496    0.02567746    0.00000003    6.07922581   -0.15072688    0.41080057    0.13115131
   -0.07298227    0.25557251    0.03015683    0.00000002    6.20112804   -0.13469737    0.38545883    0.13259470
   -0.09292449    0.26448191    0.02506721    0.00000002    6.09121613   -0.17150308    0.39889614    0.14037121
   -0.19670843    0.22395409    0.11875411    0.00000001    5.76743722   -0.36304854    0.33777138    0.43737234
   -0.01734500   -0.28702473   -0.07528186    0.00000002    6.20035870   -0.03201223   -0.43289560   -0.14448714
   -0.02549460   -0.28101417   -0.07920388    0.00000002    6.24401763   -0.04705329   -0.42383038   -0.14524140
   -0.05650088   -0.23054319   -0.11335376    0.00000002    6.76871367   -0.10427903   -0.34770918   -0.18915621
   -0.05304991   -0.24196147   -0.10546773    0.00000002    6.60462176   -0.09790985   -0.36493042   -0.17554810
   -0.04327215   -0.25821568   -0.09235888    0.00000002    6.41623679   -0.07986385   -0.38944531   -0.15670509
   -0.09646678   -0.24742941    0.02336352    0.00000001    6.11413032   -0.17804079   -0.37317726    0.14004560
   -0.07334952   -0.23829243   -0.01094977    0.00000002    5.90876072   -0.13537516   -0.35939673    0.04518979
   -0.05819722   -0.28522121    0.03149536    0.00000001    5.98390386   -0.10740981   -0.43017551    0.12163162
   -0.05097674   -0.28860710    0.03545439    0.00000001    5.99026275   -0.09408357   -0.43528216    0.12333341
   -0.09580879   -0.23550782    0.02899124    0.00000002    6.20711584   -0.17682640   -0.35519692    0.15144374
   -0.04211028   -0.29167952    0.04048139    0.00000002    6.00420178   -0.07771948   -0.43991604    0.12577633
   -0.09743856   -0.23988829    0.02660179    0.00000002    6.16452625   -0.17983432   -0.36180362    0.14786654
   -0.03872064   -0.26485792   -0.08777250    0.00000002    6.35720233   -0.07146350   -0.39946324   -0.15116933
   -0.04289514   -0.25877381   -0.09194451    0.00000002    6.41086826   -0.07916802   -0.39028709   -0.15617299
   -0.04012170   -0.26283576   -0.08908569    0.00000002    6.37408433   -0.07404932   -0.39641338   -0.15266288
   -0.05201900   -0.24404788   -0.10379657    0.00000002    6.57732722   -0.09600719   -0.36807719   -0.17294441
   -0.04251664   -0.25933258   -0.09153462    0.00000001    6.40557093   -0.07846946   -0.39112983   -0.15565180
   -0.03181945   -0.27420040   -0.08259380    0.00000003    6.28894201   -0.05872654   -0.41355374   -0.14656553
   -0.09022066   -0.25813105    0.02090117    0.00000002    6.05637258   -0.16651285   -0.38931766    0.12895076
   -0.07821168   -0.27110339    0.02260690    0.00000001    6.00303193   -0.14434886   -0.40888276    0.12136646
   -0.05287641   -0.23997487    0.05887589    0.00000003    6.71197268   -0.09758963   -0.36193421    0.17510582
   -0.01867209   -0.29497614    0.05419996    0.00000002    6.06370126   -0.03446154   -0.44488806    0.13315174
   -0.04023586   -0.29218746    0.04155578    0.00000002    6.00784715   -0.07426002   -0.44068212    0.12631766
   -0.01303129   -0.29489873    0.05769111    0.00000002    6.08229246   -0.02405078   -0.44477131    0.13533136
   -0.03170816   -0.27433749   -0.08252599    0.00000002    6.28802557   -0.05852115   -0.41376049   -0.14652480
   -0.05549885   -0.23556858   -0.11020911    0.00000003    6.69320690   -0.10242965   -0.35528856   -0.18338015
   -0.04987509   -0.24791625   -0.10061697    0.00000002    6.52892279   -0.09205035   -0.37391154   -0.16816111
   -0.04498417   -0.25565771   -0.09431598    0.00000001    6.44183388   -0.08302357   -0.38558734   -0.15928250
   -0.07338427   -0.27520688    0.02429074    0.00000002    5.99207644   -0.13543931   -0.41507172    0.12044843
   -0.04716171   -0.21168619   -0.01117072    0.00000002    5.92664007   -0.08704248   -0.31926873    0.02023898
   -0.05202851   -0.28816525    0.03486733    0.00000002    5.98902323   -0.09602473   -0.43461576    0.12306337
   -0.04412331   -0.24185537    0.06365991    0.00000003    6.78162363   -0.08143475   -0.36477041    0.17713605
   -0.06367965   -0.16681211    0.07568933    0.00000002    6.98981196   -0.11752828   -0.25158888    0.22109499
   -0.06314236   -0.10353380    0.09126706    0.00000001    6.15953396   -0.11653666   -0.15615144    0.25384577
   -0.05025056   -0.12659669   -0.15102717    0.00000002    6.71297407   -0.09274333   -0.19093529   -0.27541827
   -0.04934161   -0.13327956   -0.14971786    0.00000002    6.80877860   -0.09106575   -0.20101451   -0.27347299
   -0.03922021   -0.15250865   -0.14044223    0.00000003    7.11287482   -0.07238552   -0.23001616   -0.26313378
   -0.03420840   -0.20302852   -0.11473418    0.00000002    7.37149668   -0.06313564   -0.30621109   -0.21294090
   -0.06234448   -0.22971968   -0.01168343    0.00000002    5.90867057   -0.11506407   -0.34646716    0.03333669
   -0.03847736   -0.17365948   -0.01037034    0.00000002    5.96756772   -0.07101450   -0.26191620    0.01382980
   -0.03629679   -0.24257579    0.06801149    0.00000002    6.84749329   -0.06699000   -0.36585695    0.17910927
   -0.04812322   -0.17124399    0.08168944    0.00000003    7.11405540   -0.08881707   -0.25827312    0.21936171
   -0.03900553   -0.17263927    0.08657801    0.00000002    7.17891151   -0.07198930   -0.26037750    0.22127432
   -0.05598707   -0.09408171    0.09621843    0.00000003    6.02379464   -0.10333071   -0.14189565    0.25772678
   -0.04791362   -0.10987865   -0.15125863    0.00000001    6.48409204   -0.08843021   -0.16572086   -0.27809682
   -0.04446726   -0.10245627   -0.14994377    0.00000001    6.37934304   -0.08206956   -0.15452630   -0.27851155
   -0.03169764   -0.08879460   -0.14414493    0.00000002    6.15514860   -0.05850172   -0.13392154   -0.27806950
   -0.04502605   -0.10358479   -0.00334126    0.00000002    5.76048764   -0.08310087   -0.15622835    0.03495583
    0.03189554   -0.05096090   -0.01994851    0.00000003    5.61045559    0.05886697   -0.07686010   -0.07239754
    0.03214854   -0.04792069   -0.02217158    0.00000002    5.61013736    0.05933392   -0.07227481   -0.07737954
   -0.05707770   -0.09531370    0.09549456    0.00000002    6.04143054   -0.10534361   -0.14375376    0.25720105
   -0.05089543   -0.08908375    0.09949838    0.00000001    5.95306619   -0.09393350   -0.13435763    0.25996889
   -0.04787474   -0.08661759    0.10138427    0.00000002    5.91899826   -0.08835847   -0.13063813    0.26117101
    0.03287930   -0.04474945   -0.02478250    0.00000003    5.61229876    0.06068261   -0.06749189   -0.08363599
    0.03721564   -0.03833900   -0.03162768    0.00000003    5.63003588    0.06868584   -0.05782353   -0.10230148
   -0.03350645   -0.05926316    0.01327544    0.00000003    5.63995557   -0.06184010   -0.08938171    0.05965870
   -0.03513250   -0.04634348    0.02117762    0.00000002    5.63777825   -0.06484115   -0.06989603    0.07804702
   -0.05044898   -0.03618134    0.03154722    0.00000003    5.70345917   -0.09310953   -0.05456932    0.11449962
   -0.04859031   -0.03659514    0.03077896    0.00000002    5.69529804   -0.08967913   -0.05519341    0.11112226
   -0.01551941   -0.07531380    0.12015573    0.00000002    5.81164230   -0.02864290   -0.11358956    0.27099726
    0.03331129   -0.06288675   -0.01288011    0.00000003    5.62571498    0.06147990   -0.09484688   -0.05863237
    0.03391604    0.04996096   -0.01868719    0.00000002    5.63434188    0.06259604    0.07535198   -0.07159375
   -0.07357714    0.04028894    0.04475001    0.00000002    5.75387537   -0.13579527    0.06076448    0.16430209
   -0.05040422    0.03439623    0.04052263    0.00000002    5.68067314   -0.09302693    0.05187698    0.13361717
   -0.04607644    0.03474981    0.03841175    0.00000002    5.66498281   -0.08503949    0.05241026    0.12506576
   -0.04216710    0.03569069    0.03595189    0.00000002    5.65005129   -0.07782434    0.05382931    0.11616055
   -0.04786811    0.03452941    0.03935308    0.00000003    5.67157965   -0.08834623    0.05207785    0.12874994
   -0.03350704    0.09708252   -0.14560398    0.00000002    6.33060765   -0.06184118    0.14642152   -0.27949272
    0.06988103    0.03589925   -0.03870724    0.00000001    5.78948063    0.12897366    0.05414387   -0.14794794
    0.05471871    0.03555704   -0.03316535    0.00000003    5.72217751    0.10098982    0.05362774   -0.12194491
   -0.03194108    0.05376982    0.01808037    0.00000003    5.61233181   -0.05895102    0.08109657    0.06845229
   -0.04747108    0.03456859    0.03915321    0.00000002    5.67013050   -0.08761346    0.05213694    0.12795216
   -0.04808782    0.03450998    0.03946164    0.00000002    5.67237854   -0.08875173    0.05204854    0.12918706
   -0.05169370    0.08590465    0.10061838    0.00000001    6.00643365   -0.09540680    0.12956285    0.26310589
   -0.04058300    0.07918046    0.10694411    0.00000002    5.92484822   -0.07490071    0.11942133    0.26622336
   -0.04207103    0.11625455   -0.15018329    0.00000002    6.59151712   -0.07764703    0.17533710   -0.28126273
   -0.04124287    0.13772396   -0.14864749    0.00000003    6.86033963   -0.07611857    0.20771763   -0.27875846
   -0.03620060    0.14904503   -0.14431441    0.00000002    7.01425734   -0.06681246    0.22479226   -0.27422213
   -0.04847522    0.10917279   -0.00410319    0.00000003    5.76628024   -0.08946672    0.16465627    0.03655351
   -0.05122827    0.13166979   -0.00874586    0.00000002    5.85052842   -0.09454780    0.19858662    0.02921645
   -0.04853633    0.14906899   -0.01059673    0.00000002    5.91180515   -0.08957951    0.22482839    0.02274920
   -0.05044320    0.15613898    0.09438573    0.00000002    6.80872876   -0.09309885    0.23549149    0.24863245
   -0.05696773    0.14689216    0.09234678    0.00000002    6.67366072   -0.10514065    0.22154527    0.25037885
   -0.02640995    0.07570145    0.11459658    0.00000003    5.87035172   -0.04874267    0.11417422    0.26931039
   -0.20251780    0.22032981    0.12417329    0.00000001    5.71392647   -0.37377043    0.33230518    0.45437072
   -0.15617175    0.30364072   -0.10474606    0.00000003    5.58325345   -0.28823333    0.45795612   -0.07761410
   -0.03839908    0.10510970   -0.14824430    0.00000003    6.44769167   -0.07087001    0.15852825   -0.28055604
   -0.03245223    0.21096483   -0.11788473    0.00000002    7.40815077   -0.05989440    0.31818077   -0.22130781
   -0.06461311    0.25044036   -0.13702906    0.00000002    6.71319362   -0.11925110    0.37771844   -0.23211175
   -0.06290130    0.24022425   -0.00845480    0.00000002    5.90735544   -0.11609176    0.36231032    0.04074917
   -0.03875690    0.17903581   -0.01000463    0.00000003    5.96506036   -0.07153041    0.27002488    0.01487176
   -0.04344211    0.20606719   -0.00987897    0.00000002    5.93454153   -0.08017752    0.31079406    0.01951952
   -0.05051067    0.15605978    0.09436442    0.00000002    6.80747171   -0.09322338    0.23537204    0.24865002
   -0.03882805    0.16627303    0.09813355    0.00000002    6.99725940   -0.07166173    0.25077583    0.24577543
   -0.21799132    0.20872888    0.12872121    0.00000002    5.61943316   -0.40232863    0.31480847    0.47854287
   -0.15440396   -0.30287901   -0.13395697    0.00000002    5.60258585   -0.28497066   -0.45680731   -0.14162162
   -0.16492109    0.29142404   -0.13096276    0.00000003    5.53852710   -0.30438128    0.43953072   -0.12539911
   -0.06229153    0.26283540   -0.13653132    0.00000002    6.56727330   -0.11496635    0.39641285   -0.23321936
   -0.06465242    0.24929594   -0.13691646    0.00000002    6.72778265   -0.11932365    0.37599241   -0.23183465
   -0.05794970    0.27264119   -0.13278914    0.00000002    6.46093500   -0.10695300    0.41120210   -0.22928966
   -0.07960673    0.25650133    0.02803734    0.00000002    6.17093537   -0.14692359    0.38685970    0.13426257
   -0.04015295    0.19693208   -0.00980068    0.00000002    5.94884056   -0.07410699    0.29701633    0.01661208
   -0.08069987    0.27315093    0.02591672    0.00000002    6.07719800   -0.14894110    0.41197091    0.13075761
   -0.04869606    0.25181389    0.04799313    0.00000002    6.46043702   -0.08987430    0.37979002    0.14796735
   -0.03944403    0.25014939    0.05648084    0.00000002    6.60342536   -0.07279860    0.37727959    0.15743727
   -0.05870691    0.28800987    0.03588841    0.00000002    6.04670385   -0.10835051    0.43438141    0.13148569
   -0.16286210    0.29430139   -0.12670693    0.00000003    5.55117339   -0.30058116    0.44387040   -0.11823904
   -0.06425396    0.24281870   -0.13587354    0.00000002    6.81544558   -0.11858824    0.36622332   -0.22998086
   -0.05501187    0.27709478   -0.12929465    0.00000002    6.41311864   -0.10153087    0.41791909   -0.22457630
   -0.05366759    0.27877463   -0.12749402    0.00000002    6.39482331   -0.09904985    0.42045267   -0.22198915
   -0.05014173    0.28232643   -0.12231349    0.00000002    6.35480758   -0.09254246    0.42580955   -0.21422633
   -0.03832856    0.28802264   -0.10401822    0.00000002    6.27515439   -0.07073987    0.43440068   -0.18621474
   -0.02876904    0.28965686   -0.09191927    0.00000002    6.23802062   -0.05309664    0.43686543   -0.16932352
   -0.06166862    0.23867422   -0.00862163    0.00000003    5.90730608   -0.11381669    0.35997254    0.03924079
   -0.06440717    0.25434955    0.03497017    0.00000002    6.26459762   -0.11887102    0.38361434    0.13485390
   -0.04216127    0.29397396    0.04472257    0.00000002    6.04877035   -0.07781358    0.44337655    0.13487742
   -0.03716270    0.29499000    0.04733357    0.00000002    6.05286636   -0.06858813    0.44490896    0.13577857
   -0.01477252    0.29603150    0.05881311    0.00000001    6.08902954   -0.02726443    0.44647977    0.13935408
   -0.02654438    0.29615744    0.05279889    0.00000003    6.06631324   -0.04899078    0.44666971    0.13751961
