        #      k      largestgap  sum(wcc(:,ik))      wcc(i, ik)(i=1, NumberofSelectedOccupiedBands)
      0.00000000      0.25000002      0.50000036      0.00000004      0.07164393      0.10253635      0.39746369      0.42835611      0.50000004      0.57164396      0.60253638      0.89746373      0.92835614
      0.00420168      0.25000002      0.50000036      0.00000004      0.07149609      0.10262058      0.39737946      0.42850395      0.50000004      0.57149612      0.60262061      0.89737949      0.92850398
      0.00840336      0.25000002      0.50000036      0.00000004      0.07102488      0.10286696      0.39713307      0.42897517      0.50000004      0.57102491      0.60286700      0.89713311      0.92897519
      0.01260504      0.25000002      0.50000036      0.00000004      0.07027040      0.10326787      0.39673216      0.42972965      0.50000004      0.57027042      0.60326791      0.89673220      0.92972967
      0.01680672      0.25000002      0.50000036      0.00000004      0.06927730      0.10381110      0.39618894      0.43072275      0.50000004      0.56927733      0.60381113      0.89618897      0.93072277
      0.02100840      0.25000002      0.50000036      0.00000004      0.06810588      0.10448286      0.39551718      0.43189417      0.50000004      0.56810590      0.60448290      0.89551721      0.93189419
      0.02521008      0.25000002      0.50000036      0.00000004      0.06682962      0.10526929      0.39473075      0.43317043      0.50000004      0.56682965      0.60526932      0.89473078      0.93317045
      0.02941176      0.25000002      0.50000036      0.00000004      0.06552923      0.10615735      0.39384268      0.43447081      0.50000004      0.56552926      0.60615739      0.89384272      0.93447084
      0.03361345      0.25000002      0.50000036      0.00000004      0.06428277      0.10713506      0.39286498      0.43571728      0.50000004      0.56428280      0.60713509      0.89286501      0.93571730
      0.03781513      0.25000002      0.50000036      0.00000004      0.06315510      0.10819015      0.39180988      0.43684495      0.50000004      0.56315512      0.60819019      0.89180992      0.93684498
      0.04201681      0.25000002      0.50000036      0.00000004      0.06219156      0.10930724      0.39069280      0.43780849      0.50000004      0.56219159      0.60930727      0.89069283      0.93780851
      0.04621849      0.25000002      0.50000036      0.00000004      0.06141904      0.11046417      0.38953587      0.43858100      0.50000004      0.56141907      0.61046421      0.88953590      0.93858103
      0.05042017      0.25000002      0.50000036      0.00000004      0.06085370      0.11162975      0.38837029      0.43914635      0.50000004      0.56085373      0.61162978      0.88837032      0.93914637
      0.05462185      0.25000002      0.50000036      0.00000004      0.06051120      0.11276435      0.38723569      0.43948885      0.50000004      0.56051122      0.61276438      0.88723572      0.93948887
      0.05882353      0.25000002      0.50000036      0.00000004      0.06041430      0.11382404      0.38617600      0.43958575      0.50000004      0.56041432      0.61382407      0.88617603      0.93958577
      0.06302521      0.25000002      0.50000036      0.00000004      0.06059457      0.11476689      0.38523315      0.43940548      0.50000004      0.56059459      0.61476693      0.88523318      0.93940550
      0.06722689      0.25000002      0.50000036      0.00000004      0.06108870      0.11555891      0.38444113      0.43891135      0.50000004      0.56108872      0.61555894      0.88444116      0.93891138
      0.07142857      0.25000002      0.50000036      0.00000004      0.06193220      0.11617715      0.38382289      0.43806785      0.50000004      0.56193222      0.61617719      0.88382292      0.93806787
      0.07563025      0.25000002      0.50000036      0.00000004      0.06315333      0.11660932      0.38339072      0.43684672      0.50000004      0.56315336      0.61660936      0.88339075      0.93684674
      0.07983193      0.25000002      0.50000036      0.00000004      0.06476870      0.11685085      0.38314919      0.43523134      0.50000004      0.56476873      0.61685089      0.88314922      0.93523137
      0.08403361      0.25000002      0.50000036      0.00000004      0.06678073      0.11690173      0.38309832      0.43321931      0.50000004      0.56678076      0.61690176      0.88309835      0.93321934
      0.08823529      0.25000002      0.50000036      0.00000004      0.06917620      0.11676456      0.38323548      0.43082385      0.50000004      0.56917622      0.61676459      0.88323551      0.93082387
      0.09243697      0.25000002      0.50000036      0.00000004      0.07192480      0.11644439      0.38355565      0.42807525      0.50000004      0.57192483      0.61644443      0.88355568      0.92807527
      0.09663866      0.25000002      0.50000036      0.00000004      0.07497717      0.11594947      0.38405057      0.42502288      0.50000004      0.57497719      0.61594950      0.88405060      0.92502290
      0.10084034      0.25000002      0.50000036      0.00000004      0.07826269      0.11529228      0.38470777      0.42173736      0.50000004      0.57826271      0.61529231      0.88470780      0.92173738
      0.10504202      0.25000002      0.50000036      0.00000004      0.08168822      0.11449010      0.38550994      0.41831183      0.50000004      0.58168824      0.61449013      0.88550997      0.91831185
      0.10924370      0.25000002      0.50000036      0.00000004      0.08513901      0.11356493      0.38643511      0.41486104      0.50000004      0.58513904      0.61356496      0.88643514      0.91486106
      0.11344538      0.25000002      0.50000036      0.00000004      0.08848275      0.11254272      0.38745732      0.41151730      0.50000004      0.58848277      0.61254275      0.88745735      0.91151732
      0.11764706      0.25000002      0.50000036      0.00000004      0.09157675      0.11145269      0.38854735      0.40842329      0.50000004      0.59157678      0.61145272      0.88854738      0.90842332
      0.12184874      0.25000002      0.50000036      0.00000004      0.09427580      0.11033001      0.38967003      0.40572424      0.50000004      0.59427583      0.61033004      0.88967006      0.90572427
      0.12605042      0.25000002      0.50000036      0.00000004      0.09642946      0.10923336      0.39076669      0.40357059      0.50000004      0.59642949      0.60923339      0.89076672      0.90357061
      0.13025210      0.25000002      0.50000036      0.00000004      0.09783913      0.10830868      0.39169136      0.40216091      0.50000004      0.59783916      0.60830871      0.89169139      0.90216094
      0.13445378      0.25000002      0.50000036      0.00000004      0.09816949      0.10790658      0.39209347      0.40183056      0.50000004      0.59816952      0.60790661      0.89209349      0.90183058
